"","siteID","sampleDate","year","month","day","meanT","minT","maxT"
"1","AnchorM","2005-06-29","2005","06","29",16.6740625,14.02,19.63
"2","AnchorM","2005-06-30","2005","06","30",16.4420833333333,14.59,18.73
"3","AnchorM","2005-07-01","2005","07","01",15.7266666666667,14.02,18.73
"4","AnchorM","2005-07-02","2005","07","02",13.9811458333333,12,16.64
"5","AnchorM","2005-07-03","2005","07","03",14.9370833333333,12.57,17.54
"6","AnchorM","2005-07-04","2005","07","04",15.4610416666667,13.44,18.43
"7","AnchorM","2005-07-05","2005","07","05",15.84625,13.73,19.03
"8","AnchorM","2005-07-06","2005","07","06",16.573125,13.44,19.93
"9","AnchorM","2005-07-07","2005","07","07",16.5508333333333,13.73,19.63
"10","AnchorM","2005-07-08","2005","07","08",17.2260416666667,14.31,20.53
"11","AnchorM","2005-07-09","2005","07","09",17.0719791666667,13.73,20.53
"12","AnchorM","2005-07-10","2005","07","10",17.82875,14.89,21.14
"13","AnchorM","2005-07-11","2005","07","11",16.96875,14.31,20.53
"14","AnchorM","2005-07-12","2005","07","12",16.4795833333333,14.31,20.53
"15","AnchorM","2005-07-13","2005","07","13",14.309375,12.57,15.76
"16","AnchorM","2005-07-14","2005","07","14",14.5302083333333,11.71,17.24
"17","AnchorM","2005-07-15","2005","07","15",15.0432291666667,12.28,18.13
"18","AnchorM","2005-07-16","2005","07","16",16.0369791666667,14.31,19.03
"19","AnchorM","2005-07-17","2005","07","17",15.0323958333333,13.44,18.13
"20","AnchorM","2005-07-18","2005","07","18",16.3311458333333,13.44,19.63
"21","AnchorM","2005-07-19","2005","07","19",16.3172916666667,14.31,19.33
"22","AnchorM","2005-07-20","2005","07","20",14.9015625,13.15,18.43
"23","AnchorM","2005-07-21","2005","07","21",16.8291666666667,14.31,19.63
"24","AnchorM","2005-07-22","2005","07","22",16.6484375,13.73,19.33
"25","AnchorM","2005-07-23","2005","07","23",16.1907291666667,12.57,20.23
"26","AnchorM","2005-07-24","2005","07","24",16.0258333333333,14.59,18.13
"27","AnchorM","2005-07-25","2005","07","25",15.01,13.44,16.94
"28","AnchorM","2005-07-26","2005","07","26",14.1523958333333,12.86,15.76
"29","AnchorM","2005-07-27","2005","07","27",13.5752083333333,12.57,15.18
"30","AnchorM","2005-07-28","2005","07","28",13.1640625,10.85,15.76
"31","AnchorM","2005-07-29","2005","07","29",14.2741666666667,12.86,16.06
"32","AnchorM","2005-07-30","2005","07","30",13.6266666666667,11.42,16.06
"33","AnchorM","2005-07-31","2005","07","31",14.065,12.28,16.06
"34","AnchorM","2005-08-01","2005","08","01",14.0048958333333,12.86,16.06
"35","AnchorM","2005-08-02","2005","08","02",12.8205208333333,12,14.02
"36","AnchorM","2005-08-03","2005","08","03",11.833125,11.13,12.57
"37","AnchorM","2005-08-04","2005","08","04",12.6851041666667,11.42,15.47
"38","AnchorM","2005-08-05","2005","08","05",13.4577083333333,11.42,16.06
"39","AnchorM","2005-08-06","2005","08","06",14.3971875,12,16.64
"40","AnchorM","2005-08-07","2005","08","07",14.8186458333333,12.28,17.54
"41","AnchorM","2005-08-08","2005","08","08",15.0220833333333,12.28,18.13
"42","AnchorM","2005-08-09","2005","08","09",15.5616666666667,12.86,18.73
"43","AnchorM","2005-08-10","2005","08","10",15.1769791666667,12,18.73
"44","AnchorM","2005-08-11","2005","08","11",15.0514583333333,12.28,18.43
"45","AnchorM","2005-08-12","2005","08","12",15.5820833333333,12.57,18.73
"46","AnchorM","2005-08-13","2005","08","13",16.1530208333333,14.59,19.33
"47","AnchorM","2005-08-14","2005","08","14",14.1611458333333,13.15,15.47
"48","AnchorM","2005-08-15","2005","08","15",13.9269791666667,12.86,16.35
"49","AnchorM","2005-08-16","2005","08","16",14.3828125,12.86,16.06
"50","AnchorM","2005-08-17","2005","08","17",14.1523958333333,13.15,15.76
"51","AnchorM","2005-08-18","2005","08","18",13.8229166666667,12.86,15.18
"52","AnchorM","2005-08-19","2005","08","19",13.6638541666667,12.28,16.64
"53","AnchorM","2005-08-20","2005","08","20",14.6361458333333,12.57,17.54
"54","AnchorM","2005-08-21","2005","08","21",14.4073958333333,12.86,16.35
"55","AnchorM","2005-08-22","2005","08","22",13.3302083333333,10.56,16.94
"56","AnchorM","2005-08-23","2005","08","23",12.1855208333333,11.42,13.15
"57","AnchorM","2005-08-24","2005","08","24",11.7479166666667,10.56,12.86
"58","AnchorM","2005-08-25","2005","08","25",11.709375,10.27,13.73
"59","AnchorM","2005-08-26","2005","08","26",12.1698958333333,10.56,14.31
"60","AnchorM","2005-08-27","2005","08","27",11.5305208333333,8.84,14.31
"61","AnchorM","2005-08-28","2005","08","28",12.3067708333333,11.13,14.31
"62","AnchorM","2005-08-29","2005","08","29",11.7835416666667,10.56,13.73
"63","AnchorM","2005-08-30","2005","08","30",12.6672916666667,11.42,14.59
"64","AnchorM","2005-08-31","2005","08","31",12.1832291666667,9.99,14.89
"65","AnchorM","2005-09-01","2005","09","01",11.1340625,9.41,12.86
"66","AnchorM","2005-09-02","2005","09","02",10.3208333333333,7.39,13.44
"67","AnchorM","2005-09-03","2005","09","03",10.554375,9.13,12.57
"68","AnchorM","2005-09-04","2005","09","04",9.9740625,9.41,10.56
"69","AnchorM","2005-09-05","2005","09","05",10.0398958333333,9.41,10.85
"70","AnchorM","2005-09-06","2005","09","06",10.3523958333333,9.99,11.42
"71","AnchorM","2005-09-07","2005","09","07",10.4492708333333,9.41,11.71
"72","AnchorM","2005-09-08","2005","09","08",10.193125,8.84,11.71
"73","AnchorM","2005-09-09","2005","09","09",10.4052083333333,9.7,11.71
"74","AnchorM","2005-09-10","2005","09","10",10.2366666666667,9.7,11.13
"75","AnchorM","2005-09-11","2005","09","11",10.2336458333333,9.41,11.13
"76","AnchorM","2005-09-12","2005","09","12",9.82895833333333,9.41,10.85
"77","AnchorM","2005-09-13","2005","09","13",9.8290625,8.84,10.85
"78","AnchorM","2005-09-14","2005","09","14",9.80479166666667,8.55,11.13
"79","AnchorM","2005-09-15","2005","09","15",9.91885416666667,9.41,11.42
"80","AnchorM","2005-09-16","2005","09","16",9.333125,9.13,9.7
"81","AnchorM","2005-09-17","2005","09","17",9.005625,8.26,9.7
"82","AnchorM","2005-09-18","2005","09","18",9.1803125,8.55,9.99
"83","AnchorM","2005-09-19","2005","09","19",8.42145833333333,7.11,9.99
"84","AnchorM","2005-09-20","2005","09","20",7.8884375,6.53,9.13
"85","AnchorM","2005-09-21","2005","09","21",7.6709375,6.24,9.41
"86","AnchorM","2005-06-02","2005","06","02",11.2788541666667,8.26,14.31
"87","AnchorM","2005-06-03","2005","06","03",11.4980208333333,8.55,14.59
"88","AnchorM","2005-06-04","2005","06","04",12.3382291666667,9.41,15.76
"89","AnchorM","2005-06-05","2005","06","05",13.329375,10.27,16.35
"90","AnchorM","2005-06-06","2005","06","06",13.7529166666667,11.42,16.94
"91","AnchorM","2005-06-07","2005","06","07",12.66875,11.13,15.47
"92","AnchorM","2005-06-08","2005","06","08",10.4557291666667,9.41,11.71
"93","AnchorM","2005-06-09","2005","06","09",10.2875,9.41,11.42
"94","AnchorM","2005-06-10","2005","06","10",10.9547916666667,9.99,12
"95","AnchorM","2005-06-11","2005","06","11",11.2932291666667,9.7,13.44
"96","AnchorM","2005-06-12","2005","06","12",11.67,9.13,14.59
"97","AnchorM","2005-06-13","2005","06","13",12.7066666666667,10.27,15.76
"98","AnchorM","2005-06-14","2005","06","14",12.3861458333333,9.7,16.35
"99","AnchorM","2005-06-15","2005","06","15",13.7584375,10.85,17.54
"100","AnchorM","2005-06-16","2005","06","16",15.0933333333333,12.28,18.13
"101","AnchorM","2005-06-17","2005","06","17",15.0840625,12.28,18.43
"102","AnchorM","2005-06-18","2005","06","18",13.6636458333333,11.71,16.64
"103","AnchorM","2005-06-19","2005","06","19",12.0408333333333,10.27,14.31
"104","AnchorM","2005-06-20","2005","06","20",12.8882291666667,10.85,16.06
"105","AnchorM","2005-06-21","2005","06","21",13.8891666666667,11.13,16.94
"106","AnchorM","2005-06-22","2005","06","22",14.1588541666667,12.28,17.54
"107","AnchorM","2005-06-23","2005","06","23",12.7561458333333,10.85,16.64
"108","AnchorM","2005-06-24","2005","06","24",14.1195833333333,11.13,17.54
"109","AnchorM","2005-06-25","2005","06","25",14.3821875,11.71,17.84
"110","AnchorM","2005-06-26","2005","06","26",14.339375,11.13,18.13
"111","AnchorM","2005-06-27","2005","06","27",15.13,12,19.03
"112","AnchorM","2005-06-28","2005","06","28",14.60875,11.71,18.43
"113","AnchorM","2005-09-22","2005","09","22",8.405,7.97,8.84
"114","AnchorM","2005-09-23","2005","09","23",8.83697916666667,8.55,9.13
"115","AnchorM","2005-09-24","2005","09","24",8.7946875,8.26,9.13
"116","AnchorM","2005-09-25","2005","09","25",8.41104166666667,7.68,9.13
"117","AnchorM","2005-09-26","2005","09","26",7.485,6.24,8.84
"118","AnchorM","2005-09-27","2005","09","27",7.00854166666667,6.82,7.39
"119","AnchorM","2005-09-28","2005","09","28",6.5934375,6.24,7.11
"120","AnchorM","2005-09-29","2005","09","29",7.1803125,6.53,7.97
"121","AnchorM","2005-09-30","2005","09","30",7.036875,5.95,7.97
"122","AnchorM","2004-07-12","2004","07","12",18.6735416666667,15.33,22.56
"123","AnchorM","2004-07-13","2004","07","13",17.7622916666667,14.16,22.24
"124","AnchorM","2004-07-14","2004","07","14",16.5259375,13,21.01
"125","AnchorM","2004-07-15","2004","07","15",15.77875,13,18.58
"126","AnchorM","2004-07-16","2004","07","16",16.7875,14.16,19.79
"127","AnchorM","2004-07-17","2004","07","17",16.1530208333333,14.45,19.79
"128","AnchorM","2004-07-18","2004","07","18",14.8173958333333,13.87,15.92
"129","AnchorM","2004-07-19","2004","07","19",15.0438541666667,13.87,16.8
"130","AnchorM","2004-07-20","2004","07","20",15.0835416666667,13.58,17.09
"131","AnchorM","2004-07-21","2004","07","21",14.2327083333333,12.42,16.21
"132","AnchorM","2004-07-22","2004","07","22",14.4191666666667,13,16.51
"133","AnchorM","2004-07-23","2004","07","23",13.54375,12.42,14.45
"134","AnchorM","2004-07-24","2004","07","24",13.8921875,11.27,17.69
"135","AnchorM","2004-07-25","2004","07","25",14.8638541666667,12.71,17.99
"136","AnchorM","2004-07-26","2004","07","26",13.1540625,12.13,15.03
"137","AnchorM","2004-07-27","2004","07","27",12.5680208333333,11.84,13.58
"138","AnchorM","2004-07-28","2004","07","28",12.3165625,11.56,13.58
"139","AnchorM","2004-07-29","2004","07","29",12.435,10.98,13.87
"140","AnchorM","2004-07-30","2004","07","30",13.1246875,11.84,16.21
"141","AnchorM","2004-07-31","2004","07","31",14.0396875,12.13,17.09
"142","AnchorM","2004-08-01","2004","08","01",13.7169791666667,10.98,17.09
"143","AnchorM","2004-08-02","2004","08","02",15.24125,12.42,18.88
"144","AnchorM","2004-08-03","2004","08","03",15.8232291666667,12.42,19.48
"145","AnchorM","2004-08-04","2004","08","04",16.3714583333333,14.74,19.18
"146","AnchorM","2004-08-05","2004","08","05",15.4147916666667,13.87,17.69
"147","AnchorM","2004-08-06","2004","08","06",15.2740625,11.84,18.58
"148","AnchorM","2004-08-07","2004","08","07",15.4442708333333,12.13,19.18
"149","AnchorM","2004-08-08","2004","08","08",15.7234375,12.71,19.18
"150","AnchorM","2004-08-09","2004","08","09",15.686875,13.29,19.18
"151","AnchorM","2004-08-10","2004","08","10",15.4621875,12.71,19.48
"152","AnchorM","2004-08-11","2004","08","11",16.2527083333333,13.29,20.09
"153","AnchorM","2004-08-12","2004","08","12",16.4735416666667,14.16,19.48
"154","AnchorM","2004-08-13","2004","08","13",15.6916666666667,12.42,19.48
"155","AnchorM","2004-08-14","2004","08","14",15.8338541666667,13.58,19.18
"156","AnchorM","2004-08-15","2004","08","15",15.1933333333333,12.13,19.48
"157","AnchorM","2004-08-16","2004","08","16",15.9921875,13.29,19.79
"158","AnchorM","2004-08-17","2004","08","17",16.8811458333333,13.87,20.39
"159","AnchorM","2004-08-18","2004","08","18",16.2061458333333,14.16,19.18
"160","AnchorM","2004-08-19","2004","08","19",15.8189583333333,14.16,18.28
"161","AnchorM","2004-08-20","2004","08","20",15.595625,14.45,17.39
"162","AnchorM","2004-08-21","2004","08","21",15.28625,13,17.99
"163","AnchorM","2004-08-22","2004","08","22",15.0091666666667,12.42,18.58
"164","AnchorM","2004-08-23","2004","08","23",14.2888541666667,12.42,16.51
"165","AnchorM","2004-08-24","2004","08","24",14.3627083333333,13,16.8
"166","AnchorM","2004-08-25","2004","08","25",14.2384375,11.56,17.39
"167","AnchorM","2004-08-26","2004","08","26",14.6007291666667,13,17.69
"168","AnchorM","2004-08-27","2004","08","27",13.3694791666667,11.56,15.33
"169","AnchorM","2004-08-28","2004","08","28",12.7317708333333,11.27,15.03
"170","AnchorM","2004-08-29","2004","08","29",12.2526041666667,9.55,15.03
"171","AnchorM","2004-08-30","2004","08","30",12.233125,9.55,15.62
"172","AnchorM","2004-08-31","2004","08","31",12.2282291666667,9.55,15.33
"173","AnchorM","2004-09-01","2004","09","01",12.6992708333333,11.56,14.74
"174","AnchorM","2004-09-02","2004","09","02",12.9365625,12.13,14.16
"175","AnchorM","2004-09-03","2004","09","03",12.425625,10.98,13.87
"176","AnchorM","2004-09-04","2004","09","04",11.1158333333333,8.39,14.16
"177","AnchorM","2004-09-05","2004","09","05",9.74020833333333,7.23,13
"178","AnchorM","2004-09-06","2004","09","06",9.5896875,6.94,12.42
"179","AnchorM","2004-09-07","2004","09","07",9.57729166666667,6.94,12.71
"180","AnchorM","2004-09-08","2004","09","08",9.20541666666667,6.37,12.42
"181","AnchorM","2004-09-09","2004","09","09",8.52666666666667,6.08,12.13
"182","AnchorM","2004-09-10","2004","09","10",9.13083333333333,8.11,10.98
"183","AnchorM","2004-09-11","2004","09","11",9.438125,7.23,11.84
"184","AnchorM","2004-09-12","2004","09","12",9.2715625,6.94,12.13
"185","AnchorM","2004-09-13","2004","09","13",9.29572916666667,6.94,12.13
"186","AnchorM","2004-09-14","2004","09","14",7.76666666666667,5.5,10.98
"187","AnchorM","2004-09-15","2004","09","15",6.64427083333333,4.34,9.26
"188","AnchorM","2004-09-16","2004","09","16",5.9990625,3.76,8.68
"189","AnchorM","2004-09-17","2004","09","17",5.99895833333333,3.76,8.39
"190","AnchorM","2004-09-18","2004","09","18",4.97520833333333,3.46,7.82
"191","AnchorM","2004-09-19","2004","09","19",5.68125,5.5,6.08
"192","AnchorM","2004-09-20","2004","09","20",6.0528125,5.79,6.66
"193","AnchorM","2004-09-21","2004","09","21",5.97177083333333,4.63,6.94
"194","AnchorM","2004-09-22","2004","09","22",6.78083333333333,6.37,7.82
"195","AnchorM","2004-09-23","2004","09","23",6.80604166666667,5.79,8.11
"196","AnchorM","2004-09-24","2004","09","24",5.36177083333333,3.46,7.82
"197","AnchorM","2004-09-25","2004","09","25",4.61791666666667,3.76,5.79
"198","AnchorM","2004-09-26","2004","09","26",3.64229166666667,3.46,4.34
"199","AnchorM","2004-09-27","2004","09","27",3.61291666666667,2.88,4.34
"200","AnchorM","2004-09-28","2004","09","28",4.00135416666667,3.46,5.79
"201","AnchorM","2004-09-29","2004","09","29",5.36104166666667,4.63,6.08
"202","AnchorM","2004-09-30","2004","09","30",4.96833333333333,4.63,5.79
"203","AnchorM","2006-05-31","2006","05","31",10.439375,8.83,13.16
"204","AnchorM","2006-06-01","2006","06","01",8.87822916666667,7.67,11.42
"205","AnchorM","2006-06-02","2006","06","02",9.55239583333333,6.8,12.87
"206","AnchorM","2006-06-03","2006","06","03",11.4435416666667,8.83,14.32
"207","AnchorM","2006-06-04","2006","06","04",11.7428125,8.83,14.9
"208","AnchorM","2006-06-05","2006","06","05",10.8873958333333,7.67,14.32
"209","AnchorM","2006-06-06","2006","06","06",10.7272916666667,7.67,14.03
"210","AnchorM","2006-06-07","2006","06","07",11.1172916666667,9.12,14.9
"211","AnchorM","2006-06-08","2006","06","08",9.16177083333333,8.25,10.27
"212","AnchorM","2006-06-09","2006","06","09",9.00541666666667,8.25,9.98
"213","AnchorM","2006-06-10","2006","06","10",9.72333333333333,8.54,12
"214","AnchorM","2006-06-11","2006","06","11",10.2288541666667,8.83,12.87
"215","AnchorM","2006-06-12","2006","06","12",9.47791666666667,8.54,10.56
"216","AnchorM","2006-06-13","2006","06","13",9.14625,8.25,10.27
"217","AnchorM","2006-06-14","2006","06","14",9.50208333333333,8.54,10.56
"218","AnchorM","2006-06-15","2006","06","15",10.1605208333333,8.83,11.13
"219","AnchorM","2006-06-16","2006","06","16",10.0504166666667,9.12,11.13
"220","AnchorM","2006-06-17","2006","06","17",9.963125,8.83,11.13
"221","AnchorM","2006-06-18","2006","06","18",10.0617708333333,9.41,11.13
"222","AnchorM","2006-06-19","2006","06","19",9.59802083333333,8.54,10.56
"223","AnchorM","2006-06-20","2006","06","20",9.58583333333333,8.25,11.71
"224","AnchorM","2006-06-21","2006","06","21",10.7121875,8.83,12.87
"225","AnchorM","2006-06-22","2006","06","22",10.9966666666667,9.69,13.16
"226","AnchorM","2006-06-23","2006","06","23",9.69291666666667,8.54,10.84
"227","AnchorM","2006-06-24","2006","06","24",9.54885416666667,7.96,10.84
"228","AnchorM","2006-06-25","2006","06","25",9.859375,8.54,11.71
"229","AnchorM","2006-06-26","2006","06","26",10.3490625,8.83,12.87
"230","AnchorM","2006-06-27","2006","06","27",9.6046875,7.67,12.58
"231","AnchorM","2006-06-28","2006","06","28",11.8302083333333,9.98,15.19
"232","AnchorM","2006-06-29","2006","06","29",12.7227083333333,10.84,15.49
"233","AnchorM","2006-06-30","2006","06","30",11.5104166666667,10.27,12.87
"234","AnchorM","2006-07-01","2006","07","01",11.8245833333333,9.69,15.49
"235","AnchorM","2006-07-02","2006","07","02",13.451875,10.56,16.96
"236","AnchorM","2006-07-03","2006","07","03",14.8954166666667,12.58,17.86
"237","AnchorM","2006-07-04","2006","07","04",14.6197916666667,11.71,17.86
"238","AnchorM","2006-07-05","2006","07","05",14.1385416666667,12,17.56
"239","AnchorM","2006-07-06","2006","07","06",13.3313541666667,11.71,15.19
"240","AnchorM","2006-07-07","2006","07","07",12.4708333333333,11.42,14.32
"241","AnchorM","2006-07-08","2006","07","08",11.8091666666667,10.56,15.78
"242","AnchorM","2006-07-09","2006","07","09",13.785,11.13,16.67
"243","AnchorM","2006-07-10","2006","07","10",14.646875,12.58,16.96
"244","AnchorM","2006-07-11","2006","07","11",14.3570833333333,12.29,17.56
"245","AnchorM","2006-07-12","2006","07","12",12.1939583333333,9.41,16.37
"246","AnchorM","2006-07-13","2006","07","13",14.6922916666667,11.71,17.86
"247","AnchorM","2006-07-14","2006","07","14",14.9338541666667,12.29,18.45
"248","AnchorM","2006-07-15","2006","07","15",13.9686458333333,11.71,16.67
"249","AnchorM","2006-07-16","2006","07","16",14.146875,12,16.96
"250","AnchorM","2006-07-17","2006","07","17",12.5553125,11.13,14.9
"251","AnchorM","2006-07-18","2006","07","18",12.9540625,11.42,14.61
"252","AnchorM","2006-07-19","2006","07","19",13.075,11.13,14.9
"253","AnchorM","2006-07-20","2006","07","20",12.6402083333333,10.84,15.19
"254","AnchorM","2006-07-21","2006","07","21",12.1686458333333,11.13,13.44
"255","AnchorM","2006-07-22","2006","07","22",12.0060416666667,11.13,13.16
"256","AnchorM","2006-07-23","2006","07","23",11.094375,9.98,12.58
"257","AnchorM","2006-07-24","2006","07","24",11.9728125,10.84,12.87
"258","AnchorM","2006-07-25","2006","07","25",11.5595833333333,10.56,12.58
"259","AnchorM","2006-07-26","2006","07","26",11.9872916666667,10.27,16.08
"260","AnchorM","2006-07-27","2006","07","27",13.9098958333333,11.13,17.26
"261","AnchorM","2006-07-28","2006","07","28",14.4690625,11.71,17.86
"262","AnchorM","2006-07-29","2006","07","29",14.1510416666667,11.71,16.67
"263","AnchorM","2006-07-30","2006","07","30",13.9580208333333,11.71,17.26
"264","AnchorM","2006-07-31","2006","07","31",12.2,10.27,15.49
"265","AnchorM","2006-08-01","2006","08","01",13.706875,12,16.67
"266","AnchorM","2006-08-02","2006","08","02",12.4919791666667,11.13,14.32
"267","AnchorM","2006-08-03","2006","08","03",11.8972916666667,11.13,13.16
"268","AnchorM","2006-08-04","2006","08","04",10.9229166666667,9.98,12
"269","AnchorM","2006-08-05","2006","08","05",11.9642708333333,10.56,14.9
"270","AnchorM","2006-08-06","2006","08","06",12.785625,9.98,15.78
"271","AnchorM","2006-08-07","2006","08","07",13.5111458333333,10.84,16.37
"272","AnchorM","2006-08-08","2006","08","08",14.3619791666667,12,17.26
"273","AnchorM","2006-08-09","2006","08","09",15.0151041666667,12.87,18.15
"274","AnchorM","2006-08-10","2006","08","10",14.2257291666667,12.87,16.37
"275","AnchorM","2006-08-11","2006","08","11",12.9963541666667,12,14.61
"276","AnchorM","2006-08-12","2006","08","12",12.0420833333333,11.13,13.44
"277","AnchorM","2006-08-13","2006","08","13",12.7755208333333,11.13,14.32
"278","AnchorM","2006-08-14","2006","08","14",11.9994791666667,11.13,13.74
"279","AnchorM","2006-08-15","2006","08","15",10.9527083333333,10.27,11.71
"280","AnchorM","2006-08-16","2006","08","16",10.7154166666667,10.27,11.42
"281","AnchorM","2006-08-17","2006","08","17",10.8651041666667,9.98,12.29
"282","AnchorM","2006-08-18","2006","08","18",11.7251041666667,11.13,12.87
"283","AnchorM","2006-08-19","2006","08","19",10.45375,9.69,11.42
"284","AnchorM","2006-08-20","2006","08","20",10.9165625,10.27,11.71
"285","AnchorM","2006-08-21","2006","08","21",10.2903125,8.25,12
"286","AnchorM","2006-08-22","2006","08","22",10.4663541666667,9.69,12
"287","AnchorM","2006-08-23","2006","08","23",9.3409375,7.67,11.13
"288","AnchorM","2006-08-24","2006","08","24",9.81458333333333,8.83,11.42
"289","AnchorM","2006-08-25","2006","08","25",9.1459375,8.25,10.56
"290","AnchorM","2006-08-26","2006","08","26",9.66364583333333,8.83,10.84
"291","AnchorM","2006-08-27","2006","08","27",9.33375,8.25,11.42
"292","AnchorM","2006-08-28","2006","08","28",9.986875,8.25,12
"293","AnchorM","2006-08-29","2006","08","29",9.85145833333333,7.67,12
"294","AnchorM","2006-08-30","2006","08","30",10.066875,9.12,12
"295","AnchorM","2006-08-31","2006","08","31",8.8871875,8.25,9.69
"296","AnchorM","2006-09-01","2006","09","01",8.9025,7.67,10.84
"297","AnchorM","2006-09-02","2006","09","02",9.3853125,7.67,11.42
"298","AnchorM","2006-09-03","2006","09","03",9.44822916666667,8.54,10.56
"299","AnchorM","2006-09-04","2006","09","04",9.27552083333333,7.96,10.84
"300","AnchorM","2006-09-05","2006","09","05",8.6940625,8.25,9.41
"301","AnchorM","2006-09-06","2006","09","06",8.4965625,7.67,9.69
"302","AnchorM","2006-09-07","2006","09","07",7.833125,6.8,8.83
"303","AnchorM","2006-09-08","2006","09","08",8.56645833333333,7.96,9.98
"304","AnchorM","2006-09-09","2006","09","09",9.238125,8.83,9.98
"305","AnchorM","2006-09-10","2006","09","10",8.83395833333333,7.67,9.98
"306","AnchorM","2006-09-11","2006","09","11",8.41354166666667,6.8,10.27
"307","AnchorM","2006-09-12","2006","09","12",7.883125,6.22,9.69
"308","AnchorM","2006-09-13","2006","09","13",7.75302083333333,5.93,9.98
"309","AnchorM","2006-09-14","2006","09","14",8.87010416666667,8.25,10.27
"310","AnchorM","2006-09-15","2006","09","15",8.376875,7.96,8.83
"311","AnchorM","2006-09-16","2006","09","16",8.60041666666667,8.25,9.12
"312","AnchorM","2006-09-17","2006","09","17",8.42520833333333,7.67,9.41
"313","AnchorM","2006-09-18","2006","09","18",7.68083333333333,6.22,9.69
"314","AnchorM","2006-09-19","2006","09","19",7.04166666666667,6.8,7.38
"315","AnchorM","2006-09-20","2006","09","20",7.3890625,6.8,9.12
"316","AnchorM","2006-09-21","2006","09","21",7.62770833333333,6.51,9.41
"317","AnchorM","2006-09-22","2006","09","22",7.38,6.8,8.83
"318","AnchorM","2006-09-23","2006","09","23",8.46083333333333,7.67,9.98
"319","AnchorM","2006-09-24","2006","09","24",8.2575,7.09,9.98
"320","AnchorM","2006-09-25","2006","09","25",6.68791666666667,4.78,8.83
"321","AnchorM","2006-09-26","2006","09","26",6.93291666666667,6.22,7.96
"322","AnchorM","2006-09-27","2006","09","27",7.16552083333333,6.8,7.67
"323","AnchorM","2006-09-28","2006","09","28",7.31052083333333,7.09,7.67
"324","AnchorM","2006-09-29","2006","09","29",7.2259375,6.51,7.67
"325","AnchorM","2006-09-30","2006","09","30",5.62541666666667,4.19,7.38
"326","AnchorM","2007-05-22","2007","05","22",8.78739583333333,6.66,11.84
"327","AnchorM","2007-05-23","2007","05","23",7.18666666666667,6.15,8.74
"328","AnchorM","2007-05-24","2007","05","24",6.35020833333333,5.58,7.3
"329","AnchorM","2007-05-25","2007","05","25",6.38739583333333,5.58,7.59
"330","AnchorM","2007-05-26","2007","05","26",5.35020833333333,4.42,6.72
"331","AnchorM","2007-05-27","2007","05","27",5.81875,4.42,7.3
"332","AnchorM","2007-05-28","2007","05","28",6.51322916666667,4.71,7.88
"333","AnchorM","2007-05-29","2007","05","29",5.94302083333333,4.13,8.46
"334","AnchorM","2007-05-30","2007","05","30",6.6675,5.86,7.59
"335","AnchorM","2007-05-31","2007","05","31",6.9625,6.15,7.88
"336","AnchorM","2007-06-01","2007","06","01",6.44572916666667,5.86,7.59
"337","AnchorM","2007-06-02","2007","06","02",6.82145833333333,5.58,8.74
"338","AnchorM","2007-06-03","2007","06","03",7.870625,6.72,9.89
"339","AnchorM","2007-06-04","2007","06","04",8.63125,7.3,10.47
"340","AnchorM","2007-06-05","2007","06","05",8.99770833333333,7.59,11.04
"341","AnchorM","2007-06-06","2007","06","06",8.8953125,7.01,11.04
"342","AnchorM","2007-06-07","2007","06","07",8.8853125,7.01,11.33
"343","AnchorM","2007-06-08","2007","06","08",8.29604166666667,6.72,11.33
"344","AnchorM","2007-06-09","2007","06","09",7.635,6.44,9.32
"345","AnchorM","2007-06-10","2007","06","10",9.03739583333333,6.72,13.92
"346","AnchorM","2007-06-11","2007","06","11",11.9797916666667,9.32,14.79
"347","AnchorM","2007-06-12","2007","06","12",11.5971875,9.03,15.37
"348","AnchorM","2007-06-13","2007","06","13",11.0348958333333,8.17,14.5
"349","AnchorM","2007-06-14","2007","06","14",11.9383333333333,8.74,15.37
"350","AnchorM","2007-06-15","2007","06","15",12.5284375,9.32,15.96
"351","AnchorM","2007-06-16","2007","06","16",13.7760416666667,10.47,17.13
"352","AnchorM","2007-06-17","2007","06","17",14.2097916666667,11.33,18.03
"353","AnchorM","2007-06-18","2007","06","18",12.3211458333333,10.76,14.79
"354","AnchorM","2007-06-19","2007","06","19",12.0192708333333,9.61,16.54
"355","AnchorM","2007-06-20","2007","06","20",14.90875,11.62,19.22
"356","AnchorM","2007-06-21","2007","06","21",16.7671875,13.63,20.12
"357","AnchorM","2007-06-22","2007","06","22",15.3067708333333,12.48,19.52
"358","AnchorM","2007-06-23","2007","06","23",13.6291666666667,11.91,16.25
"359","AnchorM","2007-06-24","2007","06","24",11.3345833333333,10.18,13.34
"360","AnchorM","2007-06-25","2007","06","25",10.1003125,9.32,11.04
"361","AnchorM","2007-06-26","2007","06","26",10.0501041666667,8.46,14.21
"362","AnchorM","2007-06-27","2007","06","27",12.0642708333333,8.74,15.37
"363","AnchorM","2007-06-28","2007","06","28",12.3070833333333,9.89,15.37
"364","AnchorM","2007-06-29","2007","06","29",12.0426041666667,8.74,15.96
"365","AnchorM","2007-06-30","2007","06","30",13.8469791666667,11.04,17.13
"366","AnchorM","2007-07-01","2007","07","01",13.3995833333333,10.18,18.03
"367","AnchorM","2007-07-02","2007","07","02",11.7991666666667,10.18,15.96
