Hydrolab MS5 46005,,,,,,,,,,,,,,,
6/1/2016,12:45:00,,9.99,,12.28,,78.2,,7.44,,1,,11.6,,110
6/1/2016,13:00:00,,9.88,,12.34,,78.4,,7.51,,1.3,,11.6,,110.4
6/1/2016,13:15:00,,9.81,,12.37,,79.1,,7.44,,1.2,,11.6,,110.4
6/1/2016,13:30:00,,9.99,,12.31,,79,,7.45,,1.3,,11.5,,110.3
6/1/2016,13:45:00,,10.08,,12.32,,78,,7.48,,1.3,,11.5,,110.7
6/1/2016,14:00:00,,10.28,,12.29,,79.4,,7.53,,1.1,,11.5,,110.9
6/1/2016,14:15:00,,10.5,,12.25,,79.7,,7.55,,1.7,,11.5,,111.1
6/1/2016,14:30:00,,10.49,,12.23,,78.7,,7.55,,2.1,,11.5,,110.9
6/1/2016,14:45:00,,10.7,,12.23,,78.6,,7.53,,1.7,,11.5,,111.5
6/1/2016,15:00:00,,10.62,,12.21,,78.4,,7.52,,1.5,,11.5,,111
6/1/2016,15:15:00,,10.54,,12.2,,79.2,,7.54,,1.6,,11.5,,110.7
6/1/2016,15:30:00,,10.6,,12.26,,78.5,,7.54,,2.2,,11.5,,111.5
6/1/2016,15:45:00,,10.73,,12.24,,78.2,,7.59,,2.8,,11.5,,111.6
6/1/2016,16:00:00,,10.8,,12.22,,78.5,,7.56,,2.2,,11.5,,111.6
6/1/2016,16:15:00,,10.64,,12.29,,78.8,,7.53,,1.5,,11.5,,111.8
6/1/2016,16:30:00,,10.84,,12.2,,78.9,,7.55,,2.1,,11.5,,111.6
6/1/2016,16:45:00,,10.72,,12.26,,78.1,,7.58,,1.8,,11.4,,111.8
6/1/2016,17:00:00,,10.74,,12.25,,78.6,,7.57,,0.2,,11.4,,111.7
6/1/2016,17:15:00,,10.8,,12.17,,76.6,,7.56,,2.7,,11.5,,111.2
6/1/2016,17:30:00,,10.72,,12.12,,77,,7.6,,2.1,,11.5,,110.5
6/1/2016,17:45:00,,10.83,,12.15,,77.9,,7.57,,2.1,,11.5,,111
6/1/2016,18:00:00,,10.68,,12.14,,76.9,,7.57,,2.3,,11.5,,110.5
6/1/2016,18:15:00,,10.59,,12.17,,76.6,,7.54,,2.4,,11.5,,110.6
6/1/2016,18:30:00,,10.35,,12.24,,77.9,,7.59,,2.4,,11.5,,110.6
6/1/2016,18:45:00,,10.58,,12.09,,77.2,,7.57,,1.9,,11.5,,109.8
6/1/2016,19:00:00,,10.61,,12.1,,76.6,,7.56,,2.5,,11.5,,110
6/1/2016,19:15:00,,10.52,,12.1,,77.6,,7.57,,2.2,,11.5,,109.8
6/1/2016,19:30:00,,10.3,,12.21,,77.3,,7.57,,2.7,,11.5,,110.2
6/1/2016,19:45:00,,10.21,,12.19,,77.3,,7.57,,2.9,,11.5,,109.8
6/1/2016,20:00:00,,10.28,,12.23,,77.9,,7.59,,1.9,,11.4,,110.4
6/1/2016,20:15:00,,10.26,,12.13,,76.8,,7.57,,2.1,,11.5,,109.4
6/1/2016,20:30:00,,9.98,,12.29,,78.1,,7.58,,2.2,,11.4,,110.1
6/1/2016,20:45:00,,9.91,,12.27,,78.2,,7.58,,2.5,,11.4,,109.8
6/1/2016,21:00:00,,10.07,,12.17,,78.3,,7.58,,2.6,,11.5,,109.3
6/1/2016,21:15:00,,9.89,,12.26,,78.5,,7.59,,1.9,,11.5,,109.6
6/1/2016,21:30:00,,10.02,,12.17,,77.5,,7.56,,2.5,,11.4,,109.2
6/1/2016,21:45:00,,9.8,,12.26,,77.3,,7.56,,2.3,,11.4,,109.4
6/1/2016,22:00:00,,9.7,,12.24,,77.3,,7.56,,2.2,,11.4,,108.9
6/1/2016,22:15:00,,9.53,,12.29,,77.2,,7.52,,2,,11.4,,108.9
6/1/2016,22:30:00,,9.74,,12.19,,75.7,,7.54,,2.5,,11.4,,108.6
6/1/2016,22:45:00,,9.47,,12.27,,77.5,,7.52,,2,,11.4,,108.6
6/1/2016,23:00:00,,9.59,,12.17,,77.6,,7.55,,2,,11.4,,108.1
6/1/2016,23:15:00,,9.46,,12.24,,77.5,,7.54,,2.2,,11.4,,108.4
6/1/2016,23:30:00,,9.46,,12.18,,78.3,,7.51,,2.2,,11.4,,107.8
6/1/2016,23:45:00,,9.43,,12.16,,77.6,,7.52,,2.1,,11.4,,107.5
6/2/2016,0:00:00,,9.31,,12.22,,77.7,,7.53,,2.5,,11.4,,107.8
6/2/2016,0:15:00,,9.25,,12.21,,78.1,,7.52,,1.4,,11.4,,107.5
6/2/2016,0:30:00,,9.32,,12.17,,77.6,,7.52,,2.3,,11.4,,107.3
6/2/2016,0:45:00,,9.26,,12.19,,76.5,,7.52,,2,,11.4,,107.3
6/2/2016,1:00:00,,9.12,,12.19,,78.2,,7.52,,2.7,,11.4,,107
6/2/2016,1:15:00,,9.1,,12.18,,76.8,,7.49,,2.3,,11.4,,106.9
6/2/2016,1:30:00,,9.28,,12.1,,76,,7.51,,2.1,,11.4,,106.7
6/2/2016,1:45:00,,9.36,,12.1,,76.5,,7.48,,2.3,,11.4,,106.8
6/2/2016,2:00:00,,9.09,,12.22,,77.1,,7.47,,2.6,,11.4,,107.2
6/2/2016,2:15:00,,9.17,,12.09,,76.9,,7.5,,2.4,,11.4,,106.3
6/2/2016,2:30:00,,9.01,,12.19,,76.7,,7.46,,2,,11.4,,106.7
6/2/2016,2:45:00,,9.13,,12.16,,76.9,,7.49,,2.3,,11.4,,106.7
6/2/2016,3:00:00,,9.03,,12.23,,77.3,,7.47,,1.9,,11.4,,107.1
6/2/2016,3:15:00,,9.1,,12.16,,76.8,,7.48,,2,,11.4,,106.7
6/2/2016,3:30:00,,9.07,,12.18,,76.8,,7.49,,1,,11.4,,106.8
6/2/2016,3:45:00,,9.09,,12.24,,76.1,,7.46,,2.2,,11.4,,107.4
6/2/2016,4:00:00,,9.14,,12.18,,77.4,,7.47,,1.4,,11.4,,107
6/2/2016,4:15:00,,9.16,,12.16,,76.7,,7.47,,2.1,,11.4,,106.8
6/2/2016,4:30:00,,9.05,,12.23,,76.8,,7.48,,1.5,,11.4,,107.1
6/2/2016,4:45:00,,9.16,,12.15,,77.8,,7.49,,2.4,,11.4,,106.8
6/2/2016,5:00:00,,9.15,,12.16,,76.6,,7.49,,1.3,,11.4,,106.8
6/2/2016,5:15:00,,9,,12.18,,77.1,,7.47,,2.1,,11.4,,106.7
6/2/2016,5:30:00,,8.98,,12.24,,76.9,,7.48,,1.6,,11.4,,107.1
6/2/2016,5:45:00,,8.99,,12.21,,77.5,,7.47,,2.1,,11.4,,106.8
6/2/2016,6:00:00,,9.01,,12.2,,76.5,,7.48,,1.8,,11.5,,106.8
6/2/2016,6:15:00,,9.07,,12.2,,77.4,,7.47,,1.3,,11.4,,107
6/2/2016,6:30:00,,9.11,,12.23,,76.3,,7.47,,1.3,,11.4,,107.3
6/2/2016,6:45:00,,8.9,,12.31,,77,,7.46,,2.3,,11.5,,107.5
6/2/2016,7:00:00,,9.03,,12.2,,77.5,,7.47,,2.1,,11.5,,106.9
6/2/2016,7:15:00,,9.08,,12.19,,77,,7.49,,2.3,,11.5,,106.9
6/2/2016,7:30:00,,8.94,,12.27,,77.5,,7.47,,1.8,,11.4,,107.2
6/2/2016,7:45:00,,9.03,,12.24,,78.7,,7.49,,2.2,,11.5,,107.2
6/2/2016,8:00:00,,8.93,,12.26,,76.3,,7.47,,2.1,,11.5,,107.1
6/2/2016,8:15:00,,8.97,,12.31,,76.4,,7.56,,1.5,,11.4,,107.6
6/2/2016,8:30:00,,9.15,,12.24,,77.3,,7.5,,1.9,,11.5,,107.5
6/2/2016,8:45:00,,9.17,,12.14,,77.7,,7.51,,2,,11.5,,106.7
6/2/2016,9:00:00,,9.32,,12.14,,77.5,,7.51,,2.3,,11.5,,107
6/2/2016,9:15:00,,9.04,,12.29,,77.7,,7.5,,2.2,,11.5,,107.7
6/2/2016,9:30:00,,9.27,,12.19,,77.6,,7.5,,1.8,,11.5,,107.4
6/2/2016,9:45:00,,9.26,,12.22,,77.4,,7.49,,1.4,,11.4,,107.7
6/2/2016,10:00:00,,9.24,,12.26,,77,,7.52,,1.7,,11.5,,108
6/2/2016,10:15:00,,9.28,,12.21,,77.2,,7.5,,1.9,,11.5,,107.6
6/2/2016,10:30:00,,9.23,,12.32,,77.5,,7.48,,1.5,,11.5,,108.4
6/2/2016,10:45:00,,9.45,,12.25,,76.4,,7.52,,1.9,,11.5,,108.4
6/2/2016,11:00:00,,9.65,,12.22,,76.6,,7.5,,2.2,,11.5,,108.6
6/2/2016,11:15:00,,9.53,,12.27,,77.5,,7.52,,2.1,,11.5,,108.8
6/2/2016,11:30:00,,9.69,,12.21,,77.1,,7.52,,2.1,,11.5,,108.7
6/2/2016,11:45:00,,9.86,,12.19,,76.1,,7.52,,2.2,,11.5,,108.9
6/2/2016,12:00:00,,9.72,,12.2,,78.3,,7.56,,1.9,,11.5,,108.6
6/2/2016,12:15:00,,9.83,,12.18,,77.5,,7.56,,2,,11.5,,108.8
6/2/2016,12:30:00,,9.89,,12.2,,77.5,,7.58,,1.9,,11.5,,109.1
6/2/2016,12:45:00,,9.9,,12.25,,78.9,,7.57,,2.4,,11.5,,109.5
6/2/2016,13:00:00,,9.97,,12.2,,78.6,,7.55,,2.1,,11.6,,109.3
6/2/2016,13:15:00,,10.24,,12.08,,77.8,,7.57,,2.1,,11.5,,109
6/2/2016,13:30:00,,10.07,,12.2,,78.1,,7.56,,2.4,,11.6,,109.6
6/2/2016,13:45:00,,10.15,,12.27,,78.3,,7.58,,1.9,,11.6,,110.3
6/2/2016,14:00:00,,10.29,,12.12,,78.1,,7.59,,2.7,,11.6,,109.4
6/2/2016,14:15:00,,10.33,,12.17,,77.4,,7.56,,2.2,,11.6,,110
6/2/2016,14:30:00,,10.29,,12.22,,77,,7.59,,2.2,,11.6,,110.3
6/2/2016,14:45:00,,10.38,,12.2,,78.5,,7.59,,2.2,,11.6,,110.4
6/2/2016,15:00:00,,10.38,,12.14,,79.1,,7.6,,2.1,,11.6,,109.8
6/2/2016,15:15:00,,10.59,,12.18,,77.6,,7.6,,2.2,,11.6,,110.7
6/2/2016,15:30:00,,10.74,,12.1,,77.6,,7.61,,2,,11.6,,110.4
6/2/2016,15:45:00,,10.84,,12.08,,76.9,,7.59,,2.1,,11.6,,110.4
6/2/2016,16:00:00,,10.71,,12.13,,77.3,,7.61,,2.2,,11.6,,110.6
6/2/2016,16:15:00,,10.62,,12.14,,77.4,,7.61,,2.8,,11.6,,110.4
6/2/2016,16:30:00,,10.6,,12.12,,77.4,,7.59,,1.4,,11.6,,110.2
6/2/2016,16:45:00,,10.5,,12.12,,77.3,,7.61,,3.2,,11.6,,109.9
6/2/2016,17:00:00,,10.6,,12.12,,77.3,,7.59,,0.9,,11.6,,110.2
6/2/2016,17:15:00,,10.61,,12.06,,77.5,,7.58,,3.7,,11.6,,109.7
6/2/2016,17:30:00,,10.67,,12.06,,77.3,,7.62,,2.7,,11.6,,109.9
6/2/2016,17:45:00,,10.55,,12.12,,77.2,,7.58,,3.9,,11.6,,110.1
6/2/2016,18:00:00,,10.7,,12.05,,76.1,,7.6,,2.9,,11.6,,109.8
6/2/2016,18:15:00,,10.38,,12.1,,77.7,,7.62,,3,,11.6,,109.5
6/2/2016,18:30:00,,10.55,,12.05,,77.3,,7.6,,3.3,,11.6,,109.4
6/2/2016,18:45:00,,10.47,,12.02,,76.7,,7.59,,2.8,,11.6,,108.9
6/2/2016,19:00:00,,10.44,,12.07,,77.1,,7.61,,2.7,,11.6,,109.3
6/2/2016,19:15:00,,10.41,,12.04,,76.4,,7.61,,3.1,,11.6,,108.9
6/2/2016,19:30:00,,10.49,,12,,77.1,,7.61,,3.3,,11.6,,108.9
6/2/2016,19:45:00,,10.15,,12.13,,76.7,,7.62,,3.1,,11.6,,109.2
6/2/2016,20:00:00,,10.25,,12.02,,77,,7.58,,2.7,,11.6,,108.3
6/2/2016,20:15:00,,10.1,,12.1,,77.3,,7.59,,4.4,,11.6,,108.7
6/2/2016,20:30:00,,9.92,,12.11,,77.6,,7.6,,3.7,,11.6,,108.4
6/2/2016,20:45:00,,9.91,,12.16,,76.3,,7.59,,3.5,,11.6,,108.7
6/2/2016,21:00:00,,9.97,,12.17,,76.6,,7.59,,3,,11.6,,109
6/2/2016,21:15:00,,9.83,,12.08,,77.4,,7.58,,3.2,,11.6,,107.9
6/2/2016,21:30:00,,9.62,,12.16,,76.3,,7.59,,3.2,,11.6,,108
6/2/2016,21:45:00,,9.57,,12.15,,77,,7.56,,2.7,,11.6,,107.8
6/2/2016,22:00:00,,9.48,,12.18,,76.4,,7.6,,3,,11.5,,107.8
6/2/2016,22:15:00,,9.4,,12.17,,76,,7.59,,2.6,,11.6,,107.5
6/2/2016,22:30:00,,9.52,,12.07,,75.8,,7.56,,2.8,,11.6,,106.9
6/2/2016,22:45:00,,9.3,,12.2,,76.4,,7.57,,2.9,,11.6,,107.6
6/2/2016,23:00:00,,9.22,,12.13,,76.9,,7.57,,2.8,,11.5,,106.7
6/2/2016,23:15:00,,9.36,,12.1,,76.2,,7.54,,2.3,,11.5,,106.8
6/2/2016,23:30:00,,9.12,,12.14,,76.4,,7.56,,2.8,,11.5,,106.6
6/2/2016,23:45:00,,9.08,,12.17,,76.7,,7.56,,2.9,,11.5,,106.7
6/3/2016,0:00:00,,8.95,,12.23,,76.3,,7.56,,2.4,,11.5,,106.9
6/3/2016,0:15:00,,9.18,,12.13,,76.2,,7.55,,2.6,,11.5,,106.6
6/3/2016,0:30:00,,9.03,,12.12,,76,,7.51,,2.4,,11.6,,106.2
6/3/2016,0:45:00,,8.9,,12.28,,76.4,,7.56,,2.2,,11.5,,107.2
6/3/2016,1:00:00,,9.1,,12.26,,76.7,,7.54,,2.1,,11.5,,107.6
6/3/2016,1:15:00,,9.2,,12.15,,76.7,,7.54,,2.3,,11.6,,106.8
6/3/2016,1:30:00,,8.93,,12.27,,75.3,,7.52,,2.2,,11.6,,107.3
6/3/2016,1:45:00,,9.09,,12.19,,75.8,,7.54,,2.7,,11.6,,107
6/3/2016,2:00:00,,9.02,,12.21,,75.4,,7.54,,2.2,,11.5,,106.9
6/3/2016,2:15:00,,9.03,,12.16,,75,,7.53,,2.2,,11.6,,106.5
6/3/2016,2:30:00,,9.08,,12.19,,76.3,,7.55,,2,,11.6,,106.9
6/3/2016,2:45:00,,9.02,,12.17,,75.4,,7.53,,1.9,,11.5,,106.6
6/3/2016,3:00:00,,9.17,,12.07,,75.3,,7.54,,20,,11.5,,106.1
6/3/2016,3:15:00,,9.05,,12.16,,75.4,,7.51,,2.4,,11.5,,106.5
6/3/2016,3:30:00,,9.01,,12.14,,76.6,,7.53,,2.2,,11.6,,106.3
6/3/2016,3:45:00,,9.02,,12.12,,75.9,,7.53,,2.4,,11.5,,106.1
6/3/2016,4:00:00,,8.97,,12.15,,76.4,,7.52,,2.2,,11.5,,106.3
6/3/2016,4:15:00,,8.87,,12.14,,75.3,,7.5,,2.6,,11.6,,105.9
6/3/2016,4:30:00,,8.91,,12.08,,75.8,,7.52,,2,,11.6,,105.5
6/3/2016,4:45:00,,8.6,,12.2,,76.4,,7.51,,2.2,,11.5,,105.8
6/3/2016,5:00:00,,8.79,,12.06,,76.7,,7.5,,1.9,,11.6,,105
6/3/2016,5:15:00,,8.61,,12.17,,76.6,,7.5,,2.4,,11.6,,105.5
6/3/2016,5:30:00,,8.81,,12.07,,75,,7.5,,2,,11.6,,105.2
6/3/2016,5:45:00,,8.51,,12.21,,76.6,,7.49,,2.3,,11.6,,105.6
6/3/2016,6:00:00,,8.83,,12.09,,76.4,,7.5,,1.6,,11.5,,105.4
6/3/2016,6:15:00,,8.87,,12.04,,75.3,,7.5,,2.5,,11.5,,105.1
6/3/2016,6:30:00,,8.69,,12.16,,75.8,,7.5,,1.5,,11.5,,105.6
6/3/2016,6:45:00,,8.82,,12.11,,76.8,,7.48,,2.1,,11.5,,105.6
6/3/2016,7:00:00,,8.77,,12.09,,77,,7.46,,2.3,,11.5,,105.3
6/3/2016,7:15:00,,8.77,,12.14,,76.8,,7.5,,2.4,,11.5,,105.7
6/3/2016,7:30:00,,8.84,,12.11,,77.9,,7.5,,2.3,,11.6,,105.5
6/3/2016,7:45:00,,8.79,,12.1,,77.1,,7.46,,2.4,,11.6,,105.4
6/3/2016,8:00:00,,8.72,,12.16,,77.3,,7.5,,2.5,,11.6,,105.7
6/3/2016,8:15:00,,8.73,,12.17,,75.9,,7.51,,1.7,,11.5,,105.8
6/3/2016,8:30:00,,8.83,,12.1,,76.2,,7.49,,1.7,,11.5,,105.5
6/3/2016,8:45:00,,8.81,,12.17,,77.1,,7.5,,1.7,,11.5,,106
6/3/2016,9:00:00,,8.76,,12.22,,77.1,,7.52,,2,,11.5,,106.4
6/3/2016,9:15:00,,8.79,,12.26,,77.7,,7.49,,1.6,,11.5,,106.8
6/3/2016,9:30:00,,8.95,,12.17,,76.6,,7.51,,2.6,,11.6,,106.4
6/3/2016,9:45:00,,8.96,,12.17,,76.8,,7.5,,2.2,,11.6,,106.4
6/3/2016,10:00:00,,8.92,,12.15,,77,,7.52,,1.5,,11.6,,106.1
6/3/2016,10:15:00,,9.11,,12.09,,76.9,,7.49,,2,,11.6,,106.1
6/3/2016,10:30:00,,8.94,,12.2,,76.3,,7.52,,1.6,,11.6,,106.6
6/3/2016,10:45:00,,8.94,,12.26,,77.1,,7.5,,2,,11.6,,107.1
6/3/2016,11:00:00,,9.04,,12.22,,76.6,,7.53,,2.2,,11.6,,107.1
6/3/2016,11:15:00,,9.17,,12.12,,75.9,,7.51,,2,,11.6,,106.6
6/3/2016,11:30:00,,9.23,,12.13,,75.3,,7.53,,1.9,,11.6,,106.7
6/3/2016,11:45:00,,9.21,,12.15,,76.3,,7.52,,2.3,,11.6,,106.8
6/3/2016,12:00:00,,9.1,,12.2,,76.1,,7.51,,2.2,,11.6,,107
6/3/2016,12:15:00,,9.29,,12.19,,75.4,,7.53,,2.4,,11.6,,107.5
6/3/2016,12:30:00,,9.15,,12.2,,75.9,,7.53,,2.2,,11.6,,107.1
6/3/2016,12:45:00,,9.16,,12.2,,75.8,,7.55,,2.3,,11.6,,107.2
6/3/2016,13:00:00,,9.36,,12.18,,76,,7.54,,2.6,,11.6,,107.5
6/3/2016,13:15:00,,9.39,,12.15,,76.7,,7.53,,2,,11.6,,107.3
6/3/2016,13:30:00,,9.58,,12.12,,76.3,,7.55,,2.2,,11.6,,107.6
6/3/2016,13:45:00,,9.63,,12.08,,77,,7.54,,1.9,,11.6,,107.3
6/3/2016,14:00:00,,9.31,,12.21,,77,,7.56,,2.1,,11.6,,107.7
6/3/2016,14:15:00,,9.46,,12.12,,76.3,,7.54,,2,,11.6,,107.3
6/3/2016,14:30:00,,9.58,,12.12,,76.8,,7.53,,2.1,,11.6,,107.6
6/3/2016,14:45:00,,9.51,,12.23,,76.1,,7.56,,1.9,,11.6,,108.3
6/3/2016,15:00:00,,9.77,,12.07,,76.8,,7.56,,2.3,,11.6,,107.6
6/3/2016,15:15:00,,9.58,,12.12,,77.1,,7.56,,1.7,,11.6,,107.5
6/3/2016,15:30:00,,9.6,,12.13,,76.5,,7.54,,2.1,,11.6,,107.7
6/3/2016,15:45:00,,9.69,,12.12,,77.1,,7.56,,2.2,,11.6,,107.9
6/3/2016,16:00:00,,9.51,,12.16,,76.4,,7.57,,1.5,,11.6,,107.8
6/3/2016,16:15:00,,9.72,,12.07,,77.5,,7.58,,1.1,,11.6,,107.4
6/3/2016,16:30:00,,9.38,,12.27,,76.5,,7.57,,1.2,,11.6,,108.4
6/3/2016,16:45:00,,9.53,,12.25,,76.3,,7.52,,2.3,,11.6,,108.6
6/3/2016,17:00:00,,9.42,,12.24,,76.6,,7.58,,2.3,,11.6,,108.2
6/3/2016,17:15:00,,9.45,,12.24,,77.4,,7.56,,1.9,,11.6,,108.3
6/3/2016,17:30:00,,9.55,,12.13,,77.1,,7.57,,2.4,,11.6,,107.6
6/3/2016,17:45:00,,9.38,,12.31,,77.3,,7.56,,2.8,,11.7,,108.7
6/3/2016,18:00:00,,9.34,,12.3,,77.2,,7.59,,2.3,,11.6,,108.6
6/3/2016,18:15:00,,9.3,,12.29,,76.9,,7.57,,2.4,,11.6,,108.4
6/3/2016,18:30:00,,9.33,,12.22,,77,,7.57,,2.5,,11.6,,107.8
6/3/2016,18:45:00,,9.15,,12.33,,76.8,,7.55,,2.7,,11.6,,108.3
6/3/2016,19:00:00,,9.28,,12.2,,75.9,,7.55,,2.8,,11.6,,107.6
6/3/2016,19:15:00,,9.29,,12.22,,75.6,,7.54,,2.4,,11.6,,107.7
6/3/2016,19:30:00,,9.1,,12.31,,75.3,,7.55,,2.5,,11.6,,108
6/3/2016,19:45:00,,9.03,,12.26,,75.6,,7.55,,2.3,,11.6,,107.4
6/3/2016,20:00:00,,9.08,,12.28,,75,,7.51,,2.6,,11.6,,107.7
6/3/2016,20:15:00,,9.07,,12.27,,75.4,,7.55,,2.4,,11.6,,107.6
6/3/2016,20:30:00,,8.98,,12.22,,75.4,,7.51,,2.6,,11.6,,107
6/3/2016,20:45:00,,9.15,,12.17,,75,,7.54,,1.9,,11.6,,106.9
6/3/2016,21:00:00,,9.04,,12.22,,76.1,,7.54,,2.3,,11.6,,107.1
6/3/2016,21:15:00,,8.93,,12.21,,75.8,,7.53,,2.2,,11.6,,106.7
6/3/2016,21:30:00,,9.04,,12.27,,75.6,,7.53,,2.3,,11.6,,107.5
6/3/2016,21:45:00,,9.04,,12.29,,76.2,,7.5,,2.2,,11.6,,107.6
6/3/2016,22:00:00,,9.04,,12.2,,75.2,,7.48,,2.3,,11.6,,106.9
6/3/2016,22:15:00,,9.06,,12.16,,76.5,,7.51,,1.9,,11.6,,106.6
6/3/2016,22:30:00,,9.01,,12.18,,76.7,,7.51,,2.3,,11.6,,106.7
6/3/2016,22:45:00,,8.96,,12.19,,76.1,,7.5,,2.3,,11.6,,106.6
6/3/2016,23:00:00,,8.91,,12.22,,76.8,,7.51,,2.2,,11.6,,106.7
6/3/2016,23:15:00,,8.87,,12.26,,76.9,,7.5,,2.4,,11.6,,107
6/3/2016,23:30:00,,8.82,,12.25,,75.6,,7.52,,1.7,,11.6,,106.8
6/3/2016,23:45:00,,8.9,,12.22,,77.3,,7.52,,2.2,,11.6,,106.7
6/4/2016,0:00:00,,8.96,,12.21,,76,,7.5,,2.4,,11.6,,106.8
6/4/2016,0:15:00,,8.8,,12.22,,77.6,,7.49,,2.4,,11.6,,106.4
6/4/2016,0:30:00,,8.76,,12.29,,76.8,,7.49,,2.2,,11.6,,106.9
6/4/2016,0:45:00,,8.84,,12.23,,76.7,,7.49,,2.5,,11.6,,106.7
6/4/2016,1:00:00,,8.82,,12.18,,76.6,,7.48,,1.1,,11.5,,106.1
6/4/2016,1:15:00,,8.75,,12.25,,76.1,,7.47,,0.9,,11.5,,106.6
6/4/2016,1:30:00,,8.81,,12.19,,76.6,,7.5,,1.2,,11.5,,106.2
6/4/2016,1:45:00,,8.66,,12.28,,76.4,,7.49,,0.9,,11.5,,106.6
6/4/2016,2:00:00,,8.71,,12.21,,76.5,,7.47,,0.9,,11.5,,106.1
6/4/2016,2:15:00,,8.67,,12.19,,76.6,,7.45,,1,,11.5,,105.9
6/4/2016,2:30:00,,8.73,,12.23,,76.6,,7.49,,0.4,,11.5,,106.3
6/4/2016,2:45:00,,8.69,,12.19,,75.7,,7.46,,1.1,,11.5,,106
6/4/2016,3:00:00,,8.58,,12.27,,77.8,,7.48,,0.6,,11.5,,106.3
6/4/2016,3:15:00,,8.74,,12.15,,77.7,,7.47,,0.6,,11.5,,105.7
6/4/2016,3:30:00,,8.62,,12.2,,76.9,,7.46,,2.2,,11.6,,105.8
6/4/2016,3:45:00,,8.44,,12.3,,76.3,,7.49,,2.1,,11.6,,106.2
6/4/2016,4:00:00,,8.59,,12.17,,76.2,,7.48,,2.1,,11.6,,105.5
6/4/2016,4:15:00,,8.59,,12.22,,76.4,,7.48,,0.5,,11.5,,105.9
6/4/2016,4:30:00,,8.61,,12.16,,77.1,,7.47,,2.1,,11.6,,105.4
6/4/2016,4:45:00,,8.51,,12.19,,76.9,,7.47,,2.4,,11.6,,105.4
6/4/2016,5:00:00,,8.54,,12.23,,77,,7.48,,2.1,,11.6,,105.8
6/4/2016,5:15:00,,8.42,,12.28,,77.1,,7.46,,1.9,,11.6,,106
6/4/2016,5:30:00,,8.37,,12.33,,76.7,,7.48,,2.3,,11.6,,106.3
6/4/2016,5:45:00,,8.54,,12.23,,76.1,,7.49,,2.2,,11.6,,105.9
6/4/2016,6:00:00,,8.57,,12.21,,75.9,,7.45,,2.2,,11.6,,105.8
6/4/2016,6:15:00,,8.49,,12.24,,76.8,,7.49,,2.1,,11.6,,105.9
6/4/2016,6:30:00,,8.59,,12.23,,76.8,,7.5,,2.2,,11.6,,106
6/4/2016,6:45:00,,8.56,,12.23,,77,,7.49,,2.3,,11.6,,105.9
