Hydrolab MS5 47418,,,,,,,,,,,,,,,
Log File Name : Russian_060616_062416,,,,,,,,,,,,,,,
Setup Date (MMDDYY) : 060216,,,,,,,,,,,,,,,
Setup Time (HHMMSS) : 033733,,,,,,,,,,,,,,,
Starting Date (MMDDYY) : 060616,,,,,,,,,,,,,,,
Starting Time (HHMMSS) : 080000,,,,,,,,,,,,,,,
Stopping Date (MMDDYY) : 062416,,,,,,,,,,,,,,,
Stopping Time (HHMMSS) : 235959,,,,,,,,,,,,,,,
Interval (HHMMSS) : 001500,,,,,,,,,,,,,,,
Sensor warmup (HHMMSS) : 000030,,,,,,,,,,,,,,,
Circltr warmup (HHMMSS) : 000030,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Date,Time,,Temp,,LDO,,LDO%,,pH,,TurbSC,,SpCond,,IBatt
MMDDYY,HHMMSS,,øC,,mg/l,,Sat,,Units,,NTU,,æS/cm,,Volts
,,,,,,,,,,,,,,,
6/6/2016,8:00:00,,8.56,,0,,0,,7.72,,0,,75,,12.4
6/6/2016,8:15:00,,8.71,,0,,0,,7.73,,0,,75.1,,12.3
6/6/2016,8:30:00,,8.7,,0,,0,,7.72,,0,,75.6,,12.3
6/6/2016,8:45:00,,8.54,,0,,0,,7.72,,0,,75.2,,12.2
6/6/2016,9:00:00,,8.7,,0,,0,,7.72,,0,,75.7,,12.1
6/6/2016,9:15:00,,8.56,,0,,0,,7.71,,0,,76,,12.1
6/6/2016,9:30:00,,8.46,,0,,0,,7.71,,0,,75.8,,12.1
6/6/2016,9:45:00,,8.6,,0,,0,,7.72,,0,,75.3,,12
6/6/2016,10:00:00,,8.43,,0,,0,,7.71,,0,,75.8,,12
6/6/2016,10:15:00,,8.45,,0,,0,,7.72,,0,,74.7,,11.9
6/6/2016,10:30:00,,8.65,,0,,0,,7.73,,0,,74.8,,11.8
6/6/2016,10:45:00,,8.47,,0,,0,,7.72,,0,,75.8,,11.8
6/6/2016,11:00:00,,8.26,,0,,0,,7.71,,0,,75.3,,11.8
6/6/2016,11:15:00,,8.36,,0,,0,,7.71,,0,,75.9,,11.8
6/6/2016,11:30:00,,8.39,,0,,0,,7.7,,0,,74.9,,11.8
6/6/2016,11:45:00,,8.5,,0,,0,,7.7,,0,,75,,11.8
6/6/2016,12:00:00,,8.42,,0,,0,,7.69,,0,,76.2,,11.8
6/6/2016,12:15:00,,8.36,,0,,0,,7.69,,17.9,,76.1,,11.7
6/6/2016,12:30:00,,8.36,,0,,0,,7.69,,18.9,,75.6,,11.7
6/6/2016,12:45:00,,8.36,,0,,0,,7.68,,18.7,,75.2,,11.7
6/6/2016,13:00:00,,8.47,,0,,0,,7.68,,11.7,,75,,11.7
6/6/2016,13:15:00,,8.31,,0,,0,,7.68,,11.1,,75.4,,11.7
6/6/2016,13:30:00,,8.37,,0,,0,,7.67,,10.3,,75.3,,11.7
6/6/2016,13:45:00,,8.5,,0,,0,,7.67,,17.3,,75.1,,11.7
6/6/2016,14:00:00,,8.29,,0,,0,,7.67,,17.2,,74.7,,11.7
6/6/2016,14:15:00,,8.26,,0,,0,,7.67,,12.6,,75,,11.7
6/6/2016,14:30:00,,8.31,,0,,0,,7.66,,13.1,,74.5,,11.7
6/6/2016,14:45:00,,8.35,,0,,0,,7.67,,12.2,,74.9,,11.7
6/6/2016,15:00:00,,8.26,,0,,0,,7.66,,11.6,,76.4,,11.7
6/6/2016,15:15:00,,8.28,,0,,0,,7.65,,6.2,,74.5,,11.7
6/6/2016,15:30:00,,8.3,,0,,0,,7.65,,4.7,,75.1,,11.7
6/6/2016,15:45:00,,8.35,,0,,0,,7.66,,4.5,,75.6,,11.7
6/6/2016,16:00:00,,8.35,,0,,0,,7.65,,4.6,,77.3,,11.7
6/6/2016,16:15:00,,8.32,,0,,0,,7.65,,4.3,,77.1,,11.7
6/6/2016,16:30:00,,8.33,,0,,0,,7.65,,3.9,,76.7,,11.7
6/6/2016,16:45:00,,8.05,,0,,0,,7.63,,4.2,,78,,11.7
