Power loss from 010170 000000 to 082816 231403,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 231403,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 231408,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 231408,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 231413,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 231413,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 231418,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 231418,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 231424,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 231424,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 231429,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 231429,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 231434,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 231434,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 231439,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 231439,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 231445,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 231445,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 231450,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 231450,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 231455,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 231455,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 231500,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 231500,,,,,,,,,,,,,,,,,
8/28/2016,23:15:00,,999999,#,NaN,,NaN,,NaN,,NaN,,0,,NaN,,NaN
Power loss from 010170 000000 to 082816 232903,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 232903,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 232908,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 232908,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 232913,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 232913,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 232918,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 232918,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 232923,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 232923,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 232929,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 232929,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 232934,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 232934,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 232939,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 232939,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 232944,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 232944,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 232950,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 232950,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 232955,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 232955,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 233000,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 233000,,,,,,,,,,,,,,,,,
8/28/2016,23:30:00,,999999,#,NaN,,NaN,,NaN,,NaN,,0,,NaN,,NaN
Power loss from 010170 000000 to 082816 234403,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 234403,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 234408,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 234408,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 234413,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 234413,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 234419,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 234419,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 234424,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 234424,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 234429,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 234429,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 234434,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 234434,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 234439,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 234439,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 234444,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 234444,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 234450,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 234450,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 234455,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 234455,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 234500,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 234500,,,,,,,,,,,,,,,,,
8/28/2016,23:45:00,,999999,#,NaN,,NaN,,NaN,,NaN,,0,,NaN,,NaN
Power loss from 010170 000000 to 082816 235903,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 235903,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 235908,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 235908,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 235914,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 235914,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 235919,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 235919,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 235924,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 235924,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 235929,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 235929,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 235935,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 235935,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 235940,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 235940,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 235945,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 235945,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 235950,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 235950,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 235956,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 235956,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 001403,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 001403,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 001408,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 001408,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 001414,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 001414,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 001419,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 001419,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 001424,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 001424,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 001429,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 001429,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 001435,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 001435,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 001440,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 001440,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 001445,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 001445,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 001450,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 001450,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 001456,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 001456,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 002903,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 002903,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 002908,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 002908,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 002914,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 002914,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 002919,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 002919,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 002924,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 002924,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 002929,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 002929,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 002935,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 002935,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 002940,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 002940,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 002945,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 002945,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 002950,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 002950,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 002955,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 002955,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 003000,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 003000,,,,,,,,,,,,,,,,,
8/29/2016,0:30:00,,999999,#,NaN,,NaN,,NaN,,NaN,,0,,NaN,,NaN
Power loss from 010170 000000 to 082916 004403,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 004403,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 004408,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 004408,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 004414,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 004414,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 004419,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 004419,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 004424,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 004424,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 004429,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 004429,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 004434,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 004434,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 004439,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 004439,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 004444,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 004444,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 004450,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 004450,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 004455,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 004455,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 004500,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 004500,,,,,,,,,,,,,,,,,
8/29/2016,0:45:00,,999999,#,NaN,,NaN,,NaN,,NaN,,0,,NaN,,NaN
Power loss from 010170 000000 to 082916 005903,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 005903,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 005908,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 005908,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 005914,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 005914,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 005919,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 005919,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 005924,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 005924,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 005929,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 005929,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 005935,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 005935,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 005940,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 005940,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 005945,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 005945,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 005950,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 005950,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 005955,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 005955,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 011403,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 011403,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 011408,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 011408,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 011414,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 011414,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 011419,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 011419,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 011424,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 011424,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 011429,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 011429,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 011435,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 011435,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 011440,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 011440,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 011445,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 011445,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 011450,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 011450,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 011455,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 011455,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 012903,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 012903,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 012908,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 012908,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 012914,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 012914,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 012919,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 012919,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 012924,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 012924,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 012929,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 012929,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 012935,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 012935,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 012940,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 012940,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 012945,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 012945,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 012950,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 012950,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 012955,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 012955,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 013000,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 013000,,,,,,,,,,,,,,,,,
8/29/2016,1:30:00,,999999,#,NaN,,NaN,,NaN,,NaN,,0,,NaN,,NaN
Power loss from 010170 000000 to 082916 014403,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 014403,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 014408,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 014408,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 014414,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 014414,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 014419,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 014419,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 014424,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 014424,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 014429,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 014429,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 014435,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 014435,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 014440,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 014440,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 014445,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 014445,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 014450,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 014450,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 014455,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 014455,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 015903,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 015903,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 015908,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 015908,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 015913,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 015913,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 015919,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 015919,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 015924,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 015924,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 015929,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 015929,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 015934,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 015934,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 015940,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 015940,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 015945,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 015945,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 015950,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 015950,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 015955,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 015955,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 020000,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 020000,,,,,,,,,,,,,,,,,
8/29/2016,2:00:00,,999999,#,NaN,,NaN,,NaN,,NaN,,0,,NaN,,NaN
Power loss from 010170 000000 to 082916 021403,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 021403,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 021408,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 021408,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 021414,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 021414,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 021419,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 021419,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 021424,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 021424,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 021429,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 021429,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 021435,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 021435,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 021440,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 021440,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 021445,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 021445,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 021450,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 021450,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 021455,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 021455,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 022903,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 022903,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 022908,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 022908,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 022914,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 022914,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 022919,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 022919,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 022924,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 022924,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 022930,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 022930,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 022935,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 022935,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 022940,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 022940,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 022945,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 022945,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 022951,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 022951,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 022956,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 022956,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 024403,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 024403,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 024409,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 024409,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 024414,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 024414,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 024419,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 024419,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 024424,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 024424,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 024429,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 024429,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 024435,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 024435,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 024440,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 024440,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 024445,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 024445,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 024450,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 024450,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 024456,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 024456,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 025903,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 025903,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 025908,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 025908,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 025914,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 025914,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 025919,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 025919,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 025924,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 025924,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 025929,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 025929,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 025935,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 025935,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 025940,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 025940,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 025945,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 025945,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 025950,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 025950,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 025955,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 025955,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 031403,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 031403,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 031408,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 031408,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 031414,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 031414,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 031419,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 031419,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 031424,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 031424,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 031429,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 031429,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 031435,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 031435,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 031440,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 031440,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 031445,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 031445,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 031451,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 031451,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 031456,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 031456,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 032903,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 032903,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 032908,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 032908,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 032914,,,,,,,,,,,,,,,,,
Late probe turn on at 082916 032914,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082916 032919,,,,,,,,,,,,,,,,,
