HYDROLAB MS5 64821,,,,,,,,,,,,,,,,,
Log File Name : Beaver_072116_080516,,,,,,,,,,,,,,,,,
Setup Date (MMDDYY) : 072116,,,,,,,,,,,,,,,,,
Setup Time (HHMMSS) : 102009,,,,,,,,,,,,,,,,,
Starting Date (MMDDYY) : 072116,,,,,,,,,,,,,,,,,
Starting Time (HHMMSS) : 110000,,,,,,,,,,,,,,,,,
Stopping Date (MMDDYY) : 080516,,,,,,,,,,,,,,,,,
Stopping Time (HHMMSS) : 235959,,,,,,,,,,,,,,,,,
Interval (HHMMSS) : 001500,,,,,,,,,,,,,,,,,
Sensor warmup (HHMMSS) : 000100,,,,,,,,,,,,,,,,,
Circltr warmup (HHMMSS) : 000100,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date,Time,,Temp,,pH,,TurbSC,,LDO%,,IBatt,,SpCond,,BP,,LDO
MMDDYY,HHMMSS,,øC,,Units,,NTU,,Sat,,Volts,,æS/cm,,mmHg,,mg/l
,,,,,,,,,,,,,,,,,
7/21/2016,11:00:00,,23.55,,7.6,,0,,124.4,,12,,0.1,,626,,8.65
7/21/2016,11:15:00,,23.45,,7.56,,0,,123.9,,11.8,,0,,626,,8.63
7/21/2016,11:30:00,,15.53,,7.37,,13.8,,111.9,,11.8,,143.4,,626,,9.15
7/21/2016,11:45:00,,15.59,,7.43,,4,,112.3,,11.7,,143.7,,626,,9.17
7/21/2016,12:00:00,,15.71,,7.48,,2.7,,113.4,,11.7,,143.6,,626,,9.24
7/21/2016,12:15:00,,15.78,,7.51,,2.7,,114.1,,11.7,,143.6,,626,,9.28
7/21/2016,12:30:00,,15.82,,7.53,,2.9,,114.3,,11.7,,143.5,,626,,9.29
7/21/2016,12:45:00,,15.93,,7.54,,2.8,,114.8,,11.7,,143.6,,626,,9.31
7/21/2016,13:00:00,,16.07,,7.56,,4.6,,116.2,,11.7,,143.5,,626,,9.39
7/21/2016,13:15:00,,16.22,,7.57,,3.1,,116.9,,11.7,,143.7,,626,,9.42
7/21/2016,13:30:00,,16.32,,7.58,,3,,117.7,,11.7,,143.4,,626,,9.46
7/21/2016,13:45:00,,16.37,,7.58,,3.3,,118.2,,11.7,,143.4,,626,,9.5
7/21/2016,14:00:00,,16.41,,7.58,,3.4,,118.3,,11.7,,143.4,,626,,9.49
7/21/2016,14:15:00,,16.54,,7.59,,3.2,,118.4,,11.7,,143.3,,626,,9.47
7/21/2016,14:30:00,,16.68,,7.59,,3.4,,119,,11.7,,143.5,,626,,9.5
7/21/2016,14:45:00,,16.81,,7.6,,3.1,,119.9,,11.7,,143.4,,626,,9.54
7/21/2016,15:00:00,,16.91,,7.61,,3.8,,120.5,,11.7,,143.7,,626,,9.57
7/21/2016,15:15:00,,17,,7.61,,4,,120.3,,11.7,,143.3,,626,,9.54
7/21/2016,15:30:00,,17.1,,7.61,,3.3,,121.5,,11.7,,143.4,,626,,9.6
7/21/2016,15:45:00,,17.2,,7.62,,3.4,,121.3,,11.8,,143.8,,626,,9.57
7/21/2016,16:00:00,,17.27,,7.62,,3.3,,121.5,,11.8,,143.8,,626,,9.58
7/21/2016,16:15:00,,17.35,,7.62,,3.3,,122,,11.7,,143.5,,626,,9.6
7/21/2016,16:30:00,,17.41,,7.63,,3.2,,122,,11.8,,144,,626,,9.59
7/21/2016,16:45:00,,17.46,,7.63,,3.3,,121.7,,11.8,,143.6,,626,,9.55
7/21/2016,17:00:00,,17.47,,7.62,,3.4,,122.1,,11.7,,144,,626,,9.58
7/21/2016,17:15:00,,17.43,,7.63,,3.2,,121.6,,11.8,,143.6,,626,,9.55
7/21/2016,17:30:00,,17.36,,7.62,,3.5,,121.3,,11.8,,143.7,,626,,9.54
7/21/2016,17:45:00,,17.33,,7.62,,3.3,,120.7,,11.8,,143.6,,626,,9.5
7/21/2016,18:00:00,,17.3,,7.62,,3.2,,120.8,,11.8,,143.6,,626,,9.51
7/21/2016,18:15:00,,17.28,,7.62,,2.9,,120.6,,11.8,,143.4,,626,,9.5
7/21/2016,18:30:00,,17.27,,7.62,,3.5,,120.6,,11.7,,143.4,,626,,9.51
7/21/2016,18:45:00,,17.24,,7.62,,3.8,,119.8,,11.8,,143.7,,626,,9.44
7/21/2016,19:00:00,,17.21,,7.61,,3.1,,119.8,,11.8,,143.6,,626,,9.45
7/21/2016,19:15:00,,17.18,,7.62,,3.1,,119.9,,11.8,,143.2,,626,,9.47
7/21/2016,19:30:00,,17.13,,7.61,,3.3,,119.2,,11.8,,143.4,,626,,9.42
7/21/2016,19:45:00,,17.08,,7.61,,3.3,,118.6,,11.8,,143.3,,626,,9.38
7/21/2016,20:00:00,,17.03,,7.6,,3.1,,117.9,,11.7,,143,,626,,9.33
7/21/2016,20:15:00,,16.99,,7.6,,3.3,,117.6,,11.8,,143.1,,626,,9.32
7/21/2016,20:30:00,,16.94,,7.59,,3.1,,116.5,,11.8,,143.1,,626,,9.24
7/21/2016,20:45:00,,16.88,,7.58,,3.1,,116.2,,11.8,,143,,626,,9.24
7/21/2016,21:00:00,,16.81,,7.58,,3.4,,115.4,,11.7,,142.8,,626,,9.18
7/21/2016,21:15:00,,16.76,,7.58,,3.1,,114.8,,11.7,,142.7,,626,,9.14
7/21/2016,21:30:00,,16.72,,7.57,,3.1,,114.2,,11.7,,142.6,,626,,9.1
7/21/2016,21:45:00,,16.67,,7.56,,3.2,,114,,11.7,,142.5,,626,,9.1
7/21/2016,22:00:00,,16.61,,7.56,,3.2,,113,,11.7,,142.2,,626,,9.03
7/21/2016,22:15:00,,16.56,,7.55,,3.6,,112.5,,11.7,,142.2,,626,,9
7/21/2016,22:30:00,,16.49,,7.54,,3.4,,111.3,,11.7,,142.2,,626,,8.92
7/21/2016,22:45:00,,16.43,,7.54,,3,,110.8,,11.7,,141.8,,626,,8.89
7/21/2016,23:00:00,,16.37,,7.53,,3.1,,110.3,,11.7,,142,,626,,8.86
7/21/2016,23:15:00,,16.32,,7.53,,3.1,,109.8,,11.7,,141.9,,626,,8.83
7/21/2016,23:30:00,,16.26,,7.52,,3.4,,109.1,,11.7,,141.8,,626,,8.78
7/21/2016,23:45:00,,16.21,,7.51,,3.2,,108.4,,11.7,,141.8,,626,,8.74
7/22/2016,0:00:00,,16.17,,7.51,,3.3,,107.2,,11.7,,141.4,,626,,8.65
7/22/2016,0:15:00,,16.13,,7.5,,3.3,,107.2,,11.7,,141.1,,626,,8.66
7/22/2016,0:30:00,,16.09,,7.5,,3.4,,106.4,,11.7,,141.2,,626,,8.6
7/22/2016,0:45:00,,16.05,,7.49,,3.5,,106.1,,11.7,,141.1,,626,,8.58
7/22/2016,1:00:00,,16.01,,7.49,,3.2,,105.6,,11.7,,141.1,,626,,8.55
7/22/2016,1:15:00,,15.97,,7.48,,3.2,,105.2,,11.7,,141,,626,,8.52
7/22/2016,1:30:00,,15.93,,7.48,,3.2,,105,,11.7,,140.5,,626,,8.52
7/22/2016,1:45:00,,15.88,,7.48,,3,,104.4,,11.7,,140.8,,626,,8.47
7/22/2016,2:00:00,,15.84,,7.47,,3.5,,103.8,,11.7,,140.7,,626,,8.43
7/22/2016,2:15:00,,15.79,,7.47,,3.1,,103.5,,11.7,,140.6,,626,,8.41
7/22/2016,2:30:00,,15.73,,7.46,,3.3,,103.2,,11.7,,140.1,,626,,8.4
7/22/2016,2:45:00,,15.67,,7.46,,3.3,,103.1,,11.7,,140.3,,626,,8.41
7/22/2016,3:00:00,,15.61,,7.46,,3.4,,102.7,,11.7,,140.3,,626,,8.38
7/22/2016,3:15:00,,15.56,,7.45,,3.1,,102.6,,11.7,,139.9,,626,,8.39
7/22/2016,3:30:00,,15.49,,7.45,,3.8,,102.2,,11.7,,140.1,,626,,8.36
7/22/2016,3:45:00,,15.43,,7.45,,3.4,,101.9,,11.7,,139.8,,626,,8.35
7/22/2016,4:00:00,,15.35,,7.44,,3.9,,101.3,,11.7,,139.7,,626,,8.32
7/22/2016,4:15:00,,15.29,,7.44,,3.4,,101.6,,11.7,,139.6,,626,,8.36
7/22/2016,4:30:00,,15.23,,7.43,,3.5,,101.2,,11.7,,139.5,,626,,8.33
7/22/2016,4:45:00,,15.17,,7.43,,3.4,,101,,11.7,,139.9,,626,,8.32
7/22/2016,5:00:00,,15.12,,7.43,,3.6,,100.8,,11.7,,139.5,,626,,8.32
7/22/2016,5:15:00,,15.06,,7.43,,3.5,,101.3,,11.7,,139.6,,626,,8.37
7/22/2016,5:30:00,,15.01,,7.42,,3.4,,101,,11.7,,139.6,,626,,8.35
7/22/2016,5:45:00,,14.96,,7.42,,3.3,,100.6,,11.7,,139.6,,626,,8.33
7/22/2016,6:00:00,,14.91,,7.42,,3.6,,100.7,,11.7,,139.9,,626,,8.35
7/22/2016,6:15:00,,14.87,,7.42,,3.8,,100.6,,11.6,,139.9,,626,,8.35
7/22/2016,6:30:00,,14.82,,7.42,,3.2,,100.9,,11.6,,139.9,,626,,8.38
7/22/2016,6:45:00,,14.78,,7.42,,3.4,,100.7,,11.6,,140,,626,,8.37
7/22/2016,7:00:00,,14.73,,7.42,,3.5,,100.6,,11.6,,139.7,,626,,8.37
7/22/2016,7:15:00,,14.7,,7.42,,3.4,,100.6,,11.6,,140,,626,,8.38
7/22/2016,7:30:00,,14.66,,7.42,,3.4,,100.7,,11.6,,140,,626,,8.39
7/22/2016,7:45:00,,14.62,,7.42,,3,,100.8,,11.6,,139.8,,626,,8.41
7/22/2016,8:00:00,,14.59,,7.42,,3,,101,,11.6,,140.1,,626,,8.43
7/22/2016,8:15:00,,14.58,,7.42,,3.3,,101.3,,11.6,,139.9,,626,,8.46
7/22/2016,8:30:00,,14.57,,7.42,,3.1,,101.8,,11.6,,139.9,,626,,8.5
7/22/2016,8:45:00,,14.56,,7.43,,3.1,,102.2,,11.6,,139.9,,626,,8.54
7/22/2016,9:00:00,,14.55,,7.43,,3.2,,102.3,,11.6,,140.2,,626,,8.54
7/22/2016,9:15:00,,14.55,,7.43,,3.2,,103,,11.6,,140.2,,626,,8.6
7/22/2016,9:30:00,,14.55,,7.44,,3.6,,103.3,,11.6,,140.2,,626,,8.63
7/22/2016,9:45:00,,14.54,,7.44,,3.2,,103.5,,11.6,,140.3,,626,,8.65
7/22/2016,10:00:00,,14.54,,7.44,,3.4,,104,,11.6,,140.3,,626,,8.69
7/22/2016,10:15:00,,14.57,,7.45,,3,,104.5,,11.6,,140.3,,626,,8.73
7/22/2016,10:30:00,,14.6,,7.45,,3.3,,105.6,,11.6,,140,,626,,8.81
7/22/2016,10:45:00,,14.61,,7.46,,3.1,,105.7,,11.6,,139.9,,626,,8.82
7/22/2016,11:00:00,,14.61,,7.46,,3.5,,106.2,,11.6,,140,,626,,8.86
7/22/2016,11:15:00,,14.6,,7.46,,3.2,,106.2,,11.6,,140.3,,626,,8.87
7/22/2016,11:30:00,,14.6,,7.46,,3.2,,106.8,,11.6,,140.3,,626,,8.91
7/22/2016,11:45:00,,14.61,,7.47,,3,,106.9,,11.6,,140.2,,626,,8.92
7/22/2016,12:00:00,,14.62,,7.47,,3.1,,107.5,,11.6,,140.1,,626,,8.97
7/22/2016,12:15:00,,14.64,,7.48,,3.1,,108.6,,11.6,,140.4,,626,,9.06
7/22/2016,12:30:00,,14.67,,7.48,,3.2,,109.3,,11.6,,140.2,,626,,9.11
7/22/2016,12:45:00,,14.66,,7.48,,3.3,,109.8,,11.6,,140.2,,626,,9.15
7/22/2016,13:00:00,,14.66,,7.48,,3.4,,110,,11.6,,140.2,,626,,9.17
7/22/2016,13:15:00,,14.69,,7.49,,3.1,,110,,11.6,,140.5,,626,,9.16
7/22/2016,13:30:00,,14.71,,7.49,,3.4,,110.8,,11.6,,140.5,,626,,9.22
7/22/2016,13:45:00,,14.72,,7.49,,3.2,,111.4,,11.6,,140.2,,626,,9.28
7/22/2016,14:00:00,,14.7,,7.49,,3.2,,111.2,,11.6,,140.3,,626,,9.26
7/22/2016,14:15:00,,14.69,,7.49,,3.6,,111.2,,11.6,,140.6,,626,,9.26
7/22/2016,14:30:00,,14.68,,7.49,,3,,111.4,,11.6,,140.6,,626,,9.28
7/22/2016,14:45:00,,14.7,,7.49,,3.2,,112,,11.6,,140.5,,626,,9.32
7/22/2016,15:00:00,,14.7,,7.5,,3.3,,111.7,,11.6,,140.6,,626,,9.3
7/22/2016,15:15:00,,14.7,,7.5,,3.3,,112,,11.6,,140.4,,626,,9.33
7/22/2016,15:30:00,,14.69,,7.5,,3.1,,111.8,,11.6,,140.6,,626,,9.31
7/22/2016,15:45:00,,14.69,,7.5,,3,,112.1,,11.6,,140.7,,626,,9.34
7/22/2016,16:00:00,,14.71,,7.5,,3.2,,112.2,,11.6,,140.8,,626,,9.34
7/22/2016,16:15:00,,14.72,,7.5,,3.5,,112.5,,11.6,,140.6,,626,,9.36
7/22/2016,16:30:00,,14.72,,7.5,,3.1,,112.5,,11.6,,140.5,,626,,9.37
7/22/2016,16:45:00,,14.71,,7.5,,3.2,,112.6,,11.6,,140.6,,626,,9.37
7/22/2016,17:00:00,,14.71,,7.49,,3.3,,112.4,,11.6,,140.3,,626,,9.36
7/22/2016,17:15:00,,14.69,,7.5,,3,,112.2,,11.6,,140.7,,626,,9.34
7/22/2016,17:30:00,,14.68,,7.5,,3.1,,111.8,,11.6,,140.3,,626,,9.31
7/22/2016,17:45:00,,14.66,,7.5,,3.1,,111.6,,11.6,,140.6,,626,,9.3
7/22/2016,18:00:00,,14.65,,7.49,,3.3,,111.2,,11.6,,140.4,,626,,9.27
7/22/2016,18:15:00,,14.64,,7.5,,3.3,,111.3,,11.6,,140.7,,626,,9.28
7/22/2016,18:30:00,,14.62,,7.49,,2.9,,111.2,,11.6,,140.5,,626,,9.28
7/22/2016,18:45:00,,14.58,,7.49,,3.1,,110.7,,11.6,,140.8,,626,,9.24
7/22/2016,19:00:00,,14.55,,7.49,,3.6,,110.1,,11.6,,140.8,,626,,9.19
7/22/2016,19:15:00,,14.52,,7.49,,2.9,,109.7,,11.6,,140.8,,626,,9.17
7/22/2016,19:30:00,,14.49,,7.48,,3.5,,109.1,,11.6,,140.8,,626,,9.12
7/22/2016,19:45:00,,14.46,,7.47,,3.1,,109.2,,11.6,,140.5,,626,,9.14
7/22/2016,20:00:00,,14.43,,7.47,,3.5,,108.4,,11.6,,140.9,,626,,9.08
7/22/2016,20:15:00,,14.4,,7.46,,3.4,,108.2,,11.6,,140.7,,626,,9.07
7/22/2016,20:30:00,,14.37,,7.46,,3.1,,107.9,,11.6,,140.3,,626,,9.05
7/22/2016,20:45:00,,14.34,,7.47,,3,,107.7,,11.6,,140.5,,626,,9.04
7/22/2016,21:00:00,,14.31,,7.46,,3.4,,106.8,,11.6,,140.3,,626,,8.97
7/22/2016,21:15:00,,14.29,,7.46,,3.6,,106.7,,11.6,,140.4,,626,,8.97
7/22/2016,21:30:00,,14.26,,7.45,,3,,106.3,,11.6,,140.8,,626,,8.94
7/22/2016,21:45:00,,14.23,,7.45,,3.5,,106.2,,11.6,,140.4,,626,,8.93
7/22/2016,22:00:00,,14.2,,7.45,,3.3,,106,,11.6,,140.7,,626,,8.92
7/22/2016,22:15:00,,14.17,,7.45,,3.4,,105.4,,11.6,,140.5,,626,,8.88
7/22/2016,22:30:00,,14.14,,7.44,,3.6,,105.5,,11.6,,140.6,,626,,8.9
7/22/2016,22:45:00,,14.11,,7.44,,3.1,,105,,11.6,,141,,626,,8.86
7/22/2016,23:00:00,,14.07,,7.43,,3.1,,104.2,,11.6,,140.6,,626,,8.8
7/22/2016,23:15:00,,14.03,,7.43,,3.1,,103.9,,11.6,,140.8,,626,,8.78
7/22/2016,23:30:00,,13.99,,7.43,,3.3,,103.7,,11.6,,141.1,,626,,8.77
7/22/2016,23:45:00,,13.96,,7.42,,3.2,,103.5,,11.6,,140.9,,626,,8.76
7/23/2016,0:00:00,,13.92,,7.42,,3.5,,103.1,,11.6,,140.9,,626,,8.73
7/23/2016,0:15:00,,13.89,,7.41,,3.2,,102.4,,11.6,,140.9,,626,,8.68
7/23/2016,0:30:00,,13.86,,7.41,,3.2,,102.2,,11.5,,140.9,,626,,8.67
7/23/2016,0:45:00,,13.82,,7.41,,3.6,,102.2,,11.6,,141,,626,,8.68
7/23/2016,1:00:00,,13.79,,7.41,,3.5,,102,,11.6,,141,,626,,8.67
7/23/2016,1:15:00,,13.75,,7.4,,3.3,,101.7,,11.6,,141.4,,626,,8.65
7/23/2016,1:30:00,,13.72,,7.4,,3.7,,101.5,,11.5,,141.4,,626,,8.64
7/23/2016,1:45:00,,13.68,,7.4,,3.6,,101.4,,11.5,,141.1,,626,,8.63
7/23/2016,2:00:00,,13.64,,7.4,,3.4,,101.2,,11.5,,141.3,,626,,8.63
7/23/2016,2:15:00,,13.61,,7.39,,3.8,,101.1,,11.4,,141.3,,626,,8.63
7/23/2016,2:30:00,,13.57,,7.39,,3.9,,100.9,,11.5,,141.7,,626,,8.62
7/23/2016,2:45:00,,13.54,,7.4,,3.6,,100.7,,11.5,,141.6,,626,,8.6
7/23/2016,3:00:00,,13.5,,7.39,,3.4,,100.8,,11.5,,141.4,,626,,8.62
7/23/2016,3:15:00,,13.46,,7.39,,4,,100.6,,11.5,,141.8,,626,,8.61
7/23/2016,3:30:00,,13.42,,7.38,,3.4,,100.2,,11.5,,141.5,,626,,8.58
7/23/2016,3:45:00,,13.38,,7.38,,3.5,,100.1,,11.5,,141.5,,626,,8.59
