HYDROLAB MS5 64822,,,,,,,,,,,,,,,,,
Log File Name : Beaver_080416_081916,,,,,,,,,,,,,,,,,
Setup Date (MMDDYY) : 080216,,,,,,,,,,,,,,,,,
Setup Time (HHMMSS) : 120414,,,,,,,,,,,,,,,,,
Starting Date (MMDDYY) : 080416,,,,,,,,,,,,,,,,,
Starting Time (HHMMSS) : 080000,,,,,,,,,,,,,,,,,
Stopping Date (MMDDYY) : 081916,,,,,,,,,,,,,,,,,
Stopping Time (HHMMSS) : 235959,,,,,,,,,,,,,,,,,
Interval (HHMMSS) : 001500,,,,,,,,,,,,,,,,,
Sensor warmup (HHMMSS) : 000100,,,,,,,,,,,,,,,,,
Circltr warmup (HHMMSS) : 000100,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date,Time,,Temp,,pH,,Sal,,TurbSC,,LDO%,,LDO,,IBatt,,SpCond
MMDDYY,HHMMSS,,øC,,Units,,ppt,,NTU,,Sat,,mg/l,,Volts,,æS/cm
,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 080416 104758,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 011422,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 011422,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 011427,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 011427,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 011431,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 011431,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 011436,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 011436,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 011441,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 011441,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 011446,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 011446,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 011450,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 011450,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 011455,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 011455,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 011500,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 011500,,,,,,,,,,,,,,,,,
8/18/2016,1:15:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081816 012903,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 012903,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 012908,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 012908,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 012913,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 012913,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 012917,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 012917,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 012922,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 012922,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 012927,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 012927,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 012931,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 012931,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 012936,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 012936,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 012941,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 012941,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 012946,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 012946,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 012951,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 012951,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 012955,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 012955,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 013000,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 013000,,,,,,,,,,,,,,,,,
8/18/2016,1:30:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081816 014403,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 014403,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 014408,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 014408,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 014412,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 014412,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 014417,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 014417,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 014422,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 014422,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 014427,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 014427,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 014431,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 014431,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 014436,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 014436,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 014441,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 014441,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 014446,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 014446,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 014450,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 014450,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 014455,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 014455,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 014500,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 014500,,,,,,,,,,,,,,,,,
8/18/2016,1:45:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081816 015903,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 015903,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 015908,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 015908,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 015912,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 015912,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 015917,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 015917,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 015922,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 015922,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 015927,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 015927,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 015931,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 015931,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 015936,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 015936,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 015941,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 015941,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 015946,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 015946,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 015950,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 015950,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 015955,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 015955,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 020000,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 020000,,,,,,,,,,,,,,,,,
8/18/2016,2:00:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081816 021403,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 021403,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 021408,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 021408,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 021412,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 021412,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 021417,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 021417,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 021422,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 021422,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 021427,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 021427,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 021431,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 021431,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 021436,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 021436,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 021441,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 021441,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 021446,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 021446,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 021450,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 021450,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 021455,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 021455,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 021500,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 021500,,,,,,,,,,,,,,,,,
8/18/2016,2:15:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081816 022907,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 022907,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 022912,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 022912,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 022916,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 022916,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 022921,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 022921,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 022926,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 022926,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 022930,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 022930,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 022935,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 022935,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 022940,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 022940,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 022944,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 022944,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 022949,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 022949,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 022954,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 022954,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 022959,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 022959,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 024407,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 024407,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 024412,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 024412,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 024416,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 024416,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 024421,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 024421,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 024426,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 024426,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 024430,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 024430,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 024435,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 024435,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 024440,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 024440,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 024445,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 024445,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 024449,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 024449,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 024454,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 024454,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 024459,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 024459,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 025907,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 025907,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 025911,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 025911,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 025916,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 025916,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 025921,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 025921,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 025926,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 025926,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 025931,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 025931,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 025935,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 025935,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 025940,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 025940,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 025945,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 025945,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 025950,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 025950,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 025954,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 025954,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 025959,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 025959,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 031406,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 031406,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 031411,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 031411,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 031416,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 031416,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 031420,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 031420,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 031425,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 031425,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 031430,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 031430,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 031434,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 031434,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 031439,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 031439,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 031444,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 031444,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 031448,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 031448,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 031453,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 031453,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 031458,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 031458,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 032906,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 032906,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 032911,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 032911,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 032916,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 032916,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 032920,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 032920,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 032925,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 032925,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 032930,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 032930,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 032935,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 032935,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 032939,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 032939,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 032944,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 032944,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 032949,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 032949,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 032954,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 032954,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 032959,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 032959,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 034406,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 034406,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 034411,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 034411,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 034416,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 034416,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 034420,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 034420,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 034425,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 034425,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 034430,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 034430,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 034434,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 034434,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 034440,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 034440,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 034444,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 034444,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 034449,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 034449,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 034454,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 034454,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 034459,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 034459,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 035906,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 035906,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 035911,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 035911,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 035915,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 035915,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 035920,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 035920,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 035925,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 035925,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 035929,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 035929,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 035934,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 035934,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 035939,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 035939,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 035944,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 035944,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 035948,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 035948,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 035953,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 035953,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 035958,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 035958,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 041406,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 041406,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 041411,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 041411,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 041416,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 041416,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 041420,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 041420,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 041425,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 041425,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 041430,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 041430,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 041434,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 041434,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 041439,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 041439,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 041444,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 041444,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 041448,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 041448,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 041453,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 041453,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 041458,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 041458,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 042906,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 042906,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 042910,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 042910,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 042915,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 042915,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 042920,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 042920,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 042925,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 042925,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 042929,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 042929,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 042934,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 042934,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 042939,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 042939,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 042943,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 042943,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 042948,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 042948,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 042953,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 042953,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 042957,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 042957,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 044404,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 044404,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 044409,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 044409,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 044414,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 044414,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 044418,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 044418,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 044423,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 044423,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 044428,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 044428,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 044433,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 044433,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 044437,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 044437,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 044442,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 044442,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 044447,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 044447,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 044452,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 044452,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 044456,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 044456,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 045904,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 045904,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 045909,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 045909,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 045914,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 045914,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 045918,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 045918,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 045923,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 045923,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 045928,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 045928,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 045933,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 045933,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 045937,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 045937,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 045942,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 045942,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 045947,,,,,,,,,,,,,,,,,
