HYDROLAB MS5 64822,,,,,,,,,,,,,,,,,
Log File Name : Beaver_080416_081916,,,,,,,,,,,,,,,,,
Setup Date (MMDDYY) : 080216,,,,,,,,,,,,,,,,,
Setup Time (HHMMSS) : 120414,,,,,,,,,,,,,,,,,
Starting Date (MMDDYY) : 080416,,,,,,,,,,,,,,,,,
Starting Time (HHMMSS) : 080000,,,,,,,,,,,,,,,,,
Stopping Date (MMDDYY) : 081916,,,,,,,,,,,,,,,,,
Stopping Time (HHMMSS) : 235959,,,,,,,,,,,,,,,,,
Interval (HHMMSS) : 001500,,,,,,,,,,,,,,,,,
Sensor warmup (HHMMSS) : 000100,,,,,,,,,,,,,,,,,
Circltr warmup (HHMMSS) : 000100,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date,Time,,Temp,,pH,,Sal,,TurbSC,,LDO%,,LDO,,IBatt,,SpCond
MMDDYY,HHMMSS,,øC,,Units,,ppt,,NTU,,Sat,,mg/l,,Volts,,æS/cm
,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 080416 104758,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 110000,,,,,,,,,,,,,,,,,
8/17/2016,11:00:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081716 111424,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 111424,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 111435,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 111435,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 111445,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 111445,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 111456,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 111456,,,,,,,,,,,,,,,,,
8/17/2016,11:15:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081716 112920,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 112920,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 112932,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 112932,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 112941,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 112941,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 112952,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 112952,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 114419,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 114419,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 114430,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 114430,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 114440,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 114440,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 114450,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 114450,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 114458,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 114458,,,,,,,,,,,,,,,,,
8/17/2016,11:45:03,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081716 115918,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 115918,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 115928,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 115928,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 115937,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 115937,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 115946,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 115946,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 115956,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 115956,,,,,,,,,,,,,,,,,
8/17/2016,12:00:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081716 121417,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 121417,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 121426,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 121426,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 121435,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 121435,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 121444,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 121444,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 121453,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 121453,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 122912,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 122912,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 122922,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 122922,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 122931,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 122931,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 122940,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 122940,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 122950,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 122950,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 122957,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 122957,,,,,,,,,,,,,,,,,
8/17/2016,12:30:02,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081716 124415,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 124415,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 124424,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 124424,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 124432,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 124432,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 124440,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 124440,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 124448,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 124448,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 124458,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 124458,,,,,,,,,,,,,,,,,
8/17/2016,12:45:02,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081716 125911,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 125911,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 125922,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 125922,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 125930,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 125930,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 125939,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 125939,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 125947,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 125947,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 125954,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 125954,,,,,,,,,,,,,,,,,
8/17/2016,13:00:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081716 131411,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 131411,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 131422,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 131422,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 131430,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 131430,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 131439,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 131439,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 131446,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 131446,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 131454,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 131454,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 132914,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 132914,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 132922,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 132922,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 132931,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 132931,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 132938,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 132938,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 132946,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 132946,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 132953,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 132953,,,,,,,,,,,,,,,,,
8/17/2016,13:30:00,,NaN,?,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081716 134410,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 134410,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 134418,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 134418,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 134429,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 134429,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 134436,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 134436,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 134444,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 134444,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 134451,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 134451,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 134458,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 134458,,,,,,,,,,,,,,,,,
8/17/2016,13:45:03,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081716 135913,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 135913,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 135921,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 135921,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 135929,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 135929,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 135936,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 135936,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 135944,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 135944,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 135951,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 135951,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 135958,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 135958,,,,,,,,,,,,,,,,,
8/17/2016,14:00:02,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081716 141409,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 141409,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 141418,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 141418,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 141426,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 141426,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 141436,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 141436,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 141443,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 141443,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 141450,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 141450,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 141457,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 141457,,,,,,,,,,,,,,,,,
8/17/2016,14:15:01,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081716 142909,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 142909,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 142919,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 142919,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 142927,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 142927,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 142934,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 142934,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 142941,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 142941,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 142949,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 142949,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 142956,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 142956,,,,,,,,,,,,,,,,,
8/17/2016,14:30:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081716 144411,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 144411,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 144419,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 144419,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 144427,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 144427,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 144434,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 144434,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 144441,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 144441,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 144448,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 144448,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 144456,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 144456,,,,,,,,,,,,,,,,,
8/17/2016,14:45:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081716 145911,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 145911,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 145919,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 145919,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 145926,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 145926,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 145934,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 145934,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 145941,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 145941,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 145948,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 145948,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 145955,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 145955,,,,,,,,,,,,,,,,,
8/17/2016,15:00:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081716 151411,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 151411,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 151419,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 151419,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 151426,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 151426,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 151433,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 151433,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 151440,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 151440,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 151448,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 151448,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 151455,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 151455,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 151459,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 151459,,,,,,,,,,,,,,,,,
8/17/2016,15:15:04,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081716 152910,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 152910,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 152918,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 152918,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 152925,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 152925,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 152932,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 152932,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 152939,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 152939,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 152947,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 152947,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 152953,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 152953,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 152958,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 152958,,,,,,,,,,,,,,,,,
8/17/2016,15:30:02,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081716 154410,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 154410,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 154417,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 154417,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 154425,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 154425,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 154432,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 154432,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 154439,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 154439,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 154446,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 154446,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 154451,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 154451,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 154458,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 154458,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 155907,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 155907,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 155915,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 155915,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 155923,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 155923,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 155930,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 155930,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 155937,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 155937,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 155944,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 155944,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 155949,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 155949,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 155956,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 155956,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 160000,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 160000,,,,,,,,,,,,,,,,,
8/17/2016,16:00:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081716 161410,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 161410,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 161417,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 161417,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 161424,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 161424,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 161431,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 161431,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 161438,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 161438,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 161443,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 161443,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 161450,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 161450,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 161455,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 161455,,,,,,,,,,,,,,,,,
8/17/2016,16:15:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081716 162907,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 162907,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 162916,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 162916,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 162923,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 162923,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 162930,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 162930,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 162937,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 162937,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 162942,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 162942,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 162949,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 162949,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 162954,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 162954,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 163000,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 163000,,,,,,,,,,,,,,,,,
8/17/2016,16:30:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081716 164406,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 164406,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 164414,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 164414,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 164421,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 164421,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 164428,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 164428,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 164435,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 164435,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 164440,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 164440,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 164447,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 164447,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 164452,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 164452,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 164459,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 164459,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 165906,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 165906,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 165914,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 165914,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 165921,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 165921,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 165929,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 165929,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 165934,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 165934,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 165941,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 165941,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 165946,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 165946,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 165952,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 165952,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 165957,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 165957,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 171406,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 171406,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 171414,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 171414,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 171421,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 171421,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 171428,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 171428,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 171435,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 171435,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 171440,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 171440,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 171447,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 171447,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 171451,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 171451,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 171456,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 171456,,,,,,,,,,,,,,,,,
8/17/2016,17:15:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081716 172906,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 172906,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 172913,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 172913,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 172921,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 172921,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 172928,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 172928,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 172935,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 172935,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 172939,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 172939,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081716 172946,,,,,,,,,,,,,,,,,
Late probe turn on at 081716 172946,,,,,,,,,,,,,,,,,
