HYDROLAB MS5 64824,,,,,,,,,,,,,,,,,
Log File Name : Beaver_060316_062016,,,,,,,,,,,,,,,,,
Setup Date (MMDDYY) : 060216,,,,,,,,,,,,,,,,,
Setup Time (HHMMSS) : 152432,,,,,,,,,,,,,,,,,
Starting Date (MMDDYY) : 060316,,,,,,,,,,,,,,,,,
Starting Time (HHMMSS) : 080000,,,,,,,,,,,,,,,,,
Stopping Date (MMDDYY) : 062016,,,,,,,,,,,,,,,,,
Stopping Time (HHMMSS) : 235959,,,,,,,,,,,,,,,,,
Interval (HHMMSS) : 001500,,,,,,,,,,,,,,,,,
Sensor warmup (HHMMSS) : 000030,,,,,,,,,,,,,,,,,
Circltr warmup (HHMMSS) : 000030,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date,Time,,Temp,,pH,,Sal,,TurbSC,,LDO,,IBatt,,SpCond,,BP
MMDDYY,HHMMSS,,øC,,Units,,ppt,,NTU,,mg/l,,Volts,,æS/cm,,mmHg
,,,,,,,,,,,,,,,,,
6/3/2016,8:00:00,,21.28,,7.58,,0.08,,0,,8.28,,12.6,,169.2,,637
6/3/2016,8:15:00,,21.28,,7.58,,0.08,,0,,8.23,,12.5,,170.7,,637
6/3/2016,8:30:00,,21.28,,7.58,,0.08,,0,,8.27,,12.5,,171,,637
6/3/2016,8:45:00,,21.28,,7.58,,0.08,,0,,8.25,,12.6,,171.3,,637
6/3/2016,9:00:00,,21.28,,7.57,,0.08,,0,,8.26,,12.6,,171.5,,637
6/3/2016,9:15:00,,21.28,,7.57,,0.08,,0,,8.25,,12.6,,171.2,,637
6/3/2016,9:30:00,,21.32,,7.57,,0.08,,0,,8.27,,12.6,,171.1,,637
6/3/2016,9:45:00,,21.37,,7.56,,0.08,,0,,8.23,,12.6,,171,,637
6/3/2016,10:00:00,,21.55,,7.41,,-0.01,,0,,8.19,,12.6,,0,,637
