"","(Intercept)","cont_area","elev_mean","prcp","shrub","slope_P","sweM1","tair","wetland","cont_area:elev_mean","model.rmse","df","logLik","AICc","delta","weight"
"183",13.5111476082214,NA,-0.0144685990894837,-0.327866075274013,NA,0.151206737516457,-0.0146944779398725,NA,0.00178996913118441,NA,2.20560689930468,8,-5825.7101210334,11667.4752038989,1882.04111780059,0
"28",11.7566319710748,0.00352506231190849,-0.00862594527050076,NA,0.0336280389154914,-0.890025903095617,NA,NA,NA,NA,2.20800253982887,7,-5829.22895648231,11672.5006447464,1887.06655864811,0
"146",12.203455963326,0.00563391724822879,NA,NA,NA,-1.21949543017271,NA,NA,-0.0256926538594332,NA,2.21765111205166,6,-5837.70603656055,11687.4441097344,1902.01002363609,0
"22",11.9805869065964,0.00439827153001596,NA,-0.414362085321644,NA,-1.07421580150388,NA,NA,NA,NA,2.2206459761775,6,-5842.81922823041,11697.6704930741,1912.2364069758,0
"35",13.331438392805,NA,-0.0134110032587404,NA,NA,NA,-0.0153903940539476,NA,NA,NA,2.22461013373799,5,-5847.85893586593,11705.740746303,1920.30666020467,0
"51",13.3493025820979,NA,-0.0144311080625925,NA,NA,0.13310775090646,-0.0157359618063962,NA,NA,NA,2.22399032802436,6,-5847.30539928797,11706.6428351892,1921.20874909093,0
"163",13.2892958310499,NA,-0.0132462255766041,NA,NA,NA,-0.0154615915782794,NA,0.00114403287793264,NA,2.22450349232818,6,-5847.76175269319,11707.5555419996,1922.12145590137,0
"12",12.1747986461149,0.00364086685839387,-0.0144769615110291,NA,0.0152773761854798,NA,NA,NA,NA,NA,2.2233035644407,6,-5848.07464103499,11708.1813186833,1922.74723258498,0
"179",13.2960673771119,NA,-0.0142813005217252,NA,NA,0.141265599586973,-0.0158490359301019,NA,0.00147328751689911,NA,2.22381770760985,7,-5847.1461973331,11708.335126448,1922.90104034967,0
"20",12.3324656671821,0.0037098062641618,-0.00967583824636626,NA,NA,-0.379123389818286,NA,NA,NA,NA,2.22474510076151,6,-5849.06951759918,11710.1710718116,1924.73698571335,0
"26",11.1474279405102,0.00412177077656028,NA,NA,0.0381939546911101,-1.60913285288368,NA,NA,NA,NA,2.22761708238887,6,-5851.82116886964,11715.6743743525,1930.24028825426,0
"4",12.3986794810312,0.00371868169779027,-0.0129517295319303,NA,NA,NA,NA,NA,NA,NA,2.22847403954831,5,-5853.9861405945,11717.9951557601,1932.56106966182,0
"189",11.8547271473875,NA,NA,-0.305882846366457,0.0487097518801382,-1.56870363753496,-0.0160496642210502,NA,0.00732229484859225,NA,2.2283000660216,8,-5851.97623360844,11720.0074290489,1934.57334295067,0
"61",12.0760294315897,NA,NA,-0.302382826850344,0.0494224324478962,-1.68026762564693,-0.0155556420370519,NA,NA,NA,2.23199113231612,7,-5856.07676536411,11726.19626251,1940.7621764117,0
"185",11.6569908275205,NA,NA,NA,0.0493171448923741,-1.57170391113057,-0.0170982853254182,NA,0.00694304889941366,NA,2.2439099497687,7,-5870.28390025184,11754.6105322855,1969.17644618717,0
"57",11.8693194102768,NA,NA,NA,0.0499868337553705,-1.67754478177694,-0.0166177098067713,NA,NA,NA,2.24721497920644,6,-5873.92290347419,11759.8778435617,1974.44375746337,0
"18",11.7174025845096,0.00441837163061403,NA,NA,NA,-1.12039690991566,NA,NA,NA,NA,2.24993354951351,5,-5877.32619205106,11764.6752586732,1979.24117257493,0
"159",13.2170146510345,NA,-0.0148808227232753,-0.417513928733057,0.0404324207661183,-0.963626789827727,NA,NA,-0.00422979940546766,NA,2.24972463104395,8,-5879.00017998182,11774.0553217957,1988.62123569742,0
"31",13.0725066074415,NA,-0.0144827820705125,-0.421295758179558,0.0403290819817104,-0.949636474148123,NA,NA,NA,NA,2.25072557179291,7,-5880.31957236808,11774.6818765179,1989.24779041965,0
"181",12.6374877311041,NA,NA,-0.314767092563266,NA,-0.972915974995675,-0.0164670753660656,NA,0.00841442430218122,NA,2.2656121859503,7,-5894.01285809368,11802.0684479691,2016.63436187085,0
"53",12.9034869711066,NA,NA,-0.310873681531368,NA,-1.09072959256589,-0.0159187562000336,NA,NA,NA,2.27057959244244,6,-5899.24704394025,11810.5261244938,2025.0920383955,0
"15",13.5715685171303,NA,-0.0209399657223853,-0.441825502898444,0.0209204818147457,NA,NA,NA,NA,NA,2.26782314903314,6,-5900.9087642059,11813.8495650251,2028.41547892679,0
"143",13.687599109559,NA,-0.0213170057326384,-0.439163584159727,0.0207857900978654,NA,NA,NA,-0.00322941861634465,NA,2.26723556457246,7,-5900.14818355874,11814.3390988992,2028.90501280097,0
"151",13.9841982484565,NA,-0.0165183299273652,-0.427251155388165,NA,-0.346785109414673,NA,NA,-0.00398483980712409,NA,2.27357010902751,7,-5906.810844976,11827.6644217338,2042.23033563548,0
"23",13.8463459048129,NA,-0.0161409377229293,-0.430799084495841,NA,-0.334925879384478,NA,NA,NA,NA,2.27445400644076,6,-5907.95822987549,11827.9484963643,2042.51441026597,0
"7",13.9126451539562,NA,-0.019041218740102,-0.438959157853846,NA,NA,NA,NA,NA,NA,2.27726521042011,5,-5911.61424781625,11833.2513702036,2047.81728410533,0
"135",14.0367236233853,NA,-0.0194656130748965,-0.436076341754261,NA,NA,NA,NA,-0.00352130926967021,NA,2.27656126788576,6,-5910.71678597827,11833.4656085698,2048.03152247154,0
"177",12.4443451939995,NA,NA,NA,NA,-0.968319120958702,-0.0175542569587108,NA,0.00803393293857125,NA,2.28193095245985,6,-5912.77096113574,11837.5739588848,2052.13987278647,0
"155",12.9638290013124,NA,-0.0148044339167947,NA,0.041587899924992,-1.04470789902661,NA,NA,-0.00523685858390033,NA,2.27908322737786,7,-5913.03973549522,11840.1222027722,2054.68811667391,0
"27",12.7815930869554,NA,-0.0143093425474796,NA,0.0414742762295903,-1.02831242261397,NA,NA,NA,NA,2.28063515058955,6,-5915.01412134911,11842.0602793115,2056.6261932132,0
"49",12.7013681840788,NA,NA,NA,NA,-1.08095239637779,-0.0170169885848552,NA,NA,NA,2.28644992994707,5,-5917.47908614009,11844.9810468513,2059.54696075299,0
"142",11.8016884325809,0.00710179039375852,NA,-0.44580984801995,-0.0247185439851728,NA,NA,NA,-0.0191917071188212,NA,2.28710096152422,7,-5919.46481079388,11852.9723533695,2067.53826727124,0
"139",13.4613758592107,NA,-0.0218079927640071,NA,0.0202602219512825,NA,NA,NA,-0.00420490719043011,NA,2.29955347459828,6,-5937.34759459209,11886.7272257975,2101.29313969917,0
"11",13.3082171792379,NA,-0.021320033682513,NA,0.0204317630726294,NA,NA,NA,NA,NA,2.30056270594064,5,-5938.60314160396,11887.229157779,2101.79507168075,0
"134",11.046507545311,0.00738386788891634,NA,-0.460535331345537,NA,NA,NA,NA,-0.0167058763556119,NA,2.30393251038494,6,-5938.85607555258,11889.7441877184,2104.31010162016,0
"14",11.4301377803232,0.00610617081868497,NA,-0.463082083461585,-0.0212329717696354,NA,NA,NA,NA,NA,2.30481520417045,6,-5940.57794707155,11893.1879307564,2107.75384465809,0
"147",13.7466982196621,NA,-0.0164850341112025,NA,NA,-0.412061888193077,NA,NA,-0.00501072531566756,NA,2.30403209850461,6,-5941.72383056574,11895.4796977447,2110.04561164646,0
"19",13.5705094843537,NA,-0.0160091613880209,NA,NA,-0.397796177634472,NA,NA,NA,NA,2.30544483262598,5,-5943.49367979061,11897.0102341523,2111.57614805405,0
"131",13.8033140919362,NA,-0.0199997477701453,NA,NA,NA,NA,NA,-0.00448277151534865,NA,2.30829913922406,5,-5947.11307184767,11904.2490182664,2118.81493216816,0
"3",13.6430865963635,NA,-0.0194629886560794,NA,NA,NA,NA,NA,NA,NA,2.30945004788009,4,-5948.53008981675,11905.0754235359,2119.64133743767,0
"29",12.2378686514341,NA,NA,-0.41154424759501,0.0516345707435859,-2.35623640730235,NA,NA,NA,NA,2.30999452097959,6,-5947.93709792895,11907.9062324712,2122.47214637288,0
"157",12.18336899921,NA,NA,-0.413328587860748,0.051461215007429,-2.33311001553639,NA,NA,0.00186964554546538,NA,2.30971170726468,7,-5947.68229306615,11909.4073179141,2123.97323181578,0
"6",10.8105913593491,0.0064657000191956,NA,-0.47398503374166,NA,NA,NA,NA,NA,NA,2.31742061773429,5,-5954.9355352456,11919.8939450623,2134.45985896401,0
"138",11.5301576559628,0.00726620802777347,NA,NA,-0.0263190021754786,NA,NA,NA,-0.020535854629249,NA,2.3200908482537,6,-5957.14834098394,11926.3287185812,2140.89463248288,0
"165",11.7220650772088,NA,NA,-0.309696652438247,NA,NA,-0.0247054680851677,NA,0.0211654392183951,NA,2.32203680762344,6,-5958.00688850924,11928.0458136318,2142.61172753347,0
"173",11.6940380238553,NA,NA,-0.309446727205614,0.00102508787366079,NA,-0.0248029054904544,NA,0.0213059344608815,NA,2.32199935457835,7,-5957.9788817633,11930.0004953084,2144.56640921008,0
"161",11.5368400928269,NA,NA,NA,NA,NA,-0.0257365572657022,NA,0.0207346198316222,NA,2.33745215409602,5,-5975.30615882809,11960.6351922273,2175.201106129,0
"169",11.4951093849584,NA,NA,NA,0.00153525747161899,NA,-0.0258811270205881,NA,0.0209458233334148,NA,2.33737613292173,6,-5975.2441315085,11962.5202996303,2177.08621353198,0
"130",10.7146953635677,0.00757296438719337,NA,NA,NA,NA,NA,NA,-0.0179301959457786,NA,2.33893197559449,5,-5978.53898643346,11967.100847438,2181.66676133974,0
"25",11.9638583300883,NA,NA,NA,0.0526318686560808,-2.41680117676445,NA,NA,NA,NA,2.3377571835053,5,-5979.41476212357,11968.8523988182,2183.41831271995,0
"153",11.9385853044424,NA,NA,NA,0.0525550502308032,-2.40642625265221,NA,NA,0.000848222652580277,NA,2.33768527304476,6,-5979.36343450792,11970.7589056291,2185.32481953083,0
"10",11.119335910941,0.00620472392625597,NA,NA,-0.0226441417777831,NA,NA,NA,NA,NA,2.34019808299491,5,-5980.68643934309,11971.3957532573,2185.96166715899,0
"21",13.1196923984897,NA,NA,-0.422859744541175,NA,-1.75592845390413,NA,NA,NA,NA,2.3500689776031,5,-5991.99425394776,11994.0113824666,2208.57729636833,0
"149",13.0294339961632,NA,NA,-0.425613239938944,NA,-1.72251306202678,NA,NA,0.00296021200767277,NA,2.3493773823517,6,-5991.37687475444,11994.7857861222,2209.35170002387,0
"45",12.3987346595464,NA,NA,-0.29864150724275,-0.00788395217962421,NA,-0.025276467029439,NA,NA,NA,2.35630939255327,6,-5994.4431751378,12000.9183868889,2215.4843007906,0
"2",10.4497728326929,0.00659123264086543,NA,NA,NA,NA,NA,NA,NA,NA,2.35432733306154,4,-5996.54015664109,12001.0955571846,2215.66147108634,0
"37",12.2117908637326,NA,NA,-0.296069390531576,NA,NA,-0.0260933965928472,NA,NA,NA,2.35783272799539,5,-5996.16437757052,12002.3516297121,2216.91754361386,0
"41",12.1988141966209,NA,NA,NA,-0.00726427713158268,NA,-0.0263052910537081,NA,NA,NA,2.37037845303696,5,-6010.08308579909,12030.1890461693,2244.75496007101,0
"33",12.0281242703025,NA,NA,NA,NA,NA,-0.0270496342391651,NA,NA,NA,2.37165201591584,4,-6011.52816351302,12031.0715709285,2245.63748483019,0
"17",12.8562597123522,NA,NA,NA,NA,-1.80626308470348,NA,NA,NA,NA,2.37889962221829,4,-6024.11353933088,12056.2423225642,2270.80823646592,0
"145",12.7961850715713,NA,NA,NA,NA,-1.78467284567293,NA,NA,0.00193150111748017,NA,2.37857703927049,5,-6023.85645733364,12057.7357892384,2272.30170314009,0
"141",12.255476971318,NA,NA,-0.538493457909315,-0.041993862473782,NA,NA,NA,0.0244119142638647,NA,2.56749890558387,6,-6225.10713504642,12462.2463067061,2676.81222060783,0
"13",13.0585397028092,NA,NA,-0.530583130748258,-0.0530192589196895,NA,NA,NA,NA,NA,2.60744508834713,5,-6264.43586219614,12538.8945989634,2753.4605128651,0
"137",11.9370464261454,NA,NA,NA,-0.0444228361774487,NA,NA,NA,0.0239988349507178,NA,2.61056233361434,5,-6268.84172974954,12547.7063340702,2762.27224797191,0
"133",10.9634794856955,NA,NA,-0.570555693217541,NA,NA,NA,NA,0.0318014078668945,NA,2.61160892998255,5,-6270.2007904941,12550.4244555593,2764.99036946103,0
"9",12.7323529932658,NA,NA,NA,-0.0552318334590758,NA,NA,NA,NA,NA,2.64858269038354,4,-6305.65664885304,12619.3285416085,2833.89445551024,0
"129",10.5453978848897,NA,NA,NA,NA,NA,NA,NA,0.0318171831861688,NA,2.65924457535928,4,-6317.74804609116,12643.5113360848,2858.07724998649,0
"5",11.6252912081684,NA,NA,-0.571403540293626,NA,NA,NA,NA,NA,NA,2.68304498083167,4,-6339.44557516863,12686.9063942397,2901.47230814142,0
"1",11.2084472703127,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72950231852297,3,-6384.67234801664,12775.3538388904,2989.91975279215,0
