OID_,reachid,AREA,PERCENTAGE
,1,7688.167086999999810,13.314040521400001
,2,1294.280328110000028,3.329051939250000
,4,570.275214645999995,4.751796070130000
,5,4806.153962139999749,30.816474135699998
,6,14223.037205200000244,50.609832077100002
,7,2653.815658439999879,25.698547033200001
,8,2714.995457710000210,15.306037850399999
,9,28958.987714200000482,69.860314458900007
,10,21591.782499299999472,41.032540983799997
,11,3680.949249769999824,14.039973236200000
,12,2067.826919910000015,5.117721394590000
,13,7596.684127129999979,74.988773087699997
,14,729.989046237000025,1.743061814380000
,15,1698.256749829999990,33.031151145499997
,16,33.804642845499998,0.392952121887000
,17,14125.245479400000477,52.818392756999998
,18,24512.538319600000250,42.667570761199997
,20,10862.824228499999663,13.182057529900000
,21,22347.647578100000828,27.328967761400001
,22,15463.959030800000619,26.400628484999999
,23,19061.597020900000643,73.430965119199996
,24,1.149679430090000,0.005197797887470
,25,11160.109951599999476,14.955009229800000
,26,12211.757200399999419,31.755277525200000
,27,4447.056431289999637,5.421998391980000
,28,27341.032113699999172,53.502083514299997
,29,2537.397771089999878,4.992655770540000
,30,6250.786014409999552,100.000012721000004
,31,12515.784508200000346,48.330167148599998
,32,6203.851392259999557,16.051310028300001
,33,6530.124835040000107,45.222543218600002
,34,7.792290025360000,0.034352542355000
,35,15538.874067099999593,65.362460375500007
,36,3245.897187340000073,67.827621115800000
,37,8618.202293219999774,39.281911052100000
,38,9967.350894650000555,58.488622630700000
,39,5812.804553279999709,34.607262005899997
,40,20350.623992900000303,45.481559396000002
,41,21957.680358199999318,55.983063222200002
,42,8863.307486339999741,22.939062552100001
,43,20786.265695400001277,65.553116992400007
,44,19875.079721900001459,59.476993599600000
,45,15635.137204299999212,34.264837209600003
,46,15037.997343499999261,55.570170172600001
,47,19107.112935500001186,88.822911957200006
,48,5381.582842619999610,33.176910452000001
,49,20266.839001899999857,63.816573046599999
,50,17639.562777499999356,45.913666445600001
,51,21684.800792400001228,71.630071606900003
,52,22505.756729100001394,83.184120047999997
,53,1689.875723350000044,20.153806554300001
,54,92.126048805099998,1.628494982610000
,55,36719.401309599998058,77.180235191799994
,56,136811.892266999988351,99.826216050799999
,57,25538.678484600000957,100.000013245000005
,58,40160.863840999998502,78.189193225899999
,59,19786.068001399999048,100.000013527999997
,60,15506.688402199999473,61.930231197099999
,62,24816.380848900000274,32.431933879200002
,63,785.325847896000028,7.292950622690000
,64,4441.456184300000132,20.068086236399999
,65,6105.704555930000424,17.761928545899998
,66,14127.759131799999523,40.887177278499998
,67,23354.250979500000540,76.526192292100006
,68,9666.546075189999101,22.569703092000001
,69,10177.962773400000515,92.827254691600004
,70,13275.688387000000148,92.058014681900005
,71,8093.309761960000287,30.995613044900001
,72,9841.364453090000097,100.000015004999995
,73,13452.263599199999589,41.749289079900002
,74,6409.560419999999795,100.000015636000001
,75,22341.319005699999252,71.658709519200002
,76,7928.190074840000307,100.000012577999996
,77,35327.225787600000331,99.806344055699995
,78,41722.652375799996662,72.995791581800006
,79,70179.008373599994229,96.678783877200004
,80,22093.001618300000700,92.528212225700003
,81,7085.688621639999837,61.512673757500004
,82,2688.728966839999885,20.611337711400001
,83,2536.917139829999996,15.963284188699999
,84,5760.181798569999955,60.028285631000003
,85,11710.004091999999218,78.790978319800004
,86,14502.905835499999739,100.000016398000000
,87,17219.302717400001711,90.250502135700003
,88,9184.025335189999169,100.000013449999997
,89,24492.953933299999335,68.433774727499994
,90,8858.587192069999219,86.335106709300007
,91,31652.690710499999113,78.172344128999995
,92,41423.617749199998798,86.202148970600007
,93,8002.378671520000353,100.000012276999996
,94,12050.764506699999401,47.799238763100000
,95,37396.537719100000686,99.987215658200000
,96,3189.586559479999778,12.730475118299999
,97,3381.068962710000051,34.853977301100002
,98,31765.333456299998943,100.000013499999994
,99,47759.415933900003438,94.590063971500001
,100,26324.274047099999734,100.000013084000003
,101,34850.684026399998402,100.000013362000004
,102,39258.505534399999306,100.000013257999996
,103,35421.002006399998209,99.999913448399994
,104,36057.094251599999552,99.986739956600005
,105,46027.103836399997817,99.999994497499998
,106,37544.541294000002381,98.899911701299999
,107,72367.486467599999742,74.188457507899997
,108,19877.269217799999751,98.735416344499995
,109,40230.954106999997748,99.999996554399999
,110,25703.672983899999963,23.006319093199998
,111,32286.723155600000609,91.715171506299995
,112,31880.440160800000740,88.984986739899995
,113,9787.257256400000188,26.994481742200001
,114,33903.442888300000050,100.000013727999999
,115,51779.333875999996962,98.506593965500002
,116,28675.684564399998635,100.000014461999996
,117,23744.748591200001101,99.999941873599994
,118,47946.865851199996541,100.000000843999999
,119,19035.082183300000906,50.154576925199997
,120,29987.763732899999013,99.999993141700003
,121,92863.104987700004131,99.747813453199996
,122,48779.356321799998113,100.000013353000000
,123,18432.433998399999837,99.999990581399999
,124,58503.815089900002931,100.000012116999997
,125,107870.348698999994667,97.743740368800005
,126,38294.983414399997855,72.612114465000005
,127,6443.157531650000237,39.535644640100003
,129,578.627292871999998,0.772638708572000
,130,17259.401602000001731,48.278890936400003
,131,7196.954609420000452,16.267666493099998
,132,16394.858344699998270,57.973353074800002
,133,25994.867999599999166,68.135731200400002
,134,3176.592120190000060,66.339306051299999
,135,16918.710665099999460,100.000002394000006
,136,18720.300226300001668,96.059415697000006
,137,24250.904978899998241,45.590818253199998
,138,22056.939076400001795,46.367543811200001
,139,9390.681988300000739,100.000014766000007
,140,34692.371170799997344,85.369517798700002
,142,2719.858091709999826,67.518152404000006
,143,20295.305440000000090,25.357456870800000
,144,642.337436885999978,5.889945747070000
,145,2426.545330500000091,9.673108305590000
,146,28462.041881799999828,41.837674937199999
,147,16660.587256999999227,63.598830148300003
,148,9992.214550279999457,91.820259802899997
,149,26241.541814000000159,74.100516855999999
,150,23458.352906600001006,100.000013000999999
,151,9855.772970699999860,22.747219182300000
,152,12394.309179199999562,92.702379741800002
,153,40595.378810700000031,99.999978361900006
,154,49044.201713599999493,94.614276204399999
,155,30237.207957200000237,99.999989861200007
