date,time,temperature
"6/7/2008	","	3:55:08","	9.92"
"6/7/2008	","	4:10:08","	9.92"
"6/7/2008	","	4:25:08","	9.92"
"6/7/2008	","	4:40:08","	9.63"
"6/7/2008	","	4:55:08","	9.63"
"6/7/2008	","	5:10:08","	9.63"
"6/7/2008	","	5:25:08","	9.63"
"6/7/2008	","	5:40:08","	9.63"
"6/7/2008	","	5:55:08","	9.63"
"6/7/2008	","	6:10:08","	9.63"
"6/7/2008	","	6:25:08","	9.34"
"6/7/2008	","	6:40:08","	9.34"
"6/7/2008	","	6:55:08","	9.34"
"6/7/2008	","	7:10:08","	9.34"
"6/7/2008	","	7:25:08","	9.34"
"6/7/2008	","	7:40:08","	9.34"
"6/7/2008	","	7:55:08","	9.34"
"6/7/2008	","	8:10:08","	9.06"
"6/7/2008	","	8:25:08","	9.06"
"6/7/2008	","	8:40:08","	9.06"
"6/7/2008	","	8:55:08","	9.06"
"6/7/2008	","	9:10:08","	9.06"
"6/7/2008	","	9:25:08","	9.06"
"6/7/2008	","	9:40:08","	9.06"
"6/7/2008	","	9:55:08","	9.06"
"6/7/2008	",10:10:08,"	9.06"
"6/7/2008	",10:25:08,"	9.06"
"6/7/2008	",10:40:08,"	9.06"
"6/7/2008	",10:55:08,"	9.06"
"6/7/2008	",11:10:08,"	9.06"
"6/7/2008	",11:25:08,"	9.06"
"6/7/2008	",11:40:08,"	9.06"
"6/7/2008	",11:55:08,"	9.06"
"6/7/2008	",12:10:08,"	9.06"
"6/7/2008	",12:25:08,"	9.06"
"6/7/2008	",12:40:08,"	9.06"
"6/7/2008	",12:55:08,"	9.06"
"6/7/2008	",13:10:08,"	9.06"
"6/7/2008	",13:25:08,"	9.06"
"6/7/2008	",13:40:08,"	9.06"
"6/7/2008	",13:55:08,"	9.06"
"6/7/2008	",14:10:08,"	9.06"
"6/7/2008	",14:25:08,"	9.06"
"6/7/2008	",14:40:08,"	9.06"
"6/7/2008	",14:55:08,"	9.06"
"6/7/2008	",15:10:08,"	9.06"
"6/7/2008	",15:25:08,"	9.06"
"6/7/2008	",15:40:08,"	9.06"
"6/7/2008	",15:55:08,"	9.06"
"6/7/2008	",16:10:08,"	9.06"
"6/7/2008	",16:25:08,"	9.06"
"6/7/2008	",16:40:08,"	9.06"
"6/7/2008	",16:55:08,"	9.06"
"6/7/2008	",17:10:08,"	9.06"
"6/7/2008	",17:25:08,"	9.06"
"6/7/2008	",17:40:08,"	9.06"
"6/7/2008	",17:55:08,"	9.06"
"6/7/2008	",18:10:08,"	9.06"
"6/7/2008	",18:25:08,"	9.06"
"6/7/2008	",18:40:08,"	9.06"
"6/7/2008	",18:55:08,"	9.06"
"6/7/2008	",19:10:08,"	9.06"
"6/7/2008	",19:25:08,"	9.06"
"6/7/2008	",19:40:08,"	9.06"
"6/7/2008	",19:55:08,"	9.06"
"6/7/2008	",20:10:08,"	9.06"
"6/7/2008	",20:25:08,"	9.06"
"6/7/2008	",20:40:08,"	9.06"
"6/7/2008	",20:55:08,"	9.06"
"6/7/2008	",21:10:08,"	9.06"
"6/7/2008	",21:25:08,"	9.06"
"6/7/2008	",21:40:08,"	9.06"
"6/7/2008	",21:55:08,"	9.06"
"6/7/2008	",22:10:08,"	9.06"
"6/7/2008	",22:25:08,"	9.06"
"6/7/2008	",22:40:08,"	9.06"
"6/7/2008	",22:55:08,"	9.06"
"6/7/2008	",23:10:08,"	9.06"
"6/7/2008	",23:25:08,"	9.06"
"6/7/2008	",23:40:08,"	9.06"
"6/7/2008	",23:55:08,"	9.06"
"6/8/2008	","	0:10:08","	9.06"
"6/8/2008	","	0:25:08","	9.06"
"6/8/2008	","	0:40:08","	9.06"
"6/8/2008	","	0:55:08","	9.06"
"6/8/2008	","	1:10:08","	9.06"
"6/8/2008	","	1:25:08","	9.06"
"6/8/2008	","	1:40:08","	9.06"
"6/8/2008	","	1:55:08","	9.34"
"6/8/2008	","	2:10:08","	9.34"
"6/8/2008	","	2:25:08","	9.34"
"6/8/2008	","	2:40:08","	9.34"
"6/8/2008	","	2:55:08","	9.34"
"6/8/2008	","	3:10:08","	9.34"
"6/8/2008	","	3:25:08","	9.34"
"6/8/2008	","	3:40:08","	9.34"
"6/8/2008	","	3:55:08","	9.34"
"6/8/2008	","	4:10:08","	9.34"
"6/8/2008	","	4:25:08","	9.34"
"6/8/2008	","	4:40:08","	9.34"
"6/8/2008	","	4:55:08","	9.34"
"6/8/2008	","	5:10:08","	9.34"
"6/8/2008	","	5:25:08","	9.34"
"6/8/2008	","	5:40:08","	9.34"
"6/8/2008	","	5:55:08","	9.34"
"6/8/2008	","	6:10:08","	9.34"
"6/8/2008	","	6:25:08","	9.34"
"6/8/2008	","	6:40:08","	9.34"
"6/8/2008	","	6:55:08","	9.34"
"6/8/2008	","	7:10:08","	9.34"
"6/8/2008	","	7:25:08","	9.34"
"6/8/2008	","	7:40:08","	9.34"
"6/8/2008	","	7:55:08","	9.34"
"6/8/2008	","	8:10:08","	9.34"
"6/8/2008	","	8:25:08","	9.34"
"6/8/2008	","	8:40:08","	9.34"
"6/8/2008	","	8:55:08","	9.34"
"6/8/2008	","	9:10:08","	9.34"
"6/8/2008	","	9:25:08","	9.34"
"6/8/2008	","	9:40:08","	9.34"
"6/8/2008	","	9:55:08","	9.34"
"6/8/2008	",10:10:08,"	9.34"
"6/8/2008	",10:25:08,"	9.34"
"6/8/2008	",10:40:08,"	9.34"
"6/8/2008	",10:55:08,"	9.34"
"6/8/2008	",11:10:08,"	9.34"
"6/8/2008	",11:25:08,"	9.34"
"6/8/2008	",11:40:08,"	9.34"
"6/8/2008	",11:55:08,"	9.34"
"6/8/2008	",12:10:08,"	9.34"
"6/8/2008	",12:25:08,"	9.34"
"6/8/2008	",12:40:08,"	9.34"
"6/8/2008	",12:55:08,"	9.34"
"6/8/2008	",13:10:08,"	9.34"
"6/8/2008	",13:25:08,"	9.34"
"6/8/2008	",13:40:08,"	9.34"
"6/8/2008	",13:55:08,"	9.34"
"6/8/2008	",14:10:08,"	9.34"
"6/8/2008	",14:25:08,"	9.34"
"6/8/2008	",14:40:08,"	9.34"
"6/8/2008	",14:55:08,"	9.34"
"6/8/2008	",15:10:08,"	9.34"
"6/8/2008	",15:25:08,"	9.34"
"6/8/2008	",15:40:08,"	9.34"
"6/8/2008	",15:55:08,"	9.34"
"6/8/2008	",16:10:08,"	9.34"
"6/8/2008	",16:25:08,"	9.34"
"6/8/2008	",16:40:08,"	9.34"
"6/8/2008	",16:55:08,"	9.34"
"6/8/2008	",17:10:08,"	9.34"
"6/8/2008	",17:25:08,"	9.34"
"6/8/2008	",17:40:08,"	9.34"
"6/8/2008	",17:55:08,"	9.34"
"6/8/2008	",18:10:08,"	9.34"
"6/8/2008	",18:25:08,"	9.34"
"6/8/2008	",18:40:08,"	9.34"
"6/8/2008	",18:55:08,"	9.34"
"6/8/2008	",19:10:08,"	9.06"
"6/8/2008	",19:25:08,"	9.34"
"6/8/2008	",19:40:08,"	9.34"
"6/8/2008	",19:55:08,"	9.34"
"6/8/2008	",20:10:08,"	9.34"
"6/8/2008	",20:25:08,"	9.34"
"6/8/2008	",20:40:08,"	9.34"
"6/8/2008	",20:55:08,"	9.34"
"6/8/2008	",21:10:08,"	9.34"
"6/8/2008	",21:25:08,"	9.34"
"6/8/2008	",21:40:08,"	9.34"
"6/8/2008	",21:55:08,"	9.34"
"6/8/2008	",22:10:08,"	9.34"
"6/8/2008	",22:25:08,"	9.34"
"6/8/2008	",22:40:08,"	9.34"
"6/8/2008	",22:55:08,"	9.34"
"6/8/2008	",23:10:08,"	9.34"
"6/8/2008	",23:25:08,"	9.34"
"6/8/2008	",23:40:08,"	9.34"
"6/8/2008	",23:55:08,"	9.34"
"6/9/2008	","	0:10:08","	9.34"
"6/9/2008	","	0:25:08","	9.34"
"6/9/2008	","	0:40:08","	9.34"
"6/9/2008	","	0:55:08","	9.34"
"6/9/2008	","	1:10:08","	9.34"
"6/9/2008	","	1:25:08","	9.34"
"6/9/2008	","	1:40:08","	9.34"
"6/9/2008	","	1:55:08","	9.34"
"6/9/2008	","	2:10:08","	9.34"
"6/9/2008	","	2:25:08","	9.34"
"6/9/2008	","	2:40:08","	9.34"
"6/9/2008	","	2:55:08","	9.63"
"6/9/2008	","	3:10:08","	9.63"
"6/9/2008	","	3:25:08","	9.63"
"6/9/2008	","	3:40:08","	9.63"
"6/9/2008	","	3:55:08","	9.63"
"6/9/2008	","	4:10:08","	9.63"
"6/9/2008	","	4:25:08","	9.63"
"6/9/2008	","	4:40:08","	9.63"
"6/9/2008	","	4:55:08","	9.63"
"6/9/2008	","	5:10:08","	9.63"
"6/9/2008	","	5:25:08","	9.63"
"6/9/2008	","	5:40:08","	9.63"
"6/9/2008	","	5:55:08","	9.63"
"6/9/2008	","	6:10:08","	9.63"
"6/9/2008	","	6:25:08","	9.63"
"6/9/2008	","	6:40:08","	9.63"
"6/9/2008	","	6:55:08","	9.63"
"6/9/2008	","	7:10:08","	9.63"
"6/9/2008	","	7:25:08","	9.63"
"6/9/2008	","	7:40:08","	9.63"
"6/9/2008	","	7:55:08","	9.34"
"6/9/2008	","	8:10:08","	9.34"
"6/9/2008	","	8:25:08","	9.34"
"6/9/2008	","	8:40:08","	9.34"
"6/9/2008	","	8:55:08","	9.34"
"6/9/2008	","	9:10:08","	9.34"
"6/9/2008	","	9:25:08","	9.34"
"6/9/2008	","	9:40:08","	9.34"
"6/9/2008	","	9:55:08","	9.34"
"6/9/2008	",10:10:08,"	9.34"
"6/9/2008	",10:25:08,"	9.34"
"6/9/2008	",10:40:08,"	9.34"
"6/9/2008	",10:55:08,"	9.34"
"6/9/2008	",11:10:08,"	9.34"
"6/9/2008	",11:25:08,"	9.34"
"6/9/2008	",11:40:08,"	9.34"
"6/9/2008	",11:55:08,"	9.34"
"6/9/2008	",12:10:08,"	9.34"
"6/9/2008	",12:25:08,"	9.34"
"6/9/2008	",12:40:08,"	9.34"
"6/9/2008	",12:55:08,"	9.34"
"6/9/2008	",13:10:08,"	9.34"
"6/9/2008	",13:25:08,"	9.34"
"6/9/2008	",13:40:08,"	9.34"
"6/9/2008	",13:55:08,"	9.34"
"6/9/2008	",14:10:08,"	9.34"
"6/9/2008	",14:25:08,"	9.34"
"6/9/2008	",14:40:08,"	9.34"
"6/9/2008	",14:55:08,"	9.34"
"6/9/2008	",15:10:08,"	9.34"
"6/9/2008	",15:25:08,"	9.34"
"6/9/2008	",15:40:08,"	9.34"
"6/9/2008	",15:55:08,"	9.34"
"6/9/2008	",16:10:08,"	9.34"
"6/9/2008	",16:25:08,"	9.34"
"6/9/2008	",16:40:08,"	9.34"
"6/9/2008	",16:55:08,"	9.34"
"6/9/2008	",17:10:08,"	9.34"
"6/9/2008	",17:25:08,"	9.34"
"6/9/2008	",17:40:08,"	9.34"
"6/9/2008	",17:55:08,"	9.34"
"6/9/2008	",18:10:08,"	9.34"
"6/9/2008	",18:25:08,"	9.34"
"6/9/2008	",18:40:08,"	9.34"
"6/9/2008	",18:55:08,"	9.34"
"6/9/2008	",19:10:08,"	9.34"
"6/9/2008	",19:25:08,"	9.34"
"6/9/2008	",19:40:08,"	9.34"
"6/9/2008	",19:55:08,"	9.34"
"6/9/2008	",20:10:08,"	9.34"
"6/9/2008	",20:25:08,"	9.34"
"6/9/2008	",20:40:08,"	9.34"
"6/9/2008	",20:55:08,"	9.34"
"6/9/2008	",21:10:08,"	9.34"
"6/9/2008	",21:25:08,"	9.34"
"6/9/2008	",21:40:08,"	9.34"
"6/9/2008	",21:55:08,"	9.34"
"6/9/2008	",22:10:08,"	9.34"
"6/9/2008	",22:25:08,"	9.34"
"6/9/2008	",22:40:08,"	9.34"
"6/9/2008	",22:55:08,"	9.34"
"6/9/2008	",23:10:08,"	9.34"
"6/9/2008	",23:25:08,"	9.34"
"6/9/2008	",23:40:08,"	9.34"
"6/9/2008	",23:55:08,"	9.34"
"6/10/2008	","	0:10:08","	9.34"
"6/10/2008	","	0:25:08","	9.34"
"6/10/2008	","	0:40:08","	9.34"
"6/10/2008	","	0:55:08","	9.34"
"6/10/2008	","	1:10:08","	9.63"
"6/10/2008	","	1:25:08","	9.63"
"6/10/2008	","	1:40:08","	9.63"
"6/10/2008	","	1:55:08","	9.63"
"6/10/2008	","	2:10:08","	9.63"
"6/10/2008	","	2:25:08","	9.63"
"6/10/2008	","	2:40:08","	9.63"
"6/10/2008	","	2:55:08","	9.63"
"6/10/2008	","	3:10:08","	9.63"
"6/10/2008	","	3:25:08","	9.63"
"6/10/2008	","	3:40:08","	9.63"
"6/10/2008	","	3:55:08","	9.92"
"6/10/2008	","	4:10:08","	9.92"
"6/10/2008	","	4:25:08","	9.92"
"6/10/2008	","	4:40:08","	9.92"
"6/10/2008	","	4:55:08","	9.92"
"6/10/2008	","	5:10:08","	9.92"
"6/10/2008	","	5:25:08","	9.92"
"6/10/2008	","	5:40:08","	9.92"
"6/10/2008	","	5:55:08","	9.63"
"6/10/2008	","	6:10:08","	9.63"
"6/10/2008	","	6:25:08","	9.63"
"6/10/2008	","	6:40:08","	9.63"
"6/10/2008	","	6:55:08","	9.63"
"6/10/2008	","	7:10:08","	9.63"
"6/10/2008	","	7:25:08","	9.63"
"6/10/2008	","	7:40:08","	9.63"
"6/10/2008	","	7:55:08","	9.63"
"6/10/2008	","	8:10:08","	9.63"
"6/10/2008	","	8:25:08","	9.63"
"6/10/2008	","	8:40:08","	9.63"
"6/10/2008	","	8:55:08","	9.63"
"6/10/2008	","	9:10:08","	9.63"
"6/10/2008	","	9:25:08","	9.63"
"6/10/2008	","	9:40:08","	9.63"
"6/10/2008	","	9:55:08","	9.63"
"6/10/2008	",10:10:08,"	9.63"
"6/10/2008	",10:25:08,"	9.63"
"6/10/2008	",10:40:08,"	9.34"
"6/10/2008	",10:55:08,"	9.34"
"6/10/2008	",11:10:08,"	9.34"
"6/10/2008	",11:25:08,"	9.34"
"6/10/2008	",11:40:08,"	9.34"
"6/10/2008	",11:55:08,"	9.34"
"6/10/2008	",12:10:08,"	9.34"
"6/10/2008	",12:25:08,"	9.63"
"6/10/2008	",12:40:08,"	9.63"
"6/10/2008	",12:55:08,"	9.63"
"6/10/2008	",13:10:08,"	9.63"
"6/10/2008	",13:25:08,"	9.63"
"6/10/2008	",13:40:08,"	9.63"
"6/10/2008	",13:55:08,"	9.63"
"6/10/2008	",14:10:08,"	9.63"
"6/10/2008	",14:25:08,"	9.63"
"6/10/2008	",14:40:08,"	9.63"
"6/10/2008	",14:55:08,"	9.63"
"6/10/2008	",15:10:08,"	9.63"
"6/10/2008	",15:25:08,"	9.63"
"6/10/2008	",15:40:08,"	9.34"
"6/10/2008	",15:55:08,"	9.34"
"6/10/2008	",16:10:08,"	9.34"
"6/10/2008	",16:25:08,"	9.34"
"6/10/2008	",16:40:08,"	9.34"
"6/10/2008	",16:55:08,"	9.34"
"6/10/2008	",17:10:08,"	9.34"
"6/10/2008	",17:25:08,"	9.34"
"6/10/2008	",17:40:08,"	9.34"
"6/10/2008	",17:55:08,"	9.34"
"6/10/2008	",18:10:08,"	9.34"
"6/10/2008	",18:25:08,"	9.34"
"6/10/2008	",18:40:08,"	9.34"
"6/10/2008	",18:55:08,"	9.34"
"6/10/2008	",19:10:08,"	9.34"
"6/10/2008	",19:25:08,"	9.34"
"6/10/2008	",19:40:08,"	9.34"
"6/10/2008	",19:55:08,"	9.34"
"6/10/2008	",20:10:08,"	9.34"
"6/10/2008	",20:25:08,"	9.34"
"6/10/2008	",20:40:08,"	9.34"
"6/10/2008	",20:55:08,"	9.34"
"6/10/2008	",21:10:08,"	9.34"
"6/10/2008	",21:25:08,"	9.34"
"6/10/2008	",21:40:08,"	9.34"
"6/10/2008	",21:55:08,"	9.34"
"6/10/2008	",22:10:08,"	9.34"
"6/10/2008	",22:25:08,"	9.34"
"6/10/2008	",22:40:08,"	9.34"
"6/10/2008	",22:55:08,"	9.63"
"6/10/2008	",23:10:08,"	9.63"
"6/10/2008	",23:25:08,"	9.63"
"6/10/2008	",23:40:08,"	9.63"
"6/10/2008	",23:55:08,"	9.63"
"6/11/2008	","	0:10:08","	9.92"
"6/11/2008	","	0:25:08","	9.92"
"6/11/2008	","	0:40:08","	9.92"
"6/11/2008	","	0:55:08","	9.92"
"6/11/2008	","	1:10:08","	9.92"
"6/11/2008	","	1:25:08","	9.92"
"6/11/2008	","	1:40:08","	9.92"
"6/11/2008	","	1:55:08","	9.92"
"6/11/2008	","	2:10:08","	9.92"
"6/11/2008	","	2:25:08","	9.92"
"6/11/2008	","	2:40:08","	9.92"
"6/11/2008	","	2:55:08","	9.92"
"6/11/2008	","	3:10:08","	9.92"
"6/11/2008	","	3:25:08","	9.92"
"6/11/2008	","	3:40:08","	9.92"
"6/11/2008	","	3:55:08","	9.92"
"6/11/2008	","	4:10:08","	9.92"
"6/11/2008	","	4:25:08","	9.92"
"6/11/2008	","	4:40:08","	9.92"
"6/11/2008	","	4:55:08","	9.92"
"6/11/2008	","	5:10:08","	9.92"
"6/11/2008	","	5:25:08","	9.92"
"6/11/2008	","	5:40:08","	9.92"
"6/11/2008	","	5:55:08","	9.92"
"6/11/2008	","	6:10:08","	9.92"
"6/11/2008	","	6:25:08","	9.92"
"6/11/2008	","	6:40:08","	9.63"
"6/11/2008	","	6:55:08","	9.63"
"6/11/2008	","	7:10:08","	9.63"
"6/11/2008	","	7:25:08","	9.63"
"6/11/2008	","	7:40:08","	9.63"
"6/11/2008	","	7:55:08","	9.63"
"6/11/2008	","	8:10:08","	9.63"
"6/11/2008	","	8:25:08","	9.63"
"6/11/2008	","	8:40:08","	9.63"
"6/11/2008	","	8:55:08","	9.63"
"6/11/2008	","	9:10:08","	9.63"
"6/11/2008	","	9:25:08","	9.63"
"6/11/2008	","	9:40:08","	9.63"
"6/11/2008	","	9:55:08","	9.63"
"6/11/2008	",10:10:08,"	9.63"
"6/11/2008	",10:25:08,"	9.63"
"6/11/2008	",10:40:08,"	9.63"
"6/11/2008	",10:55:08,"	9.63"
"6/11/2008	",11:10:08,"	9.63"
"6/11/2008	",11:25:08,"	9.63"
"6/11/2008	",11:40:08,"	9.63"
"6/11/2008	",11:55:08,"	9.63"
"6/11/2008	",12:10:08,"	9.63"
"6/11/2008	",12:25:08,"	9.63"
"6/11/2008	",12:40:08,"	9.63"
"6/11/2008	",12:55:08,"	9.63"
"6/11/2008	",13:10:08,"	9.63"
"6/11/2008	",13:25:08,"	9.63"
"6/11/2008	",13:40:08,"	9.63"
"6/11/2008	",13:55:08,"	9.34"
"6/11/2008	",14:10:08,"	9.34"
"6/11/2008	",14:25:08,"	9.34"
"6/11/2008	",14:40:08,"	9.34"
"6/11/2008	",14:55:08,"	9.34"
"6/11/2008	",15:10:08,"	9.34"
"6/11/2008	",15:25:08,"	9.34"
"6/11/2008	",15:40:08,"	9.34"
"6/11/2008	",15:55:08,"	9.34"
"6/11/2008	",16:10:08,"	9.34"
"6/11/2008	",16:25:08,"	9.34"
"6/11/2008	",16:40:08,"	9.34"
"6/11/2008	",16:55:08,"	9.34"
"6/11/2008	",17:10:08,"	9.34"
"6/11/2008	",17:25:08,"	9.34"
"6/11/2008	",17:40:08,"	9.34"
"6/11/2008	",17:55:08,"	9.34"
"6/11/2008	",18:10:08,"	9.34"
"6/11/2008	",18:25:08,"	9.34"
"6/11/2008	",18:40:08,"	9.63"
"6/11/2008	",18:55:08,"	9.34"
"6/11/2008	",19:10:08,"	9.34"
"6/11/2008	",19:25:08,"	9.63"
"6/11/2008	",19:40:08,"	9.63"
"6/11/2008	",19:55:08,"	9.63"
"6/11/2008	",20:10:08,"	9.63"
"6/11/2008	",20:25:08,"	9.63"
"6/11/2008	",20:40:08,"	9.63"
"6/11/2008	",20:55:08,"	9.34"
"6/11/2008	",21:10:08,"	9.34"
"6/11/2008	",21:25:08,"	9.34"
"6/11/2008	",21:40:08,"	9.34"
"6/11/2008	",21:55:08,"	9.34"
"6/11/2008	",22:10:08,"	9.34"
"6/11/2008	",22:25:08,"	9.34"
"6/11/2008	",22:40:08,"	9.34"
"6/11/2008	",22:55:08,"	9.34"
"6/11/2008	",23:10:08,"	9.34"
"6/11/2008	",23:25:08,"	9.34"
"6/11/2008	",23:40:08,"	9.34"
"6/11/2008	",23:55:08,"	9.34"
"6/12/2008	","	0:10:08","	9.34"
"6/12/2008	","	0:25:08","	9.34"
"6/12/2008	","	0:40:08","	9.34"
"6/12/2008	","	0:55:08","	9.34"
"6/12/2008	","	1:10:08","	9.34"
"6/12/2008	","	1:25:08","	9.34"
"6/12/2008	","	1:40:08","	9.34"
"6/12/2008	","	1:55:08","	9.34"
"6/12/2008	","	2:10:08","	9.34"
"6/12/2008	","	2:25:08","	9.34"
"6/12/2008	","	2:40:08","	9.34"
"6/12/2008	","	2:55:08","	9.34"
"6/12/2008	","	3:10:08","	9.34"
"6/12/2008	","	3:25:08","	9.34"
"6/12/2008	","	3:40:08","	9.34"
"6/12/2008	","	3:55:08","	9.34"
"6/12/2008	","	4:10:08","	9.34"
"6/12/2008	","	4:25:08","	9.34"
"6/12/2008	","	4:40:08","	9.34"
"6/12/2008	","	4:55:08","	9.34"
"6/12/2008	","	5:10:08","	9.06"
"6/12/2008	","	5:25:08","	9.06"
"6/12/2008	","	5:40:08","	9.06"
"6/12/2008	","	5:55:08","	9.06"
"6/12/2008	","	6:10:08","	9.06"
"6/12/2008	","	6:25:08","	9.06"
"6/12/2008	","	6:40:08","	8.77"
"6/12/2008	","	6:55:08","	8.77"
"6/12/2008	","	7:10:08","	8.77"
"6/12/2008	","	7:25:08","	8.77"
"6/12/2008	","	7:40:08","	8.77"
"6/12/2008	","	7:55:08","	8.77"
"6/12/2008	","	8:10:08","	8.77"
"6/12/2008	","	8:25:08","	8.77"
"6/12/2008	","	8:40:08","	8.77"
"6/12/2008	","	8:55:08","	8.77"
"6/12/2008	","	9:10:08","	8.77"
"6/12/2008	","	9:25:08","	8.77"
"6/12/2008	","	9:40:08","	8.77"
"6/12/2008	","	9:55:08","	8.77"
"6/12/2008	",10:10:08,"	8.77"
"6/12/2008	",10:25:08,"	8.77"
"6/12/2008	",10:40:08,"	8.48"
"6/12/2008	",10:55:08,"	8.48"
"6/12/2008	",11:10:08,"	8.48"
"6/12/2008	",11:25:08,"	8.48"
"6/12/2008	",11:40:08,"	8.48"
"6/12/2008	",11:55:08,"	8.48"
"6/12/2008	",12:10:08,"	8.48"
"6/12/2008	",12:25:08,"	8.77"
"6/12/2008	",12:40:08,"	8.77"
"6/12/2008	",12:55:08,"	8.77"
"6/12/2008	",13:10:08,"	8.77"
"6/12/2008	",13:25:08,"	8.77"
"6/12/2008	",13:40:08,"	8.77"
"6/12/2008	",13:55:08,"	8.77"
"6/12/2008	",14:10:08,"	8.77"
"6/12/2008	",14:25:08,"	8.77"
"6/12/2008	",14:40:08,"	8.77"
"6/12/2008	",14:55:08,"	8.77"
"6/12/2008	",15:10:08,"	8.77"
"6/12/2008	",15:25:08,"	8.77"
"6/12/2008	",15:40:08,"	8.77"
"6/12/2008	",15:55:08,"	8.77"
"6/12/2008	",16:10:08,"	8.77"
"6/12/2008	",16:25:08,"	8.77"
"6/12/2008	",16:40:08,"	8.77"
"6/12/2008	",16:55:08,"	8.77"
"6/12/2008	",17:10:08,"	8.77"
"6/12/2008	",17:25:08,"	8.77"
"6/12/2008	",17:40:08,"	8.77"
"6/12/2008	",17:55:08,"	8.77"
"6/12/2008	",18:10:08,"	8.77"
"6/12/2008	",18:25:08,"	8.77"
"6/12/2008	",18:40:08,"	8.77"
"6/12/2008	",18:55:08,"	8.77"
"6/12/2008	",19:10:08,"	8.77"
"6/12/2008	",19:25:08,"	8.77"
"6/12/2008	",19:40:08,"	8.77"
"6/12/2008	",19:55:08,"	8.77"
"6/12/2008	",20:10:08,"	8.77"
"6/12/2008	",20:25:08,"	8.77"
"6/12/2008	",20:40:08,"	8.77"
"6/12/2008	",20:55:08,"	8.77"
"6/12/2008	",21:10:08,"	8.77"
"6/12/2008	",21:25:08,"	8.77"
"6/12/2008	",21:40:08,"	8.77"
"6/12/2008	",21:55:08,"	8.77"
"6/12/2008	",22:10:08,"	8.77"
"6/12/2008	",22:25:08,"	8.77"
"6/12/2008	",22:40:08,"	8.77"
"6/12/2008	",22:55:08,"	8.77"
"6/12/2008	",23:10:08,"	8.77"
"6/12/2008	",23:25:08,"	8.77"
"6/12/2008	",23:40:08,"	8.77"
"6/12/2008	",23:55:08,"	9.06"
"6/13/2008	","	0:10:08","	9.06"
"6/13/2008	","	0:25:08","	9.06"
"6/13/2008	","	0:40:08","	9.06"
"6/13/2008	","	0:55:08","	9.06"
"6/13/2008	","	1:10:08","	9.06"
"6/13/2008	","	1:25:08","	9.06"
"6/13/2008	","	1:40:08","	9.06"
"6/13/2008	","	1:55:08","	9.06"
"6/13/2008	","	2:10:08","	9.06"
"6/13/2008	","	2:25:08","	9.06"
"6/13/2008	","	2:40:08","	9.06"
"6/13/2008	","	2:55:08","	9.06"
"6/13/2008	","	3:10:08","	9.06"
"6/13/2008	","	3:25:08","	9.06"
"6/13/2008	","	3:40:08","	9.06"
"6/13/2008	","	3:55:08","	9.34"
"6/13/2008	","	4:10:08","	9.34"
"6/13/2008	","	4:25:08","	9.34"
"6/13/2008	","	4:40:08","	9.34"
"6/13/2008	","	4:55:08","	9.34"
"6/13/2008	","	5:10:08","	9.34"
"6/13/2008	","	5:25:08","	9.34"
"6/13/2008	","	5:40:08","	9.34"
"6/13/2008	","	5:55:08","	9.34"
"6/13/2008	","	6:10:08","	9.34"
"6/13/2008	","	6:25:08","	9.34"
"6/13/2008	","	6:40:08","	9.34"
"6/13/2008	","	6:55:08","	9.34"
"6/13/2008	","	7:10:08","	9.34"
"6/13/2008	","	7:25:08","	9.34"
"6/13/2008	","	7:40:08","	9.34"
"6/13/2008	","	7:55:08","	9.34"
"6/13/2008	","	8:10:08","	9.34"
"6/13/2008	","	8:25:08","	9.34"
"6/13/2008	","	8:40:08","	9.34"
"6/13/2008	","	8:55:08","	9.34"
"6/13/2008	","	9:10:08","	9.34"
"6/13/2008	","	9:25:08","	9.34"
"6/13/2008	","	9:40:08","	9.34"
"6/13/2008	","	9:55:08","	9.34"
"6/13/2008	",10:10:08,"	9.34"
"6/13/2008	",10:25:08,"	9.34"
"6/13/2008	",10:40:08,"	9.34"
"6/13/2008	",10:55:08,"	9.34"
"6/13/2008	",11:10:08,"	9.34"
"6/13/2008	",11:25:08,"	9.34"
"6/13/2008	",11:40:08,"	9.34"
"6/13/2008	",11:55:08,"	9.34"
"6/13/2008	",12:10:08,"	9.34"
"6/13/2008	",12:25:08,"	9.34"
"6/13/2008	",12:40:08,"	9.34"
"6/13/2008	",12:55:08,"	9.34"
"6/13/2008	",13:10:08,"	9.34"
"6/13/2008	",13:25:08,"	9.34"
"6/13/2008	",13:40:08,"	9.34"
"6/13/2008	",13:55:08,"	9.34"
"6/13/2008	",14:10:08,"	9.34"
"6/13/2008	",14:25:08,"	9.34"
"6/13/2008	",14:40:08,"	9.34"
"6/13/2008	",14:55:08,"	9.34"
"6/13/2008	",15:10:08,"	9.34"
"6/13/2008	",15:25:08,"	9.34"
"6/13/2008	",15:40:08,"	9.34"
"6/13/2008	",15:55:08,"	9.34"
"6/13/2008	",16:10:08,"	9.34"
"6/13/2008	",16:25:08,"	9.34"
"6/13/2008	",16:40:08,"	9.34"
"6/13/2008	",16:55:08,"	9.34"
"6/13/2008	",17:10:08,"	9.34"
"6/13/2008	",17:25:08,"	9.34"
"6/13/2008	",17:40:08,"	9.34"
"6/13/2008	",17:55:08,"	9.34"
"6/13/2008	",18:10:08,"	9.34"
"6/13/2008	",18:25:08,"	9.34"
"6/13/2008	",18:40:08,"	9.34"
