date,time,temperature
"5/17/2008	","	6:55:08","	3.85"
"5/17/2008	","	7:10:08","	3.85"
"5/17/2008	","	7:25:08","	3.85"
"5/17/2008	","	7:40:08","	3.85"
"5/17/2008	","	7:55:08","	3.85"
"5/17/2008	","	8:10:08","	3.85"
"5/17/2008	","	8:25:08","	3.85"
"5/17/2008	","	8:40:08","	3.85"
"5/17/2008	","	8:55:08","	3.85"
"5/17/2008	","	9:10:08","	3.85"
"5/17/2008	","	9:25:08","	3.85"
"5/17/2008	","	9:40:08","	3.85"
"5/17/2008	","	9:55:08","	4.14"
"5/17/2008	",10:10:08,"	4.14"
"5/17/2008	",10:25:08,"	4.14"
"5/17/2008	",10:40:08,"	4.14"
"5/17/2008	",10:55:08,"	4.43"
"5/17/2008	",11:10:08,"	4.43"
"5/17/2008	",11:25:08,"	4.72"
"5/17/2008	",11:40:08,"	4.72"
"5/17/2008	",11:55:08,"	4.43"
"5/17/2008	",12:10:08,"	4.72"
"5/17/2008	",12:25:08,"	4.72"
"5/17/2008	",12:40:08,"	5.01"
"5/17/2008	",12:55:08,"	5.01"
"5/17/2008	",13:10:08,"	5.3"
"5/17/2008	",13:25:08,"	5.3"
"5/17/2008	",13:40:08,"	5.58"
"5/17/2008	",13:55:08,"	5.58"
"5/17/2008	",14:10:08,"	5.87"
"5/17/2008	",14:25:08,"	5.87"
"5/17/2008	",14:40:08,"	6.16"
"5/17/2008	",14:55:08,"	6.16"
"5/17/2008	",15:10:08,"	6.45"
"5/17/2008	",15:25:08,"	6.45"
"5/17/2008	",15:40:08,"	6.74"
"5/17/2008	",15:55:08,"	7.03"
"5/17/2008	",16:10:08,"	7.03"
"5/17/2008	",16:25:08,"	7.03"
"5/17/2008	",16:40:08,"	7.32"
"5/17/2008	",16:55:08,"	7.32"
"5/17/2008	",17:10:08,"	7.61"
"5/17/2008	",17:25:08,"	7.61"
"5/17/2008	",17:40:08,"	7.61"
"5/17/2008	",17:55:08,"	7.9"
"5/17/2008	",18:10:08,"	7.9"
"5/17/2008	",18:25:08,"	7.9"
"5/17/2008	",18:40:08,"	7.9"
"5/17/2008	",18:55:08,"	8.19"
"5/17/2008	",19:10:08,"	8.19"
"5/17/2008	",19:25:08,"	8.19"
"5/17/2008	",19:40:08,"	8.19"
"5/17/2008	",19:55:08,"	8.19"
"5/17/2008	",20:10:08,"	8.19"
"5/17/2008	",20:25:08,"	8.19"
"5/17/2008	",20:40:08,"	8.19"
"5/17/2008	",20:55:08,"	8.19"
"5/17/2008	",21:10:08,"	8.19"
"5/17/2008	",21:25:08,"	7.9"
"5/17/2008	",21:40:08,"	7.9"
"5/17/2008	",21:55:08,"	7.9"
"5/17/2008	",22:10:08,"	7.9"
"5/17/2008	",22:25:08,"	7.9"
"5/17/2008	",22:40:08,"	7.9"
"5/17/2008	",22:55:08,"	7.61"
"5/17/2008	",23:10:08,"	7.61"
"5/17/2008	",23:25:08,"	7.61"
"5/17/2008	",23:40:08,"	7.32"
"5/17/2008	",23:55:08,"	7.32"
"5/18/2008	","	0:10:08","	7.03"
"5/18/2008	","	0:25:08","	7.03"
"5/18/2008	","	0:40:08","	7.03"
"5/18/2008	","	0:55:08","	6.74"
"5/18/2008	","	1:10:08","	6.74"
"5/18/2008	","	1:25:08","	6.45"
"5/18/2008	","	1:40:08","	6.45"
"5/18/2008	","	1:55:08","	6.45"
"5/18/2008	","	2:10:08","	6.16"
"5/18/2008	","	2:25:08","	6.16"
"5/18/2008	","	2:40:08","	6.16"
"5/18/2008	","	2:55:08","	5.87"
"5/18/2008	","	3:10:08","	5.87"
"5/18/2008	","	3:25:08","	5.87"
"5/18/2008	","	3:40:08","	5.58"
"5/18/2008	","	3:55:08","	5.58"
"5/18/2008	","	4:10:08","	5.58"
"5/18/2008	","	4:25:08","	5.3"
"5/18/2008	","	4:40:08","	5.3"
"5/18/2008	","	4:55:08","	5.3"
"5/18/2008	","	5:10:08","	5.3"
"5/18/2008	","	5:25:08","	5.01"
"5/18/2008	","	5:40:08","	5.01"
"5/18/2008	","	5:55:08","	5.01"
"5/18/2008	","	6:10:08","	5.01"
"5/18/2008	","	6:25:08","	4.72"
"5/18/2008	","	6:40:08","	4.72"
"5/18/2008	","	6:55:08","	4.72"
"5/18/2008	","	7:10:08","	4.72"
"5/18/2008	","	7:25:08","	4.72"
"5/18/2008	","	7:40:08","	4.72"
"5/18/2008	","	7:55:08","	4.72"
"5/18/2008	","	8:10:08","	4.72"
"5/18/2008	","	8:25:08","	4.72"
"5/18/2008	","	8:40:08","	4.72"
"5/18/2008	","	8:55:08","	4.72"
"5/18/2008	","	9:10:08","	4.72"
"5/18/2008	","	9:25:08","	4.72"
"5/18/2008	","	9:40:08","	4.72"
"5/18/2008	","	9:55:08","	4.72"
"5/18/2008	",10:10:08,"	4.72"
"5/18/2008	",10:25:08,"	5.01"
"5/18/2008	",10:40:08,"	5.01"
"5/18/2008	",10:55:08,"	5.01"
"5/18/2008	",11:10:08,"	5.01"
"5/18/2008	",11:25:08,"	5.01"
"5/18/2008	",11:40:08,"	5.01"
"5/18/2008	",11:55:08,"	5.3"
"5/18/2008	",12:10:08,"	5.3"
"5/18/2008	",12:25:08,"	5.3"
"5/18/2008	",12:40:08,"	5.58"
"5/18/2008	",12:55:08,"	5.58"
"5/18/2008	",13:10:08,"	5.58"
"5/18/2008	",13:25:08,"	5.87"
"5/18/2008	",13:40:08,"	5.87"
"5/18/2008	",13:55:08,"	5.87"
"5/18/2008	",14:10:08,"	6.16"
"5/18/2008	",14:25:08,"	6.16"
"5/18/2008	",14:40:08,"	6.16"
"5/18/2008	",14:55:08,"	6.45"
"5/18/2008	",15:10:08,"	6.45"
"5/18/2008	",15:25:08,"	6.45"
"5/18/2008	",15:40:08,"	6.74"
"5/18/2008	",15:55:08,"	6.74"
"5/18/2008	",16:10:08,"	7.03"
"5/18/2008	",16:25:08,"	7.03"
"5/18/2008	",16:40:08,"	7.03"
"5/18/2008	",16:55:08,"	7.03"
"5/18/2008	",17:10:08,"	7.03"
"5/18/2008	",17:25:08,"	7.03"
"5/18/2008	",17:40:08,"	7.32"
"5/18/2008	",17:55:08,"	7.32"
"5/18/2008	",18:10:08,"	7.32"
"5/18/2008	",18:25:08,"	7.32"
"5/18/2008	",18:40:08,"	7.32"
"5/18/2008	",18:55:08,"	7.61"
"5/18/2008	",19:10:08,"	7.61"
"5/18/2008	",19:25:08,"	7.61"
"5/18/2008	",19:40:08,"	7.61"
"5/18/2008	",19:55:08,"	7.61"
"5/18/2008	",20:10:08,"	7.61"
"5/18/2008	",20:25:08,"	7.61"
"5/18/2008	",20:40:08,"	7.61"
"5/18/2008	",20:55:08,"	7.61"
"5/18/2008	",21:10:08,"	7.61"
"5/18/2008	",21:25:08,"	7.61"
"5/18/2008	",21:40:08,"	7.61"
"5/18/2008	",21:55:08,"	7.61"
"5/18/2008	",22:10:08,"	7.61"
"5/18/2008	",22:25:08,"	7.61"
"5/18/2008	",22:40:08,"	7.61"
"5/18/2008	",22:55:08,"	7.32"
"5/18/2008	",23:10:08,"	7.32"
"5/18/2008	",23:25:08,"	7.32"
"5/18/2008	",23:40:08,"	7.32"
"5/18/2008	",23:55:08,"	7.32"
"5/19/2008	","	0:10:08","	7.32"
"5/19/2008	","	0:25:08","	7.03"
"5/19/2008	","	0:40:08","	7.03"
"5/19/2008	","	0:55:08","	7.03"
"5/19/2008	","	1:10:08","	7.03"
"5/19/2008	","	1:25:08","	7.03"
"5/19/2008	","	1:40:08","	6.74"
"5/19/2008	","	1:55:08","	6.74"
"5/19/2008	","	2:10:08","	6.74"
"5/19/2008	","	2:25:08","	6.74"
"5/19/2008	","	2:40:08","	6.45"
"5/19/2008	","	2:55:08","	6.45"
"5/19/2008	","	3:10:08","	6.45"
"5/19/2008	","	3:25:08","	6.45"
"5/19/2008	","	3:40:08","	6.45"
"5/19/2008	","	3:55:08","	6.45"
"5/19/2008	","	4:10:08","	6.16"
"5/19/2008	","	4:25:08","	6.16"
"5/19/2008	","	4:40:08","	6.16"
"5/19/2008	","	4:55:08","	6.16"
"5/19/2008	","	5:10:08","	6.16"
"5/19/2008	","	5:25:08","	6.16"
"5/19/2008	","	5:40:08","	6.16"
"5/19/2008	","	5:55:08","	5.87"
"5/19/2008	","	6:10:08","	5.87"
"5/19/2008	","	6:25:08","	5.87"
"5/19/2008	","	6:40:08","	5.87"
"5/19/2008	","	6:55:08","	5.87"
"5/19/2008	","	7:10:08","	5.87"
"5/19/2008	","	7:25:08","	5.87"
"5/19/2008	","	7:40:08","	5.87"
"5/19/2008	","	7:55:08","	5.87"
"5/19/2008	","	8:10:08","	5.87"
"5/19/2008	","	8:25:08","	5.87"
"5/19/2008	","	8:40:08","	5.87"
"5/19/2008	","	8:55:08","	5.87"
"5/19/2008	","	9:10:08","	5.87"
"5/19/2008	","	9:25:08","	5.87"
"5/19/2008	","	9:40:08","	5.87"
"5/19/2008	","	9:55:08","	5.87"
"5/19/2008	",10:10:08,"	5.87"
"5/19/2008	",10:25:08,"	5.87"
"5/19/2008	",10:40:08,"	5.87"
"5/19/2008	",10:55:08,"	5.87"
"5/19/2008	",11:10:08,"	5.87"
"5/19/2008	",11:25:08,"	5.87"
"5/19/2008	",11:40:08,"	5.87"
"5/19/2008	",11:55:08,"	6.16"
"5/19/2008	",12:10:08,"	6.16"
"5/19/2008	",12:25:08,"	6.16"
"5/19/2008	",12:40:08,"	6.45"
"5/19/2008	",12:55:08,"	6.45"
"5/19/2008	",13:10:08,"	6.45"
"5/19/2008	",13:25:08,"	6.74"
"5/19/2008	",13:40:08,"	6.74"
"5/19/2008	",13:55:08,"	6.74"
"5/19/2008	",14:10:08,"	6.74"
"5/19/2008	",14:25:08,"	7.03"
"5/19/2008	",14:40:08,"	7.03"
"5/19/2008	",14:55:08,"	7.03"
"5/19/2008	",15:10:08,"	7.32"
"5/19/2008	",15:25:08,"	7.32"
"5/19/2008	",15:40:08,"	7.32"
"5/19/2008	",15:55:08,"	7.61"
"5/19/2008	",16:10:08,"	7.61"
"5/19/2008	",16:25:08,"	7.61"
"5/19/2008	",16:40:08,"	7.61"
"5/19/2008	",16:55:08,"	7.9"
"5/19/2008	",17:10:08,"	7.9"
"5/19/2008	",17:25:08,"	7.9"
"5/19/2008	",17:40:08,"	8.19"
"5/19/2008	",17:55:08,"	8.19"
"5/19/2008	",18:10:08,"	8.19"
"5/19/2008	",18:25:08,"	8.19"
"5/19/2008	",18:40:08,"	8.19"
"5/19/2008	",18:55:08,"	8.48"
"5/19/2008	",19:10:08,"	8.48"
"5/19/2008	",19:25:08,"	8.48"
"5/19/2008	",19:40:08,"	8.48"
"5/19/2008	",19:55:08,"	8.48"
"5/19/2008	",20:10:08,"	8.48"
"5/19/2008	",20:25:08,"	8.77"
"5/19/2008	",20:40:08,"	8.77"
"5/19/2008	",20:55:08,"	8.77"
"5/19/2008	",21:10:08,"	8.77"
"5/19/2008	",21:25:08,"	8.77"
"5/19/2008	",21:40:08,"	8.77"
"5/19/2008	",21:55:08,"	8.77"
"5/19/2008	",22:10:08,"	8.77"
"5/19/2008	",22:25:08,"	8.77"
"5/19/2008	",22:40:08,"	8.77"
"5/19/2008	",22:55:08,"	8.77"
"5/19/2008	",23:10:08,"	8.77"
"5/19/2008	",23:25:08,"	8.48"
"5/19/2008	",23:40:08,"	8.48"
"5/19/2008	",23:55:08,"	8.48"
"5/20/2008	","	0:10:08","	8.19"
"5/20/2008	","	0:25:08","	8.19"
"5/20/2008	","	0:40:08","	8.19"
"5/20/2008	","	0:55:08","	7.9"
"5/20/2008	","	1:10:08","	7.9"
"5/20/2008	","	1:25:08","	7.9"
"5/20/2008	","	1:40:08","	7.61"
"5/20/2008	","	1:55:08","	7.61"
"5/20/2008	","	2:10:08","	7.61"
"5/20/2008	","	2:25:08","	7.32"
"5/20/2008	","	2:40:08","	7.32"
"5/20/2008	","	2:55:08","	7.32"
"5/20/2008	","	3:10:08","	7.03"
"5/20/2008	","	3:25:08","	7.03"
"5/20/2008	","	3:40:08","	6.74"
"5/20/2008	","	3:55:08","	6.74"
"5/20/2008	","	4:10:08","	6.74"
"5/20/2008	","	4:25:08","	6.45"
"5/20/2008	","	4:40:08","	6.45"
"5/20/2008	","	4:55:08","	6.45"
"5/20/2008	","	5:10:08","	6.16"
"5/20/2008	","	5:25:08","	6.16"
"5/20/2008	","	5:40:08","	6.16"
"5/20/2008	","	5:55:08","	6.16"
"5/20/2008	","	6:10:08","	5.87"
"5/20/2008	","	6:25:08","	5.87"
"5/20/2008	","	6:40:08","	5.87"
"5/20/2008	","	6:55:08","	5.87"
"5/20/2008	","	7:10:08","	5.58"
"5/20/2008	","	7:25:08","	5.58"
"5/20/2008	","	7:40:08","	5.58"
"5/20/2008	","	7:55:08","	5.58"
"5/20/2008	","	8:10:08","	5.58"
"5/20/2008	","	8:25:08","	5.58"
"5/20/2008	","	8:40:08","	5.58"
"5/20/2008	","	8:55:08","	5.58"
"5/20/2008	","	9:10:08","	5.58"
"5/20/2008	","	9:25:08","	5.58"
"5/20/2008	","	9:40:08","	5.58"
"5/20/2008	","	9:55:08","	5.58"
"5/20/2008	",10:10:08,"	5.58"
"5/20/2008	",10:25:08,"	5.58"
"5/20/2008	",10:40:08,"	5.58"
"5/20/2008	",10:55:08,"	5.58"
"5/20/2008	",11:10:08,"	5.58"
"5/20/2008	",11:25:08,"	5.87"
"5/20/2008	",11:40:08,"	5.87"
"5/20/2008	",11:55:08,"	5.87"
"5/20/2008	",12:10:08,"	6.16"
"5/20/2008	",12:25:08,"	6.16"
"5/20/2008	",12:40:08,"	6.16"
"5/20/2008	",12:55:08,"	6.45"
"5/20/2008	",13:10:08,"	6.45"
"5/20/2008	",13:25:08,"	6.74"
"5/20/2008	",13:40:08,"	6.74"
"5/20/2008	",13:55:08,"	6.74"
"5/20/2008	",14:10:08,"	6.74"
"5/20/2008	",14:25:08,"	7.03"
"5/20/2008	",14:40:08,"	7.03"
"5/20/2008	",14:55:08,"	7.03"
"5/20/2008	",15:10:08,"	7.32"
"5/20/2008	",15:25:08,"	7.32"
"5/20/2008	",15:40:08,"	7.32"
"5/20/2008	",15:55:08,"	7.61"
"5/20/2008	",16:10:08,"	7.61"
"5/20/2008	",16:25:08,"	7.61"
"5/20/2008	",16:40:08,"	7.61"
"5/20/2008	",16:55:08,"	7.9"
"5/20/2008	",17:10:08,"	7.9"
"5/20/2008	",17:25:08,"	7.9"
"5/20/2008	",17:40:08,"	7.9"
"5/20/2008	",17:55:08,"	8.19"
"5/20/2008	",18:10:08,"	8.19"
"5/20/2008	",18:25:08,"	8.19"
"5/20/2008	",18:40:08,"	8.19"
"5/20/2008	",18:55:08,"	8.48"
"5/20/2008	",19:10:08,"	8.48"
"5/20/2008	",19:25:08,"	8.48"
"5/20/2008	",19:40:08,"	8.48"
"5/20/2008	",19:55:08,"	8.48"
"5/20/2008	",20:10:08,"	8.77"
"5/20/2008	",20:25:08,"	8.77"
"5/20/2008	",20:40:08,"	8.77"
"5/20/2008	",20:55:08,"	8.77"
"5/20/2008	",21:10:08,"	8.77"
"5/20/2008	",21:25:08,"	8.77"
"5/20/2008	",21:40:08,"	8.77"
"5/20/2008	",21:55:08,"	8.77"
"5/20/2008	",22:10:08,"	8.77"
"5/20/2008	",22:25:08,"	8.77"
"5/20/2008	",22:40:08,"	8.77"
"5/20/2008	",22:55:08,"	8.77"
"5/20/2008	",23:10:08,"	8.77"
"5/20/2008	",23:25:08,"	8.77"
"5/20/2008	",23:40:08,"	8.77"
"5/20/2008	",23:55:08,"	8.77"
"5/21/2008	","	0:10:08","	8.77"
"5/21/2008	","	0:25:08","	8.77"
"5/21/2008	","	0:40:08","	8.77"
"5/21/2008	","	0:55:08","	8.77"
"5/21/2008	","	1:10:08","	8.48"
"5/21/2008	","	1:25:08","	8.48"
"5/21/2008	","	1:40:08","	8.19"
"5/21/2008	","	1:55:08","	8.19"
"5/21/2008	","	2:10:08","	8.19"
"5/21/2008	","	2:25:08","	8.19"
"5/21/2008	","	2:40:08","	7.9"
"5/21/2008	","	2:55:08","	7.9"
"5/21/2008	","	3:10:08","	7.9"
"5/21/2008	","	3:25:08","	7.61"
"5/21/2008	","	3:40:08","	7.61"
"5/21/2008	","	3:55:08","	7.61"
"5/21/2008	","	4:10:08","	7.61"
"5/21/2008	","	4:25:08","	7.32"
"5/21/2008	","	4:40:08","	7.32"
"5/21/2008	","	4:55:08","	7.03"
"5/21/2008	","	5:10:08","	7.03"
"5/21/2008	","	5:25:08","	7.03"
"5/21/2008	","	5:40:08","	7.03"
"5/21/2008	","	5:55:08","	6.74"
"5/21/2008	","	6:10:08","	6.74"
"5/21/2008	","	6:25:08","	6.74"
"5/21/2008	","	6:40:08","	6.74"
"5/21/2008	","	6:55:08","	6.45"
"5/21/2008	","	7:10:08","	6.45"
"5/21/2008	","	7:25:08","	6.45"
"5/21/2008	","	7:40:08","	6.45"
"5/21/2008	","	7:55:08","	6.45"
"5/21/2008	","	8:10:08","	6.45"
"5/21/2008	","	8:25:08","	6.16"
"5/21/2008	","	8:40:08","	6.16"
"5/21/2008	","	8:55:08","	6.16"
"5/21/2008	","	9:10:08","	6.16"
"5/21/2008	","	9:25:08","	6.16"
"5/21/2008	","	9:40:08","	6.16"
"5/21/2008	","	9:55:08","	6.16"
"5/21/2008	",10:10:08,"	6.16"
"5/21/2008	",10:25:08,"	6.16"
"5/21/2008	",10:40:08,"	6.45"
"5/21/2008	",10:55:08,"	6.45"
"5/21/2008	",11:10:08,"	6.45"
"5/21/2008	",11:25:08,"	6.45"
"5/21/2008	",11:40:08,"	6.45"
"5/21/2008	",11:55:08,"	6.45"
"5/21/2008	",12:10:08,"	6.74"
"5/21/2008	",12:25:08,"	6.74"
"5/21/2008	",12:40:08,"	6.74"
"5/21/2008	",12:55:08,"	7.03"
"5/21/2008	",13:10:08,"	7.03"
"5/21/2008	",13:25:08,"	7.03"
"5/21/2008	",13:40:08,"	7.03"
"5/21/2008	",13:55:08,"	7.03"
"5/21/2008	",14:10:08,"	7.03"
"5/21/2008	",14:25:08,"	7.32"
"5/21/2008	",14:40:08,"	7.32"
"5/21/2008	",14:55:08,"	7.32"
"5/21/2008	",15:10:08,"	7.32"
"5/21/2008	",15:25:08,"	7.32"
"5/21/2008	",15:40:08,"	7.61"
"5/21/2008	",15:55:08,"	7.61"
"5/21/2008	",16:10:08,"	7.61"
"5/21/2008	",16:25:08,"	7.61"
"5/21/2008	",16:40:08,"	7.61"
"5/21/2008	",16:55:08,"	7.9"
"5/21/2008	",17:10:08,"	7.9"
"5/21/2008	",17:25:08,"	7.9"
"5/21/2008	",17:40:08,"	7.9"
"5/21/2008	",17:55:08,"	7.9"
"5/21/2008	",18:10:08,"	8.19"
"5/21/2008	",18:25:08,"	8.19"
"5/21/2008	",18:40:08,"	8.19"
"5/21/2008	",18:55:08,"	8.19"
"5/21/2008	",19:10:08,"	8.19"
"5/21/2008	",19:25:08,"	8.19"
"5/21/2008	",19:40:08,"	8.19"
"5/21/2008	",19:55:08,"	8.48"
"5/21/2008	",20:10:08,"	8.48"
"5/21/2008	",20:25:08,"	8.48"
"5/21/2008	",20:40:08,"	8.48"
"5/21/2008	",20:55:08,"	8.48"
"5/21/2008	",21:10:08,"	8.48"
"5/21/2008	",21:25:08,"	8.48"
"5/21/2008	",21:40:08,"	8.77"
"5/21/2008	",21:55:08,"	8.77"
"5/21/2008	",22:10:08,"	8.77"
"5/21/2008	",22:25:08,"	8.77"
"5/21/2008	",22:40:08,"	8.77"
"5/21/2008	",22:55:08,"	8.77"
"5/21/2008	",23:10:08,"	8.77"
"5/21/2008	",23:25:08,"	8.77"
"5/21/2008	",23:40:08,"	8.77"
"5/21/2008	",23:55:08,"	8.77"
"5/22/2008	","	0:10:08","	8.77"
"5/22/2008	","	0:25:08","	8.77"
"5/22/2008	","	0:40:08","	8.77"
"5/22/2008	","	0:55:08","	8.48"
"5/22/2008	","	1:10:08","	8.48"
"5/22/2008	","	1:25:08","	8.48"
"5/22/2008	","	1:40:08","	8.48"
"5/22/2008	","	1:55:08","	8.19"
"5/22/2008	","	2:10:08","	8.19"
"5/22/2008	","	2:25:08","	8.19"
"5/22/2008	","	2:40:08","	8.19"
"5/22/2008	","	2:55:08","	8.19"
"5/22/2008	","	3:10:08","	7.9"
"5/22/2008	","	3:25:08","	7.9"
"5/22/2008	","	3:40:08","	7.9"
"5/22/2008	","	3:55:08","	7.61"
"5/22/2008	","	4:10:08","	7.61"
"5/22/2008	","	4:25:08","	7.61"
"5/22/2008	","	4:40:08","	7.61"
"5/22/2008	","	4:55:08","	7.32"
"5/22/2008	","	5:10:08","	7.32"
"5/22/2008	","	5:25:08","	7.32"
"5/22/2008	","	5:40:08","	7.32"
"5/22/2008	","	5:55:08","	7.03"
"5/22/2008	","	6:10:08","	7.03"
"5/22/2008	","	6:25:08","	7.03"
"5/22/2008	","	6:40:08","	7.03"
"5/22/2008	","	6:55:08","	7.03"
"5/22/2008	","	7:10:08","	6.74"
"5/22/2008	","	7:25:08","	6.74"
"5/22/2008	","	7:40:08","	6.74"
"5/22/2008	","	7:55:08","	6.74"
"5/22/2008	","	8:10:08","	6.74"
"5/22/2008	","	8:25:08","	6.74"
"5/22/2008	","	8:40:08","	6.74"
"5/22/2008	","	8:55:08","	6.74"
"5/22/2008	","	9:10:08","	6.74"
"5/22/2008	","	9:25:08","	6.74"
"5/22/2008	","	9:40:08","	6.74"
"5/22/2008	","	9:55:08","	6.74"
"5/22/2008	",10:10:08,"	6.74"
"5/22/2008	",10:25:08,"	6.74"
"5/22/2008	",10:40:08,"	6.74"
"5/22/2008	",10:55:08,"	6.74"
"5/22/2008	",11:10:08,"	6.74"
"5/22/2008	",11:25:08,"	6.74"
"5/22/2008	",11:40:08,"	6.74"
"5/22/2008	",11:55:08,"	6.74"
"5/22/2008	",12:10:08,"	6.74"
"5/22/2008	",12:25:08,"	7.03"
"5/22/2008	",12:40:08,"	7.03"
"5/22/2008	",12:55:08,"	7.03"
"5/22/2008	",13:10:08,"	7.03"
"5/22/2008	",13:25:08,"	7.32"
"5/22/2008	",13:40:08,"	7.32"
"5/22/2008	",13:55:08,"	7.32"
"5/22/2008	",14:10:08,"	7.32"
"5/22/2008	",14:25:08,"	7.32"
"5/22/2008	",14:40:08,"	7.32"
"5/22/2008	",14:55:08,"	7.32"
"5/22/2008	",15:10:08,"	7.32"
"5/22/2008	",15:25:08,"	7.32"
"5/22/2008	",15:40:08,"	7.61"
"5/22/2008	",15:55:08,"	7.61"
"5/22/2008	",16:10:08,"	7.61"
"5/22/2008	",16:25:08,"	7.61"
"5/22/2008	",16:40:08,"	7.61"
"5/22/2008	",16:55:08,"	7.61"
"5/22/2008	",17:10:08,"	7.61"
"5/22/2008	",17:25:08,"	7.61"
"5/22/2008	",17:40:08,"	7.9"
"5/22/2008	",17:55:08,"	7.9"
"5/22/2008	",18:10:08,"	7.9"
"5/22/2008	",18:25:08,"	7.9"
"5/22/2008	",18:40:08,"	7.9"
"5/22/2008	",18:55:08,"	7.9"
"5/22/2008	",19:10:08,"	8.19"
"5/22/2008	",19:25:08,"	8.19"
"5/22/2008	",19:40:08,"	8.19"
"5/22/2008	",19:55:08,"	8.19"
"5/22/2008	",20:10:08,"	8.19"
"5/22/2008	",20:25:08,"	8.19"
"5/22/2008	",20:40:08,"	8.48"
"5/22/2008	",20:55:08,"	8.48"
"5/22/2008	",21:10:08,"	8.48"
"5/22/2008	",21:25:08,"	8.48"
"5/22/2008	",21:40:08,"	8.48"
"5/22/2008	",21:55:08,"	8.77"
"5/22/2008	",22:10:08,"	8.77"
"5/22/2008	",22:25:08,"	8.77"
"5/22/2008	",22:40:08,"	8.77"
"5/22/2008	",22:55:08,"	8.77"
"5/22/2008	",23:10:08,"	8.77"
"5/22/2008	",23:25:08,"	8.77"
"5/22/2008	",23:40:08,"	8.77"
"5/22/2008	",23:55:08,"	8.77"
"5/23/2008	","	0:10:08","	8.77"
"5/23/2008	","	0:25:08","	8.77"
"5/23/2008	","	0:40:08","	8.77"
"5/23/2008	","	0:55:08","	8.77"
"5/23/2008	","	1:10:08","	8.77"
