Serial Number:     971585     --     Series: Temperature   (*C)

Date,Time,Temperature   (*C)
05/20/08,11:13:14.0,22.88
05/20/08,11:28:14.0,6.02
05/20/08,11:43:14.0,5.87
05/20/08,11:58:14.0,5.87
05/20/08,12:13:14.0,5.87
05/20/08,12:28:14.0,5.71
05/20/08,12:43:14.0,6.34
05/20/08,12:58:14.0,6.49
05/20/08,13:13:14.0,6.49
05/20/08,13:28:14.0,6.65
05/20/08,13:43:14.0,6.81
05/20/08,13:58:14.0,6.96
05/20/08,14:13:14.0,6.96
05/20/08,14:28:14.0,7.27
05/20/08,14:43:14.0,7.27
05/20/08,14:58:14.0,7.27
05/20/08,15:13:14.0,7.43
05/20/08,15:28:14.0,7.58
05/20/08,15:43:14.0,7.74
05/20/08,15:58:14.0,7.89
05/20/08,16:13:14.0,7.89
05/20/08,16:28:14.0,7.89
05/20/08,16:43:14.0,8.05
05/20/08,16:58:14.0,8.05
05/20/08,17:13:14.0,8.21
05/20/08,17:28:14.0,8.21
05/20/08,17:43:14.0,8.21
05/20/08,17:58:14.0,8.21
05/20/08,18:13:14.0,8.21
05/20/08,18:28:14.0,8.21
05/20/08,18:43:14.0,8.21
05/20/08,18:58:14.0,8.21
05/20/08,19:13:14.0,8.21
05/20/08,19:28:14.0,8.05
05/20/08,19:43:14.0,8.05
05/20/08,19:58:14.0,7.89
05/20/08,20:13:14.0,7.89
05/20/08,20:28:14.0,7.89
05/20/08,20:43:14.0,7.89
05/20/08,20:58:14.0,7.89
05/20/08,21:13:14.0,7.74
05/20/08,21:28:14.0,7.74
05/20/08,21:43:14.0,7.74
05/20/08,21:58:14.0,7.74
05/20/08,22:13:14.0,7.74
05/20/08,22:28:14.0,7.58
05/20/08,22:43:14.0,7.58
05/20/08,22:58:14.0,7.58
05/20/08,23:13:14.0,7.58
05/20/08,23:28:14.0,7.58
05/20/08,23:43:14.0,7.43
05/20/08,23:58:14.0,7.43
05/21/08,00:13:14.0,7.43
05/21/08,00:28:14.0,7.43
05/21/08,00:43:14.0,7.43
05/21/08,00:58:14.0,7.27
05/21/08,01:13:14.0,7.27
05/21/08,01:28:14.0,7.27
05/21/08,01:43:14.0,7.12
05/21/08,01:58:14.0,7.12
05/21/08,02:13:14.0,7.12
05/21/08,02:28:14.0,6.96
05/21/08,02:43:14.0,6.96
05/21/08,02:58:14.0,6.96
05/21/08,03:13:14.0,6.96
05/21/08,03:28:14.0,6.81
05/21/08,03:43:14.0,6.81
05/21/08,03:58:14.0,6.81
05/21/08,04:13:14.0,6.65
05/21/08,04:28:14.0,6.65
05/21/08,04:43:14.0,6.65
05/21/08,04:58:14.0,6.65
05/21/08,05:13:14.0,6.49
05/21/08,05:28:14.0,6.49
05/21/08,05:43:14.0,6.49
05/21/08,05:58:14.0,6.34
05/21/08,06:13:14.0,6.34
05/21/08,06:28:14.0,6.34
05/21/08,06:43:14.0,6.18
05/21/08,06:58:14.0,6.18
05/21/08,07:13:14.0,6.18
05/21/08,07:28:14.0,6.18
05/21/08,07:43:14.0,6.18
05/21/08,07:58:14.0,6.18
05/21/08,08:13:14.0,6.18
05/21/08,08:28:14.0,6.18
05/21/08,08:43:14.0,6.18
05/21/08,08:58:14.0,6.18
05/21/08,09:13:14.0,6.18
05/21/08,09:28:14.0,6.18
05/21/08,09:43:14.0,6.18
05/21/08,09:58:14.0,6.18
05/21/08,10:13:14.0,6.18
05/21/08,10:28:14.0,6.49
05/21/08,10:43:14.0,6.49
05/21/08,10:58:14.0,6.65
05/21/08,11:13:14.0,6.81
05/21/08,11:28:14.0,6.96
05/21/08,11:43:14.0,6.96
05/21/08,11:58:14.0,6.96
05/21/08,12:13:14.0,6.96
05/21/08,12:28:14.0,6.81
05/21/08,12:43:14.0,7.27
05/21/08,12:58:14.0,7.58
05/21/08,13:13:14.0,7.74
05/21/08,13:28:14.0,7.74
05/21/08,13:43:14.0,7.89
05/21/08,13:58:14.0,7.89
05/21/08,14:13:14.0,8.05
05/21/08,14:28:14.0,8.21
05/21/08,14:43:14.0,8.36
05/21/08,14:58:14.0,8.36
05/21/08,15:13:14.0,8.52
05/21/08,15:28:14.0,8.52
05/21/08,15:43:14.0,8.21
05/21/08,15:58:14.0,8.36
05/21/08,16:13:14.0,8.36
05/21/08,16:28:14.0,8.52
05/21/08,16:43:14.0,8.52
05/21/08,16:58:14.0,8.52
05/21/08,17:13:14.0,8.52
05/21/08,17:28:14.0,8.52
05/21/08,17:43:14.0,8.52
05/21/08,17:58:14.0,8.52
05/21/08,18:13:14.0,8.52
05/21/08,18:28:14.0,8.52
05/21/08,18:43:14.0,8.52
05/21/08,18:58:14.0,8.36
05/21/08,19:13:14.0,8.36
05/21/08,19:28:14.0,8.36
05/21/08,19:43:14.0,8.21
05/21/08,19:58:14.0,8.21
05/21/08,20:13:14.0,8.21
05/21/08,20:28:14.0,8.21
05/21/08,20:43:14.0,8.05
05/21/08,20:58:14.0,8.05
05/21/08,21:13:14.0,8.05
05/21/08,21:28:14.0,7.89
05/21/08,21:43:14.0,7.89
05/21/08,21:58:14.0,7.89
05/21/08,22:13:14.0,7.89
05/21/08,22:28:14.0,7.89
05/21/08,22:43:14.0,7.74
05/21/08,22:58:14.0,7.74
05/21/08,23:13:14.0,7.74
05/21/08,23:28:14.0,7.74
05/21/08,23:43:14.0,7.58
05/21/08,23:58:14.0,7.58
05/22/08,00:13:14.0,7.58
05/22/08,00:28:14.0,7.58
05/22/08,00:43:14.0,7.43
05/22/08,00:58:14.0,7.43
05/22/08,01:13:14.0,7.43
05/22/08,01:28:14.0,7.43
05/22/08,01:43:14.0,7.43
05/22/08,01:58:14.0,7.43
05/22/08,02:13:14.0,7.27
05/22/08,02:28:14.0,7.27
05/22/08,02:43:14.0,7.27
05/22/08,02:58:14.0,7.27
05/22/08,03:13:14.0,7.27
05/22/08,03:28:14.0,7.12
05/22/08,03:43:14.0,7.12
05/22/08,03:58:14.0,7.12
05/22/08,04:13:14.0,6.96
05/22/08,04:28:14.0,6.96
05/22/08,04:43:14.0,6.96
05/22/08,04:58:14.0,6.96
05/22/08,05:13:14.0,6.96
05/22/08,05:28:14.0,6.81
05/22/08,05:43:14.0,6.81
05/22/08,05:58:14.0,6.81
05/22/08,06:13:14.0,6.65
05/22/08,06:28:14.0,6.65
05/22/08,06:43:14.0,6.65
05/22/08,06:58:14.0,6.65
05/22/08,07:13:14.0,6.65
05/22/08,07:28:14.0,6.65
05/22/08,07:43:14.0,6.65
05/22/08,07:58:14.0,6.65
05/22/08,08:13:14.0,6.65
05/22/08,08:28:14.0,6.65
05/22/08,08:43:14.0,6.81
05/22/08,08:58:14.0,6.81
05/22/08,09:13:14.0,6.81
05/22/08,09:28:14.0,6.81
05/22/08,09:43:14.0,6.81
05/22/08,09:58:14.0,6.65
05/22/08,10:13:14.0,6.65
05/22/08,10:28:14.0,6.81
05/22/08,10:43:14.0,6.96
05/22/08,10:58:14.0,7.12
05/22/08,11:13:14.0,7.27
05/22/08,11:28:14.0,7.27
05/22/08,11:43:14.0,7.43
05/22/08,11:58:14.0,7.27
05/22/08,12:13:14.0,7.43
05/22/08,12:28:14.0,7.27
05/22/08,12:43:14.0,7.74
05/22/08,12:58:14.0,7.89
05/22/08,13:13:14.0,7.89
05/22/08,13:28:14.0,8.05
05/22/08,13:43:14.0,8.21
05/22/08,13:58:14.0,8.21
05/22/08,14:13:14.0,8.36
05/22/08,14:28:14.0,8.52
05/22/08,14:43:14.0,8.52
05/22/08,14:58:14.0,8.67
05/22/08,15:13:14.0,8.82
05/22/08,15:28:14.0,8.67
05/22/08,15:43:14.0,8.82
05/22/08,15:58:14.0,8.82
05/22/08,16:13:14.0,8.82
05/22/08,16:28:14.0,8.82
05/22/08,16:43:14.0,8.82
05/22/08,16:58:14.0,8.98
05/22/08,17:13:14.0,8.82
05/22/08,17:28:14.0,8.82
05/22/08,17:43:14.0,8.67
05/22/08,17:58:14.0,8.67
05/22/08,18:13:14.0,8.67
05/22/08,18:28:14.0,8.67
05/22/08,18:43:14.0,8.67
05/22/08,18:58:14.0,8.67
05/22/08,19:13:14.0,8.52
05/22/08,19:28:14.0,8.52
05/22/08,19:43:14.0,8.52
05/22/08,19:58:14.0,8.52
05/22/08,20:13:14.0,8.36
05/22/08,20:28:14.0,8.36
05/22/08,20:43:14.0,8.21
05/22/08,20:58:14.0,8.21
05/22/08,21:13:14.0,8.21
05/22/08,21:28:14.0,8.21
05/22/08,21:43:14.0,8.21
05/22/08,21:58:14.0,8.21
05/22/08,22:13:14.0,8.05
05/22/08,22:28:14.0,8.05
05/22/08,22:43:14.0,8.05
05/22/08,22:58:14.0,8.05
05/22/08,23:13:14.0,8.05
05/22/08,23:28:14.0,8.05
05/22/08,23:43:14.0,7.89
05/22/08,23:58:14.0,7.89
05/23/08,00:13:14.0,7.89
05/23/08,00:28:14.0,7.89
05/23/08,00:43:14.0,7.89
05/23/08,00:58:14.0,7.89
05/23/08,01:13:14.0,7.89
05/23/08,01:28:14.0,7.89
05/23/08,01:43:14.0,7.89
05/23/08,01:58:14.0,7.89
05/23/08,02:13:14.0,7.89
05/23/08,02:28:14.0,7.74
05/23/08,02:43:14.0,7.74
05/23/08,02:58:14.0,7.74
05/23/08,03:13:14.0,7.74
05/23/08,03:28:14.0,7.74
05/23/08,03:43:14.0,7.74
05/23/08,03:58:14.0,7.74
05/23/08,04:13:14.0,7.74
05/23/08,04:28:14.0,7.58
05/23/08,04:43:14.0,7.58
05/23/08,04:58:14.0,7.58
05/23/08,05:13:14.0,7.58
05/23/08,05:28:14.0,7.43
05/23/08,05:43:14.0,7.43
05/23/08,05:58:14.0,7.43
05/23/08,06:13:14.0,7.43
05/23/08,06:28:14.0,7.43
05/23/08,06:43:14.0,7.27
05/23/08,06:58:14.0,7.27
05/23/08,07:13:14.0,7.27
05/23/08,07:28:14.0,7.27
05/23/08,07:43:14.0,7.27
05/23/08,07:58:14.0,7.12
05/23/08,08:13:14.0,7.12
05/23/08,08:28:14.0,7.12
05/23/08,08:43:14.0,7.12
05/23/08,08:58:14.0,7.12
05/23/08,09:13:14.0,6.96
05/23/08,09:28:14.0,6.96
05/23/08,09:43:14.0,6.96
05/23/08,09:58:14.0,7.12
05/23/08,10:13:14.0,7.12
05/23/08,10:28:14.0,7.12
05/23/08,10:43:14.0,7.27
05/23/08,10:58:14.0,7.27
05/23/08,11:13:14.0,7.27
05/23/08,11:28:14.0,7.27
05/23/08,11:43:14.0,7.43
05/23/08,11:58:14.0,7.27
05/23/08,12:13:14.0,7.27
05/23/08,12:28:14.0,7.43
05/23/08,12:43:14.0,7.58
05/23/08,12:58:14.0,7.43
05/23/08,13:13:14.0,7.43
05/23/08,13:28:14.0,7.74
05/23/08,13:43:14.0,7.74
05/23/08,13:58:14.0,7.74
05/23/08,14:13:14.0,8.05
