sampleDate,sampleTime,Temperatue
8/21/2017,23:45:00,49.471
8/22/2017,0:00:00,49.471
8/22/2017,0:15:00,49.471
8/22/2017,0:30:00,49.471
8/22/2017,0:45:00,49.471
8/22/2017,1:00:00,49.471
8/22/2017,1:15:00,49.471
8/22/2017,1:30:00,49.471
8/22/2017,1:45:00,49.471
8/22/2017,2:00:00,49.471
8/22/2017,2:15:00,49.471
8/22/2017,2:30:00,49.471
8/22/2017,2:45:00,49.471
8/22/2017,3:00:00,49.471
8/22/2017,3:15:00,49.471
8/22/2017,3:30:00,49.471
8/22/2017,3:45:00,49.471
8/22/2017,4:00:00,49.471
8/22/2017,4:15:00,49.471
8/22/2017,4:30:00,49.471
8/22/2017,4:45:00,49.471
8/22/2017,5:00:00,49.471
8/22/2017,5:15:00,49.471
8/22/2017,5:30:00,49.471
8/22/2017,5:45:00,49.471
8/22/2017,6:00:00,49.471
8/22/2017,6:15:00,49.471
8/22/2017,6:30:00,49.428
8/22/2017,6:45:00,49.428
8/22/2017,7:00:00,49.428
8/22/2017,7:15:00,49.428
8/22/2017,7:30:00,49.428
8/22/2017,7:45:00,49.428
8/22/2017,8:00:00,49.383
8/22/2017,8:15:00,49.383
8/22/2017,8:30:00,49.383
8/22/2017,8:45:00,49.383
8/22/2017,9:00:00,49.383
8/22/2017,9:15:00,49.383
8/22/2017,9:30:00,49.383
8/22/2017,9:45:00,49.383
8/22/2017,10:00:00,49.383
8/22/2017,10:15:00,49.383
8/22/2017,10:30:00,49.383
8/22/2017,10:45:00,49.428
8/22/2017,11:00:00,49.428
8/22/2017,11:15:00,49.428
8/22/2017,11:30:00,49.471
8/22/2017,11:45:00,49.471
8/22/2017,12:00:00,49.516
8/22/2017,12:15:00,49.561
8/22/2017,12:30:00,49.561
8/22/2017,12:45:00,49.604
8/22/2017,13:00:00,49.649
8/22/2017,13:15:00,49.692
8/22/2017,13:30:00,49.737
8/22/2017,13:45:00,49.782
8/22/2017,14:00:00,49.825
8/22/2017,14:15:00,49.914
8/22/2017,14:30:00,49.959
8/22/2017,14:45:00,50.002
8/22/2017,15:00:00,50.092
8/22/2017,15:15:00,50.135
8/22/2017,15:30:00,50.18
8/22/2017,15:45:00,50.311
8/22/2017,16:00:00,50.356
8/22/2017,16:15:00,50.445
8/22/2017,16:30:00,50.533
8/22/2017,16:45:00,50.533
8/22/2017,17:00:00,50.576
8/22/2017,17:15:00,50.621
8/22/2017,17:30:00,50.621
8/22/2017,17:45:00,50.664
8/22/2017,18:00:00,50.709
8/22/2017,18:15:00,50.709
8/22/2017,18:30:00,50.709
8/22/2017,18:45:00,50.709
8/22/2017,19:00:00,50.709
8/22/2017,19:15:00,50.709
8/22/2017,19:30:00,50.664
8/22/2017,19:45:00,50.664
8/22/2017,20:00:00,50.621
8/22/2017,20:15:00,50.576
8/22/2017,20:30:00,50.533
8/22/2017,20:45:00,50.533
8/22/2017,21:00:00,50.445
8/22/2017,21:15:00,50.4
8/22/2017,21:30:00,50.356
8/22/2017,21:45:00,50.268
8/22/2017,22:00:00,50.223
8/22/2017,22:15:00,50.18
8/22/2017,22:30:00,50.092
8/22/2017,22:45:00,50.002
8/22/2017,23:00:00,49.959
8/22/2017,23:15:00,49.914
8/22/2017,23:30:00,49.825
8/22/2017,23:45:00,49.782
8/23/2017,0:00:00,49.737
8/23/2017,0:15:00,49.649
8/23/2017,0:30:00,49.604
8/23/2017,0:45:00,49.561
8/23/2017,1:00:00,49.516
8/23/2017,1:15:00,49.471
8/23/2017,1:30:00,49.383
8/23/2017,1:45:00,49.338
8/23/2017,2:00:00,49.294
8/23/2017,2:15:00,49.249
8/23/2017,2:30:00,49.204
8/23/2017,2:45:00,49.116
8/23/2017,3:00:00,49.073
8/23/2017,3:15:00,49.028
8/23/2017,3:30:00,48.983
8/23/2017,3:45:00,48.938
8/23/2017,4:00:00,48.895
8/23/2017,4:15:00,48.85
8/23/2017,4:30:00,48.805
8/23/2017,4:45:00,48.762
8/23/2017,5:00:00,48.672
8/23/2017,5:15:00,48.628
8/23/2017,5:30:00,48.583
8/23/2017,5:45:00,48.538
8/23/2017,6:00:00,48.493
8/23/2017,6:15:00,48.45
8/23/2017,6:30:00,48.45
8/23/2017,6:45:00,48.45
8/23/2017,7:00:00,48.405
8/23/2017,7:15:00,48.405
8/23/2017,7:30:00,48.405
8/23/2017,7:45:00,48.36
8/23/2017,8:00:00,48.36
8/23/2017,8:15:00,48.315
8/23/2017,8:30:00,48.315
8/23/2017,8:45:00,48.315
8/23/2017,9:00:00,48.272
8/23/2017,9:15:00,48.272
8/23/2017,9:30:00,48.227
8/23/2017,9:45:00,48.227
8/23/2017,10:00:00,48.227
8/23/2017,10:15:00,48.227
8/23/2017,10:30:00,48.227
8/23/2017,10:45:00,48.227
8/23/2017,11:00:00,48.227
8/23/2017,11:15:00,48.227
8/23/2017,11:30:00,48.227
8/23/2017,11:45:00,48.227
8/23/2017,12:00:00,48.227
8/23/2017,12:15:00,48.227
8/23/2017,12:30:00,48.227
8/23/2017,12:45:00,48.227
8/23/2017,13:00:00,48.227
8/23/2017,13:15:00,48.227
8/23/2017,13:30:00,48.227
8/23/2017,13:45:00,48.272
8/23/2017,14:00:00,48.272
8/23/2017,14:15:00,48.315
8/23/2017,14:30:00,48.315
8/23/2017,14:45:00,48.315
8/23/2017,15:00:00,48.315
8/23/2017,15:15:00,48.315
8/23/2017,15:30:00,48.315
8/23/2017,15:45:00,48.36
8/23/2017,16:00:00,48.36
8/23/2017,16:15:00,48.315
8/23/2017,16:30:00,48.315
8/23/2017,16:45:00,48.315
8/23/2017,17:00:00,48.272
8/23/2017,17:15:00,48.227
8/23/2017,17:30:00,48.227
8/23/2017,17:45:00,48.227
8/23/2017,18:00:00,48.182
8/23/2017,18:15:00,48.182
8/23/2017,18:30:00,48.137
8/23/2017,18:45:00,48.137
8/23/2017,19:00:00,48.137
8/23/2017,19:15:00,48.137
8/23/2017,19:30:00,48.137
8/23/2017,19:45:00,48.094
8/23/2017,20:00:00,48.094
8/23/2017,20:15:00,48.094
8/23/2017,20:30:00,48.094
8/23/2017,20:45:00,48.094
8/23/2017,21:00:00,48.094
8/23/2017,21:15:00,48.094
8/23/2017,21:30:00,48.094
8/23/2017,21:45:00,48.094
8/23/2017,22:00:00,48.094
8/23/2017,22:15:00,48.094
8/23/2017,22:30:00,48.094
8/23/2017,22:45:00,48.094
8/23/2017,23:00:00,48.094
8/23/2017,23:15:00,48.094
8/23/2017,23:30:00,48.094
8/23/2017,23:45:00,48.094
8/24/2017,0:00:00,48.094
8/24/2017,0:15:00,48.094
8/24/2017,0:30:00,48.094
8/24/2017,0:45:00,48.094
8/24/2017,1:00:00,48.094
8/24/2017,1:15:00,48.049
8/24/2017,1:30:00,48.049
8/24/2017,1:45:00,48.049
8/24/2017,2:00:00,48.049
8/24/2017,2:15:00,48.049
8/24/2017,2:30:00,48.049
8/24/2017,2:45:00,48.049
8/24/2017,3:00:00,48.049
8/24/2017,3:15:00,48.004
8/24/2017,3:30:00,48.004
8/24/2017,3:45:00,48.004
8/24/2017,4:00:00,47.959
8/24/2017,4:15:00,47.959
8/24/2017,4:30:00,47.959
8/24/2017,4:45:00,47.959
8/24/2017,5:00:00,47.959
8/24/2017,5:15:00,47.959
8/24/2017,5:30:00,47.914
8/24/2017,5:45:00,47.914
8/24/2017,6:00:00,47.871
8/24/2017,6:15:00,47.871
8/24/2017,6:30:00,47.871
8/24/2017,6:45:00,47.871
8/24/2017,7:00:00,47.871
8/24/2017,7:15:00,47.871
8/24/2017,7:30:00,47.871
8/24/2017,7:45:00,47.826
8/24/2017,8:00:00,47.826
8/24/2017,8:15:00,47.826
8/24/2017,8:30:00,47.826
8/24/2017,8:45:00,47.826
8/24/2017,9:00:00,47.826
8/24/2017,9:15:00,47.826
8/24/2017,9:30:00,47.826
8/24/2017,9:45:00,47.826
8/24/2017,10:00:00,47.826
8/24/2017,10:15:00,47.826
8/24/2017,10:30:00,47.826
8/24/2017,10:45:00,47.871
8/24/2017,11:00:00,47.871
8/24/2017,11:15:00,47.871
8/24/2017,11:30:00,47.914
8/24/2017,11:45:00,47.959
8/24/2017,12:00:00,48.004
8/24/2017,12:15:00,48.049
8/24/2017,12:30:00,48.049
8/24/2017,12:45:00,48.094
8/24/2017,13:00:00,48.137
8/24/2017,13:15:00,48.182
8/24/2017,13:30:00,48.182
8/24/2017,13:45:00,48.227
8/24/2017,14:00:00,48.227
8/24/2017,14:15:00,48.272
8/24/2017,14:30:00,48.315
8/24/2017,14:45:00,48.36
8/24/2017,15:00:00,48.36
8/24/2017,15:15:00,48.405
8/24/2017,15:30:00,48.405
8/24/2017,15:45:00,48.45
8/24/2017,16:00:00,48.493
8/24/2017,16:15:00,48.493
8/24/2017,16:30:00,48.538
8/24/2017,16:45:00,48.583
8/24/2017,17:00:00,48.628
8/24/2017,17:15:00,48.672
8/24/2017,17:30:00,48.672
8/24/2017,17:45:00,48.717
8/24/2017,18:00:00,48.762
8/24/2017,18:15:00,48.762
8/24/2017,18:30:00,48.805
8/24/2017,18:45:00,48.805
8/24/2017,19:00:00,48.85
8/24/2017,19:15:00,48.895
8/24/2017,19:30:00,48.895
8/24/2017,19:45:00,48.938
8/24/2017,20:00:00,48.938
8/24/2017,20:15:00,48.938
8/24/2017,20:30:00,48.983
8/24/2017,20:45:00,48.983
8/24/2017,21:00:00,49.028
8/24/2017,21:15:00,49.028
8/24/2017,21:30:00,49.028
8/24/2017,21:45:00,49.028
8/24/2017,22:00:00,49.073
8/24/2017,22:15:00,49.073
8/24/2017,22:30:00,49.073
8/24/2017,22:45:00,49.116
8/24/2017,23:00:00,49.116
8/24/2017,23:15:00,49.116
8/24/2017,23:30:00,49.116
8/24/2017,23:45:00,49.116
8/25/2017,0:00:00,49.116
8/25/2017,0:15:00,49.116
8/25/2017,0:30:00,49.116
8/25/2017,0:45:00,49.116
8/25/2017,1:00:00,49.116
8/25/2017,1:15:00,49.116
8/25/2017,1:30:00,49.116
8/25/2017,1:45:00,49.116
8/25/2017,2:00:00,49.116
8/25/2017,2:15:00,49.116
8/25/2017,2:30:00,49.116
8/25/2017,2:45:00,49.116
8/25/2017,3:00:00,49.116
8/25/2017,3:15:00,49.116
8/25/2017,3:30:00,49.116
8/25/2017,3:45:00,49.116
8/25/2017,4:00:00,49.116
8/25/2017,4:15:00,49.116
8/25/2017,4:30:00,49.116
8/25/2017,4:45:00,49.116
8/25/2017,5:00:00,49.116
8/25/2017,5:15:00,49.116
8/25/2017,5:30:00,49.116
8/25/2017,5:45:00,49.116
8/25/2017,6:00:00,49.073
8/25/2017,6:15:00,49.073
8/25/2017,6:30:00,49.073
8/25/2017,6:45:00,49.073
8/25/2017,7:00:00,49.073
8/25/2017,7:15:00,49.073
8/25/2017,7:30:00,49.073
8/25/2017,7:45:00,49.028
8/25/2017,8:00:00,49.028
8/25/2017,8:15:00,49.028
8/25/2017,8:30:00,49.028
8/25/2017,8:45:00,49.028
8/25/2017,9:00:00,49.028
8/25/2017,9:15:00,49.028
8/25/2017,9:30:00,49.073
8/25/2017,9:45:00,49.073
8/25/2017,10:00:00,49.073
8/25/2017,10:15:00,49.073
8/25/2017,10:30:00,49.073
8/25/2017,10:45:00,49.116
8/25/2017,11:00:00,49.116
8/25/2017,11:15:00,49.116
8/25/2017,11:30:00,49.161
8/25/2017,11:45:00,49.161
8/25/2017,12:00:00,49.204
8/25/2017,12:15:00,49.204
8/25/2017,12:30:00,49.204
8/25/2017,12:45:00,49.249
8/25/2017,13:00:00,49.249
8/25/2017,13:15:00,49.249
8/25/2017,13:30:00,49.294
8/25/2017,13:45:00,49.294
8/25/2017,14:00:00,49.338
8/25/2017,14:15:00,49.383
8/25/2017,14:30:00,49.383
8/25/2017,14:45:00,49.383
8/25/2017,15:00:00,49.428
8/25/2017,15:15:00,49.471
8/25/2017,15:30:00,49.471
8/25/2017,15:45:00,49.516
8/25/2017,16:00:00,49.516
8/25/2017,16:15:00,49.561
8/25/2017,16:30:00,49.604
8/25/2017,16:45:00,49.649
8/25/2017,17:00:00,49.649
8/25/2017,17:15:00,49.692
8/25/2017,17:30:00,49.737
8/25/2017,17:45:00,49.737
8/25/2017,18:00:00,49.782
8/25/2017,18:15:00,49.825
8/25/2017,18:30:00,49.825
8/25/2017,18:45:00,49.825
8/25/2017,19:00:00,49.825
8/25/2017,19:15:00,49.87
8/25/2017,19:30:00,49.87
8/25/2017,19:45:00,49.87
8/25/2017,20:00:00,49.87
8/25/2017,20:15:00,49.87
8/25/2017,20:30:00,49.914
8/25/2017,20:45:00,49.914
8/25/2017,21:00:00,49.87
8/25/2017,21:15:00,49.914
8/25/2017,21:30:00,49.87
8/25/2017,21:45:00,49.87
8/25/2017,22:00:00,49.87
8/25/2017,22:15:00,49.87
8/25/2017,22:30:00,49.87
8/25/2017,22:45:00,49.87
8/25/2017,23:00:00,49.825
8/25/2017,23:15:00,49.825
8/25/2017,23:30:00,49.825
8/25/2017,23:45:00,49.825
8/26/2017,0:00:00,49.825
8/26/2017,0:15:00,49.782
8/26/2017,0:30:00,49.782
8/26/2017,0:45:00,49.782
8/26/2017,1:00:00,49.782
8/26/2017,1:15:00,49.737
8/26/2017,1:30:00,49.737
8/26/2017,1:45:00,49.737
8/26/2017,2:00:00,49.737
8/26/2017,2:15:00,49.737
8/26/2017,2:30:00,49.692
8/26/2017,2:45:00,49.692
8/26/2017,3:00:00,49.692
8/26/2017,3:15:00,49.692
8/26/2017,3:30:00,49.649
8/26/2017,3:45:00,49.649
8/26/2017,4:00:00,49.649
8/26/2017,4:15:00,49.649
8/26/2017,4:30:00,49.604
8/26/2017,4:45:00,49.604
8/26/2017,5:00:00,49.604
8/26/2017,5:15:00,49.561
8/26/2017,5:30:00,49.561
8/26/2017,5:45:00,49.561
8/26/2017,6:00:00,49.561
8/26/2017,6:15:00,49.561
8/26/2017,6:30:00,49.516
8/26/2017,6:45:00,49.516
8/26/2017,7:00:00,49.471
8/26/2017,7:15:00,49.471
8/26/2017,7:30:00,49.471
8/26/2017,7:45:00,49.471
8/26/2017,8:00:00,49.471
8/26/2017,8:15:00,49.471
8/26/2017,8:30:00,49.471
8/26/2017,8:45:00,49.471
8/26/2017,9:00:00,49.471
8/26/2017,9:15:00,49.471
8/26/2017,9:30:00,49.516
8/26/2017,9:45:00,49.516
8/26/2017,10:00:00,49.561
8/26/2017,10:15:00,49.604
8/26/2017,10:30:00,49.649
8/26/2017,10:45:00,49.649
8/26/2017,11:00:00,49.692
8/26/2017,11:15:00,49.692
8/26/2017,11:30:00,49.737
8/26/2017,11:45:00,49.782
8/26/2017,12:00:00,49.825
8/26/2017,12:15:00,49.87
8/26/2017,12:30:00,49.914
8/26/2017,12:45:00,49.959
8/26/2017,13:00:00,50.002
8/26/2017,13:15:00,50.002
8/26/2017,13:30:00,50.047
8/26/2017,13:45:00,50.047
8/26/2017,14:00:00,50.047
8/26/2017,14:15:00,50.047
8/26/2017,14:30:00,50.047
8/26/2017,14:45:00,50.047
8/26/2017,15:00:00,50.092
8/26/2017,15:15:00,50.092
8/26/2017,15:30:00,50.047
8/26/2017,15:45:00,50.047
8/26/2017,16:00:00,50.047
8/26/2017,16:15:00,50.047
8/26/2017,16:30:00,50.047
8/26/2017,16:45:00,50.047
8/26/2017,17:00:00,50.047
8/26/2017,17:15:00,50.092
8/26/2017,17:30:00,50.092
8/26/2017,17:45:00,50.092
8/26/2017,18:00:00,50.092
8/26/2017,18:15:00,50.092
8/26/2017,18:30:00,50.092
8/26/2017,18:45:00,50.092
8/26/2017,19:00:00,50.092
8/26/2017,19:15:00,50.092
8/26/2017,19:30:00,50.092
8/26/2017,19:45:00,50.092
8/26/2017,20:00:00,50.047
8/26/2017,20:15:00,50.047
8/26/2017,20:30:00,50.047
8/26/2017,20:45:00,50.002
8/26/2017,21:00:00,50.002
8/26/2017,21:15:00,49.959
8/26/2017,21:30:00,49.959
8/26/2017,21:45:00,49.914
8/26/2017,22:00:00,49.87
8/26/2017,22:15:00,49.87
8/26/2017,22:30:00,49.825
8/26/2017,22:45:00,49.825
8/26/2017,23:00:00,49.782
8/26/2017,23:15:00,49.737
8/26/2017,23:30:00,49.649
8/26/2017,23:45:00,49.604
8/27/2017,0:00:00,49.561
8/27/2017,0:15:00,49.516
8/27/2017,0:30:00,49.428
8/27/2017,0:45:00,49.383
8/27/2017,1:00:00,49.294
8/27/2017,1:15:00,49.249
8/27/2017,1:30:00,49.161
8/27/2017,1:45:00,49.116
8/27/2017,2:00:00,49.028
8/27/2017,2:15:00,48.938
8/27/2017,2:30:00,48.895
8/27/2017,2:45:00,48.805
8/27/2017,3:00:00,48.762
8/27/2017,3:15:00,48.672
8/27/2017,3:30:00,48.583
8/27/2017,3:45:00,48.538
8/27/2017,4:00:00,48.45
8/27/2017,4:15:00,48.405
8/27/2017,4:30:00,48.315
8/27/2017,4:45:00,48.227
8/27/2017,5:00:00,48.182
8/27/2017,5:15:00,48.094
8/27/2017,5:30:00,48.049
8/27/2017,5:45:00,47.959
8/27/2017,6:00:00,47.871
8/27/2017,6:15:00,47.826
8/27/2017,6:30:00,47.736
8/27/2017,6:45:00,47.691
8/27/2017,7:00:00,47.602
8/27/2017,7:15:00,47.512
8/27/2017,7:30:00,47.467
8/27/2017,7:45:00,47.422
8/27/2017,8:00:00,47.334
8/27/2017,8:15:00,47.289
8/27/2017,8:30:00,47.244
8/27/2017,8:45:00,47.154
8/27/2017,9:00:00,47.154
8/27/2017,9:15:00,47.154
8/27/2017,9:30:00,47.109
8/27/2017,9:45:00,47.109
8/27/2017,10:00:00,47.109
8/27/2017,10:15:00,47.154
8/27/2017,10:30:00,47.154
8/27/2017,10:45:00,47.154
8/27/2017,11:00:00,47.199
8/27/2017,11:15:00,47.244
8/27/2017,11:30:00,47.289
8/27/2017,11:45:00,47.334
8/27/2017,12:00:00,47.377
8/27/2017,12:15:00,47.422
8/27/2017,12:30:00,47.467
8/27/2017,12:45:00,47.512
8/27/2017,13:00:00,47.557
8/27/2017,13:15:00,47.602
8/27/2017,13:30:00,47.647
8/27/2017,13:45:00,47.691
8/27/2017,14:00:00,47.781
8/27/2017,14:15:00,47.781
8/27/2017,14:30:00,47.826
8/27/2017,14:45:00,47.826
8/27/2017,15:00:00,47.871
8/27/2017,15:15:00,47.871
8/27/2017,15:30:00,47.914
8/27/2017,15:45:00,47.959
8/27/2017,16:00:00,47.959
8/27/2017,16:15:00,48.004
8/27/2017,16:30:00,48.004
8/27/2017,16:45:00,48.004
8/27/2017,17:00:00,48.004
8/27/2017,17:15:00,48.004
8/27/2017,17:30:00,48.004
8/27/2017,17:45:00,48.004
8/27/2017,18:00:00,48.049
8/27/2017,18:15:00,48.049
8/27/2017,18:30:00,48.049
8/27/2017,18:45:00,48.049
8/27/2017,19:00:00,48.049
8/27/2017,19:15:00,48.049
8/27/2017,19:30:00,48.049
8/27/2017,19:45:00,48.049
8/27/2017,20:00:00,48.049
8/27/2017,20:15:00,48.049
8/27/2017,20:30:00,48.049
8/27/2017,20:45:00,48.049
8/27/2017,21:00:00,48.049
8/27/2017,21:15:00,48.004
8/27/2017,21:30:00,48.004
8/27/2017,21:45:00,47.959
8/27/2017,22:00:00,47.914
8/27/2017,22:15:00,47.871
8/27/2017,22:30:00,47.871
8/27/2017,22:45:00,47.826
8/27/2017,23:00:00,47.781
8/27/2017,23:15:00,47.781
8/27/2017,23:30:00,47.736
8/27/2017,23:45:00,47.736
8/28/2017,0:00:00,47.691
8/28/2017,0:15:00,47.691
8/28/2017,0:30:00,47.647
8/28/2017,0:45:00,47.647
8/28/2017,1:00:00,47.647
8/28/2017,1:15:00,47.647
8/28/2017,1:30:00,47.647
8/28/2017,1:45:00,47.602
8/28/2017,2:00:00,47.602
8/28/2017,2:15:00,47.602
8/28/2017,2:30:00,47.602
8/28/2017,2:45:00,47.602
8/28/2017,3:00:00,47.602
8/28/2017,3:15:00,47.602
8/28/2017,3:30:00,47.602
8/28/2017,3:45:00,47.647
8/28/2017,4:00:00,47.647
8/28/2017,4:15:00,47.647
8/28/2017,4:30:00,47.647
8/28/2017,4:45:00,47.647
8/28/2017,5:00:00,47.647
8/28/2017,5:15:00,47.647
8/28/2017,5:30:00,47.647
8/28/2017,5:45:00,47.647
8/28/2017,6:00:00,47.647
8/28/2017,6:15:00,47.647
8/28/2017,6:30:00,47.647
8/28/2017,6:45:00,47.602
8/28/2017,7:00:00,47.602
8/28/2017,7:15:00,47.647
8/28/2017,7:30:00,47.602
8/28/2017,7:45:00,47.647
8/28/2017,8:00:00,47.647
8/28/2017,8:15:00,47.647
8/28/2017,8:30:00,47.647
8/28/2017,8:45:00,47.647
8/28/2017,9:00:00,47.647
8/28/2017,9:15:00,47.691
8/28/2017,9:30:00,47.691
8/28/2017,9:45:00,47.691
8/28/2017,10:00:00,47.691
8/28/2017,10:15:00,47.736
8/28/2017,10:30:00,47.736
8/28/2017,10:45:00,47.736
8/28/2017,11:00:00,47.736
8/28/2017,11:15:00,47.781
8/28/2017,11:30:00,47.781
8/28/2017,11:45:00,47.826
8/28/2017,12:00:00,47.826
8/28/2017,12:15:00,47.826
8/28/2017,12:30:00,47.871
8/28/2017,12:45:00,47.871
8/28/2017,13:00:00,47.914
8/28/2017,13:15:00,47.959
8/28/2017,13:30:00,47.959
8/28/2017,13:45:00,48.004
8/28/2017,14:00:00,48.049
8/28/2017,14:15:00,48.094
8/28/2017,14:30:00,48.094
8/28/2017,14:45:00,48.137
8/28/2017,15:00:00,48.182
8/28/2017,15:15:00,48.227
8/28/2017,15:30:00,48.227
8/28/2017,15:45:00,48.272
8/28/2017,16:00:00,48.315
8/28/2017,16:15:00,48.315
8/28/2017,16:30:00,48.315
8/28/2017,16:45:00,48.315
8/28/2017,17:00:00,48.315
8/28/2017,17:15:00,48.315
8/28/2017,17:30:00,48.315
8/28/2017,17:45:00,48.315
8/28/2017,18:00:00,48.315
8/28/2017,18:15:00,48.315
8/28/2017,18:30:00,48.272
8/28/2017,18:45:00,48.272
8/28/2017,19:00:00,48.272
8/28/2017,19:15:00,48.227
8/28/2017,19:30:00,48.227
8/28/2017,19:45:00,48.227
8/28/2017,20:00:00,48.227
8/28/2017,20:15:00,48.227
8/28/2017,20:30:00,48.227
8/28/2017,20:45:00,48.182
8/28/2017,21:00:00,48.182
8/28/2017,21:15:00,48.137
8/28/2017,21:30:00,48.137
8/28/2017,21:45:00,48.137
8/28/2017,22:00:00,48.137
8/28/2017,22:15:00,48.137
8/28/2017,22:30:00,48.094
8/28/2017,22:45:00,48.094
8/28/2017,23:00:00,48.094
8/28/2017,23:15:00,48.094
8/28/2017,23:30:00,48.049
8/28/2017,23:45:00,48.049
8/29/2017,0:00:00,48.049
8/29/2017,0:15:00,48.049
8/29/2017,0:30:00,48.049
8/29/2017,0:45:00,48.004
8/29/2017,1:00:00,48.004
8/29/2017,1:15:00,48.004
8/29/2017,1:30:00,48.004
8/29/2017,1:45:00,47.959
8/29/2017,2:00:00,47.959
8/29/2017,2:15:00,47.959
8/29/2017,2:30:00,47.959
8/29/2017,2:45:00,47.959
8/29/2017,3:00:00,47.959
8/29/2017,3:15:00,47.959
8/29/2017,3:30:00,47.959
8/29/2017,3:45:00,47.959
8/29/2017,4:00:00,48.004
8/29/2017,4:15:00,48.004
8/29/2017,4:30:00,48.004
8/29/2017,4:45:00,48.004
8/29/2017,5:00:00,47.959
8/29/2017,5:15:00,48.004
8/29/2017,5:30:00,47.959
8/29/2017,5:45:00,47.959
8/29/2017,6:00:00,47.959
8/29/2017,6:15:00,47.959
8/29/2017,6:30:00,47.959
8/29/2017,6:45:00,47.959
8/29/2017,7:00:00,47.959
8/29/2017,7:15:00,47.959
8/29/2017,7:30:00,47.959
8/29/2017,7:45:00,47.959
8/29/2017,8:00:00,47.959
8/29/2017,8:15:00,47.914
8/29/2017,8:30:00,47.914
8/29/2017,8:45:00,47.914
8/29/2017,9:00:00,47.914
8/29/2017,9:15:00,47.871
8/29/2017,9:30:00,47.871
8/29/2017,9:45:00,47.871
8/29/2017,10:00:00,47.871
8/29/2017,10:15:00,47.871
8/29/2017,10:30:00,47.871
8/29/2017,10:45:00,47.914
8/29/2017,11:00:00,47.959
8/29/2017,11:15:00,47.959
8/29/2017,11:30:00,47.959
8/29/2017,11:45:00,47.959
8/29/2017,12:00:00,48.004
8/29/2017,12:15:00,48.004
8/29/2017,12:30:00,48.049
8/29/2017,12:45:00,48.094
8/29/2017,13:00:00,48.137
8/29/2017,13:15:00,48.137
8/29/2017,13:30:00,48.182
8/29/2017,13:45:00,48.227
8/29/2017,14:00:00,48.227
8/29/2017,14:15:00,48.315
8/29/2017,14:30:00,48.315
8/29/2017,14:45:00,48.405
8/29/2017,15:00:00,48.45
8/29/2017,15:15:00,48.493
8/29/2017,15:30:00,48.538
8/29/2017,15:45:00,48.628
8/29/2017,16:00:00,48.717
8/29/2017,16:15:00,48.805
8/29/2017,16:30:00,48.85
8/29/2017,16:45:00,48.895
8/29/2017,17:00:00,48.938
8/29/2017,17:15:00,48.938
8/29/2017,17:30:00,48.983
8/29/2017,17:45:00,49.028
8/29/2017,18:00:00,49.028
8/29/2017,18:15:00,49.073
8/29/2017,18:30:00,49.073
8/29/2017,18:45:00,49.073
8/29/2017,19:00:00,49.028
8/29/2017,19:15:00,49.073
8/29/2017,19:30:00,49.073
8/29/2017,19:45:00,49.073
8/29/2017,20:00:00,49.073
8/29/2017,20:15:00,49.073
8/29/2017,20:30:00,49.116
8/29/2017,20:45:00,49.116
8/29/2017,21:00:00,49.116
8/29/2017,21:15:00,49.116
8/29/2017,21:30:00,49.116
8/29/2017,21:45:00,49.116
8/29/2017,22:00:00,49.161
8/29/2017,22:15:00,49.161
8/29/2017,22:30:00,49.161
8/29/2017,22:45:00,49.116
8/29/2017,23:00:00,49.116
8/29/2017,23:15:00,49.116
8/29/2017,23:30:00,49.116
8/29/2017,23:45:00,49.116
8/30/2017,0:00:00,49.116
8/30/2017,0:15:00,49.116
8/30/2017,0:30:00,49.116
8/30/2017,0:45:00,49.116
8/30/2017,1:00:00,49.116
8/30/2017,1:15:00,49.116
8/30/2017,1:30:00,49.116
8/30/2017,1:45:00,49.116
8/30/2017,2:00:00,49.116
8/30/2017,2:15:00,49.116
8/30/2017,2:30:00,49.116
8/30/2017,2:45:00,49.116
8/30/2017,3:00:00,49.116
8/30/2017,3:15:00,49.116
8/30/2017,3:30:00,49.161
8/30/2017,3:45:00,49.161
8/30/2017,4:00:00,49.161
8/30/2017,4:15:00,49.161
8/30/2017,4:30:00,49.204
8/30/2017,4:45:00,49.204
8/30/2017,5:00:00,49.204
8/30/2017,5:15:00,49.204
8/30/2017,5:30:00,49.204
8/30/2017,5:45:00,49.204
8/30/2017,6:00:00,49.204
8/30/2017,6:15:00,49.204
8/30/2017,6:30:00,49.204
8/30/2017,6:45:00,49.161
8/30/2017,7:00:00,49.161
8/30/2017,7:15:00,49.116
8/30/2017,7:30:00,49.116
8/30/2017,7:45:00,49.116
8/30/2017,8:00:00,49.116
8/30/2017,8:15:00,49.073
8/30/2017,8:30:00,49.073
8/30/2017,8:45:00,49.073
8/30/2017,9:00:00,49.028
8/30/2017,9:15:00,49.028
8/30/2017,9:30:00,49.028
8/30/2017,9:45:00,49.028
8/30/2017,10:00:00,49.028
8/30/2017,10:15:00,48.983
8/30/2017,10:30:00,48.983
8/30/2017,10:45:00,48.983
8/30/2017,11:00:00,48.983
8/30/2017,11:15:00,48.983
8/30/2017,11:30:00,49.028
8/30/2017,11:45:00,49.028
8/30/2017,12:00:00,49.028
8/30/2017,12:15:00,49.028
8/30/2017,12:30:00,49.028
8/30/2017,12:45:00,49.073
8/30/2017,13:00:00,49.073
