Hydrolab MS5 47420,,,,,,,,,,,,,,,
7/28/2016,20:45:00,,14.39,,88,,8.42,,11.8,,4.3,,115.9,,9.81
7/28/2016,21:00:00,,14.39,,87.9,,8.4,,11.8,,4,,114.7,,9.71
7/28/2016,21:15:00,,14.4,,88.3,,8.41,,11.8,,4.3,,115.1,,9.74
7/28/2016,21:30:00,,14.39,,88.3,,8.39,,11.8,,3.9,,114.7,,9.71
7/28/2016,21:45:00,,14.35,,88,,8.39,,11.8,,3.7,,115.1,,9.76
7/28/2016,22:00:00,,14.34,,88.3,,8.38,,11.8,,4.4,,114.5,,9.71
7/28/2016,22:15:00,,14.38,,88.3,,8.36,,11.8,,4.2,,115.6,,9.79
7/28/2016,22:30:00,,14.38,,88.2,,8.38,,11.8,,3.3,,114.6,,9.71
7/28/2016,22:45:00,,14.38,,88.3,,8.39,,11.8,,4.2,,114.9,,9.73
7/28/2016,23:00:00,,14.37,,88,,8.38,,11.8,,4.8,,115.3,,9.77
7/28/2016,23:15:00,,14.36,,88.2,,8.34,,11.8,,4.5,,115,,9.74
7/28/2016,23:30:00,,14.34,,88.1,,8.35,,11.8,,4.1,,114.8,,9.73
7/28/2016,23:45:00,,14.31,,88.2,,8.36,,11.8,,4.1,,114.2,,9.68
7/29/2016,0:00:00,,14.29,,88.2,,8.33,,11.8,,4.2,,114.8,,9.74
7/29/2016,0:15:00,,14.27,,88.2,,8.33,,11.8,,4,,114.9,,9.76
7/29/2016,0:30:00,,14.24,,88.3,,8.32,,11.8,,4.7,,114.5,,9.73
7/29/2016,0:45:00,,14.21,,88.2,,8.32,,11.8,,3.4,,114,,9.69
7/29/2016,1:00:00,,14.17,,88.2,,8.29,,11.8,,4.1,,114.3,,9.72
7/29/2016,1:15:00,,14.15,,88,,8.3,,11.8,,5.2,,114.2,,9.72
7/29/2016,1:30:00,,14.12,,87.9,,8.29,,11.8,,4,,114.4,,9.74
7/29/2016,1:45:00,,14.1,,88.2,,8.28,,11.8,,4.5,,114.1,,9.72
7/29/2016,2:00:00,,14.1,,88.3,,8.28,,11.8,,4,,114.1,,9.72
7/29/2016,2:15:00,,14.08,,88.2,,8.28,,11.8,,4.2,,114.6,,9.77
7/29/2016,2:30:00,,14.08,,88.2,,8.3,,11.8,,3.9,,114.1,,9.73
7/29/2016,2:45:00,,14.07,,88,,8.3,,11.8,,3.6,,114.1,,9.73
7/29/2016,3:00:00,,14.06,,87.9,,8.28,,11.8,,4.9,,114.6,,9.77
7/29/2016,3:15:00,,14.04,,88,,8.28,,11.8,,4.7,,114,,9.72
7/29/2016,3:30:00,,14.03,,88.2,,8.27,,11.8,,4.4,,114.4,,9.76
7/29/2016,3:45:00,,14.01,,88,,8.28,,11.8,,3.8,,114.6,,9.79
7/29/2016,4:00:00,,14,,88.2,,8.27,,11.8,,4.4,,114,,9.73
7/29/2016,4:15:00,,13.98,,88.1,,8.28,,11.8,,4.3,,114.6,,9.79
7/29/2016,4:30:00,,13.96,,87.9,,8.28,,11.8,,4.1,,114.5,,9.79
7/29/2016,4:45:00,,13.94,,87.9,,8.27,,11.8,,4.2,,114.4,,9.78
7/29/2016,5:00:00,,13.91,,88,,8.28,,11.8,,4.1,,114.1,,9.76
7/29/2016,5:15:00,,13.89,,88.1,,8.26,,11.8,,4.3,,115,,9.85
7/29/2016,5:30:00,,13.85,,88.2,,8.26,,11.8,,4.4,,114,,9.77
7/29/2016,5:45:00,,13.81,,87.9,,8.26,,11.8,,4,,113.9,,9.77
7/29/2016,6:00:00,,13.79,,88.1,,8.25,,11.8,,4.5,,114.4,,9.82
7/29/2016,6:15:00,,13.76,,88.1,,8.26,,11.8,,4.4,,115.1,,9.89
7/29/2016,6:30:00,,13.74,,87.9,,8.26,,11.8,,4.5,,115.1,,9.89
7/29/2016,6:45:00,,13.73,,88.3,,8.24,,11.8,,3.7,,114.3,,9.82
7/29/2016,7:00:00,,13.73,,88.1,,8.29,,11.7,,3.9,,114.7,,9.85
7/29/2016,7:15:00,,13.73,,88.2,,8.28,,11.8,,2.6,,114.5,,9.84
7/29/2016,7:30:00,,13.74,,87.8,,8.24,,11.8,,4.1,,114.1,,9.8
7/29/2016,7:45:00,,13.75,,88.2,,8.27,,11.8,,4.1,,115.2,,9.89
7/29/2016,8:00:00,,13.76,,87.9,,8.28,,11.8,,4.4,,115.1,,9.88
7/29/2016,8:15:00,,13.78,,88.1,,8.28,,11.8,,4.1,,114.9,,9.86
7/29/2016,8:30:00,,13.8,,88.1,,8.29,,11.7,,4.3,,115.4,,9.9
7/29/2016,8:45:00,,13.82,,88.2,,8.32,,11.8,,3.8,,115.7,,9.92
7/29/2016,9:00:00,,13.83,,87.9,,8.32,,11.8,,4.1,,115.9,,9.93
7/29/2016,9:15:00,,13.84,,87.9,,8.32,,11.8,,4,,115.8,,9.92
7/29/2016,9:30:00,,13.84,,88.2,,8.35,,11.8,,4,,115.8,,9.92
7/29/2016,9:45:00,,13.84,,88.1,,8.36,,11.8,,4.2,,115.8,,9.93
7/29/2016,10:00:00,,13.84,,87.8,,8.33,,11.8,,4.6,,115.5,,9.9
7/29/2016,10:15:00,,13.85,,87.8,,8.34,,11.8,,8.8,,115.6,,9.91
7/29/2016,10:30:00,,13.85,,88.2,,8.34,,11.8,,4,,115.7,,9.91
7/29/2016,10:45:00,,13.85,,87.9,,8.36,,11.8,,4.3,,115.5,,9.9
7/29/2016,11:00:00,,13.84,,87.8,,8.34,,11.8,,4.2,,116.3,,9.96
7/29/2016,11:15:00,,13.86,,88,,8.37,,11.8,,4.5,,115.8,,9.92
7/29/2016,11:30:00,,13.87,,87.9,,8.37,,11.8,,5.3,,115.8,,9.92
7/29/2016,11:45:00,,13.88,,87.9,,8.36,,11.8,,3.7,,116.3,,9.96
7/29/2016,12:00:00,,13.89,,87.8,,8.37,,11.8,,6.6,,116.1,,9.94
7/29/2016,12:15:00,,13.9,,87.9,,8.37,,11.8,,3.7,,116.2,,9.95
7/29/2016,12:30:00,,13.94,,87.8,,8.37,,11.8,,4.5,,116.1,,9.93
7/29/2016,12:45:00,,13.95,,87.9,,8.36,,11.8,,11.2,,116.6,,9.97
7/29/2016,13:00:00,,13.97,,87.8,,8.43,,11.8,,20.2,,116.7,,9.97
7/29/2016,13:15:00,,13.99,,87.9,,8.37,,11.8,,4.1,,116.5,,9.96
7/29/2016,13:30:00,,14.03,,88.1,,8.39,,11.8,,5.1,,116.7,,9.96
7/29/2016,13:45:00,,14.05,,87.9,,8.39,,11.8,,4.5,,116.8,,9.96
7/29/2016,14:00:00,,14.15,,88.2,,8.42,,11.8,,4.4,,116.8,,9.95
7/29/2016,14:15:00,,14.17,,88.2,,8.41,,11.8,,3.3,,117.1,,9.97
7/29/2016,14:30:00,,14.17,,88.1,,8.42,,11.8,,4.6,,117.2,,9.97
7/29/2016,14:45:00,,14.15,,88.2,,8.4,,11.8,,7.5,,117.7,,10.02
7/29/2016,15:00:00,,14.14,,88.2,,8.41,,11.8,,4.6,,116.8,,9.95
7/29/2016,15:15:00,,14.19,,88.2,,8.39,,11.8,,6.6,,116.8,,9.93
7/29/2016,15:30:00,,14.21,,87.9,,8.42,,11.8,,4.6,,116.5,,9.9
7/29/2016,15:45:00,,14.17,,88,,8.4,,11.8,,5.2,,117.5,,9.99
7/29/2016,16:00:00,,14.16,,88.2,,8.38,,11.8,,5,,116.7,,9.93
7/29/2016,16:15:00,,14.11,,87.9,,8.37,,11.8,,4.5,,116.6,,9.93
7/29/2016,16:30:00,,14.11,,87.9,,8.38,,11.8,,4.7,,117.1,,9.97
7/29/2016,16:45:00,,14.17,,88.2,,8.39,,11.8,,23.9,,116.7,,9.93
7/29/2016,17:00:00,,14.17,,88,,8.39,,11.8,,4.6,,116.7,,9.93
7/29/2016,17:15:00,,14.18,,87.9,,8.4,,11.8,,4.3,,117.1,,9.96
7/29/2016,17:30:00,,14.25,,88.2,,8.4,,11.8,,4,,116.9,,9.92
7/29/2016,17:45:00,,14.3,,88.3,,8.38,,11.8,,5.3,,116.5,,9.88
7/29/2016,18:00:00,,14.34,,88,,8.4,,11.8,,5.3,,116.5,,9.88
7/29/2016,18:15:00,,14.32,,88.3,,8.41,,11.8,,5.2,,116.7,,9.9
7/29/2016,18:30:00,,14.25,,88.1,,8.36,,11.8,,4.6,,116.6,,9.9
7/29/2016,18:45:00,,14.17,,88.3,,8.36,,11.8,,5.1,,116.6,,9.92
7/29/2016,19:00:00,,14.11,,88.2,,8.37,,11.8,,5.1,,116.6,,9.94
7/29/2016,19:15:00,,14.06,,88.2,,8.4,,11.8,,4.6,,116.9,,9.97
7/29/2016,19:30:00,,13.98,,88.1,,8.36,,11.8,,6.5,,116.7,,9.97
7/29/2016,19:45:00,,13.89,,88.3,,8.38,,11.8,,5.5,,116.2,,9.95
7/29/2016,20:00:00,,13.75,,88.5,,8.35,,11.8,,5.5,,115.6,,9.93
7/29/2016,20:15:00,,13.61,,88.5,,8.36,,11.8,,5.2,,116.5,,10.03
7/29/2016,20:30:00,,13.5,,88.7,,8.36,,11.8,,16.1,,116.8,,10.09
7/29/2016,20:45:00,,13.37,,88.8,,8.32,,11.8,,28.8,,116.3,,10.07
7/29/2016,21:00:00,,13.3,,88.5,,8.33,,11.8,,4.5,,116.2,,10.08
7/29/2016,21:15:00,,13.28,,88.8,,8.34,,11.8,,7,,115.7,,10.04
7/29/2016,21:30:00,,13.27,,88.3,,8.31,,11.8,,5.7,,115.5,,10.03
7/29/2016,21:45:00,,13.31,,88.9,,8.31,,11.8,,5.4,,115.8,,10.04
7/29/2016,22:00:00,,13.47,,88.3,,8.28,,11.8,,5.5,,114.6,,9.9
7/29/2016,22:15:00,,13.65,,88.3,,8.28,,11.8,,5.5,,115.3,,9.93
7/29/2016,22:30:00,,13.8,,88.4,,8.28,,11.8,,4.7,,115.3,,9.89
7/29/2016,22:45:00,,13.9,,88.3,,8.26,,11.8,,5.1,,115,,9.84
7/29/2016,23:00:00,,13.97,,88.3,,8.28,,11.8,,4.5,,114.8,,9.81
7/29/2016,23:15:00,,14.02,,88.1,,8.31,,11.8,,4,,114.6,,9.79
7/29/2016,23:30:00,,14.04,,88.4,,8.25,,11.8,,4.1,,114.8,,9.8
7/29/2016,23:45:00,,14.05,,88.4,,8.27,,11.8,,5.4,,114.6,,9.78
7/30/2016,0:00:00,,14.02,,88.4,,8.28,,11.8,,3.5,,114.9,,9.81
7/30/2016,0:15:00,,13.99,,88.3,,8.26,,11.8,,4.6,,114.4,,9.77
7/30/2016,0:30:00,,13.99,,88.2,,8.27,,11.8,,4.5,,114.8,,9.81
7/30/2016,0:45:00,,13.99,,88.2,,8.24,,11.8,,4.6,,114.3,,9.76
7/30/2016,1:00:00,,13.99,,88.4,,8.24,,11.8,,6.4,,114.1,,9.75
7/30/2016,1:15:00,,13.99,,88.2,,8.26,,11.8,,4.4,,114.5,,9.78
7/30/2016,1:30:00,,14,,88.2,,8.27,,11.8,,5.3,,114.6,,9.79
7/30/2016,1:45:00,,14.01,,88.1,,8.25,,11.8,,4.8,,114.4,,9.77
7/30/2016,2:00:00,,14.01,,88.4,,8.24,,11.8,,5,,114.4,,9.77
7/30/2016,2:15:00,,14.01,,88.3,,8.23,,11.8,,4.6,,114,,9.73
7/30/2016,2:30:00,,14,,88,,8.24,,11.8,,4.7,,114.4,,9.77
7/30/2016,2:45:00,,13.98,,88.3,,8.25,,11.8,,4.3,,114.5,,9.79
7/30/2016,3:00:00,,13.98,,88.1,,8.25,,11.8,,4.8,,114.2,,9.75
7/30/2016,3:15:00,,13.98,,88.4,,8.25,,11.8,,4.6,,114.7,,9.8
7/30/2016,3:30:00,,13.98,,88.2,,8.23,,11.8,,4.8,,114.1,,9.75
7/30/2016,3:45:00,,13.98,,88.4,,8.23,,11.8,,4.6,,114.5,,9.79
7/30/2016,4:00:00,,13.97,,88.3,,8.25,,11.8,,3.7,,114.6,,9.8
7/30/2016,4:15:00,,13.97,,88.3,,8.25,,11.8,,4.6,,114.1,,9.75
7/30/2016,4:30:00,,13.96,,88.1,,8.23,,11.8,,4.2,,114.6,,9.8
7/30/2016,4:45:00,,13.95,,88.4,,8.2,,11.8,,5.3,,114.2,,9.77
7/30/2016,5:00:00,,13.94,,88.1,,8.24,,11.8,,3.9,,114.7,,9.81
7/30/2016,5:15:00,,13.93,,88.1,,8.22,,11.8,,3.9,,114.8,,9.82
7/30/2016,5:30:00,,13.91,,88,,8.21,,11.8,,4.7,,114.9,,9.83
7/30/2016,5:45:00,,13.88,,88.1,,8.22,,11.8,,4.4,,114.3,,9.79
7/30/2016,6:00:00,,13.85,,88.4,,8.2,,11.8,,4.5,,114.7,,9.83
7/30/2016,6:15:00,,13.83,,88.1,,8.2,,11.8,,4.7,,114.5,,9.82
7/30/2016,6:30:00,,13.79,,88.5,,8.21,,11.8,,4.2,,114.7,,9.84
7/30/2016,6:45:00,,13.75,,88.1,,8.23,,11.8,,3.9,,114.4,,9.83
7/30/2016,7:00:00,,13.71,,88.2,,8.21,,11.8,,4.3,,114.7,,9.86
7/30/2016,7:15:00,,13.67,,88.2,,8.2,,11.8,,3.8,,114.7,,9.87
7/30/2016,7:30:00,,13.63,,88.2,,8.21,,11.8,,4.7,,114.3,,9.85
7/30/2016,7:45:00,,13.58,,88.5,,8.21,,11.8,,4.5,,114.6,,9.88
7/30/2016,8:00:00,,13.53,,88.2,,8.21,,11.8,,4.3,,114.4,,9.87
7/30/2016,8:15:00,,13.49,,88.2,,8.22,,11.8,,4.2,,115,,9.94
7/30/2016,8:30:00,,13.47,,88.5,,8.23,,11.8,,4.5,,114.9,,9.93
7/30/2016,8:45:00,,13.47,,88.2,,8.25,,11.8,,3.8,,115.1,,9.94
7/30/2016,9:00:00,,13.48,,88.5,,8.26,,11.8,,4.5,,115.6,,9.99
7/30/2016,9:15:00,,13.5,,88.2,,8.26,,11.8,,3.7,,115.1,,9.94
7/30/2016,9:30:00,,13.51,,88.5,,8.27,,11.8,,4.3,,115.1,,9.94
7/30/2016,9:45:00,,13.52,,88.4,,8.27,,11.8,,5.2,,116.1,,10.02
7/30/2016,10:00:00,,13.53,,88.4,,8.27,,11.8,,4.3,,115.7,,9.98
7/30/2016,10:15:00,,13.53,,88.4,,8.3,,11.8,,12.9,,115.7,,9.99
7/30/2016,10:30:00,,13.55,,88.4,,8.3,,11.8,,4.3,,115.7,,9.98
7/30/2016,10:45:00,,13.58,,88.4,,8.31,,11.8,,4.2,,116.2,,10.02
7/30/2016,11:00:00,,13.61,,88.4,,8.34,,11.8,,3.9,,116,,9.99
7/30/2016,11:15:00,,13.64,,88.4,,8.33,,11.8,,4.8,,115.8,,9.97
7/30/2016,11:30:00,,13.67,,88,,8.33,,11.8,,4.2,,115.7,,9.96
7/30/2016,11:45:00,,13.7,,88,,8.35,,11.8,,4.5,,116.1,,9.98
7/30/2016,12:00:00,,13.73,,88,,8.36,,11.8,,4.1,,116.3,,9.99
7/30/2016,12:15:00,,13.76,,88.4,,8.36,,11.8,,22.1,,116.1,,9.97
7/30/2016,12:30:00,,13.77,,88.1,,8.35,,11.8,,3.6,,116.6,,10.01
7/30/2016,12:45:00,,13.79,,88,,8.37,,11.8,,3.6,,116.9,,10.03
7/30/2016,13:00:00,,13.8,,88.3,,8.38,,11.8,,4.2,,117.1,,10.04
7/30/2016,13:15:00,,13.79,,88.4,,8.4,,11.8,,3.4,,116.5,,9.99
7/30/2016,13:30:00,,13.77,,88,,8.4,,11.8,,4.4,,116.7,,10.02
7/30/2016,13:45:00,,13.75,,88.3,,8.37,,11.8,,4.9,,116,,9.96
7/30/2016,14:00:00,,13.72,,88.5,,8.38,,11.8,,3.9,,116.6,,10.02
7/30/2016,14:15:00,,13.71,,88.4,,8.37,,11.8,,3.9,,116.5,,10.01
7/30/2016,14:30:00,,13.71,,88.4,,8.39,,11.8,,4.9,,116.5,,10.01
7/30/2016,14:45:00,,13.69,,88.2,,8.4,,11.8,,4.7,,116.4,,10.01
7/30/2016,15:00:00,,13.69,,88.1,,8.37,,11.8,,4.2,,116.1,,9.99
7/30/2016,15:15:00,,13.68,,88.2,,8.38,,11.8,,4.5,,116.2,,9.99
7/30/2016,15:30:00,,13.69,,87.9,,8.39,,11.8,,4.4,,116.2,,9.99
7/30/2016,15:45:00,,13.7,,88,,8.36,,11.8,,4.4,,116.5,,10.02
7/30/2016,16:00:00,,13.73,,88.1,,8.37,,11.8,,4.8,,116.1,,9.98
7/30/2016,16:15:00,,13.75,,88.5,,8.37,,11.8,,3.4,,116.7,,10.02
7/30/2016,16:30:00,,13.75,,88.2,,8.37,,11.8,,4.6,,116,,9.96
7/30/2016,16:45:00,,13.76,,88.4,,8.38,,11.8,,3.8,,116.5,,10
7/30/2016,17:00:00,,13.76,,88.2,,8.41,,11.8,,14.5,,116.5,,10
7/30/2016,17:15:00,,13.8,,88.4,,8.42,,11.8,,4.3,,117.3,,10.06
7/30/2016,17:30:00,,13.83,,88.2,,8.41,,11.8,,4.6,,117.2,,10.04
7/30/2016,17:45:00,,13.83,,88.2,,8.42,,11.8,,4.4,,116.5,,9.99
7/30/2016,18:00:00,,13.78,,88.4,,8.42,,11.8,,4.2,,116.3,,9.98
7/30/2016,18:15:00,,13.71,,88.5,,8.39,,11.8,,4.6,,117,,10.06
7/30/2016,18:30:00,,13.67,,88.2,,8.41,,11.8,,4.9,,116.8,,10.05
7/30/2016,18:45:00,,13.63,,88.1,,8.38,,11.8,,4.7,,116.5,,10.03
7/30/2016,19:00:00,,13.61,,88.1,,8.4,,11.8,,6.6,,116.3,,10.02
7/30/2016,19:15:00,,13.59,,88.5,,8.4,,11.8,,5,,116.5,,10.04
7/30/2016,19:30:00,,13.54,,88.4,,8.4,,11.8,,9.7,,116.1,,10.02
7/30/2016,19:45:00,,13.51,,88.1,,8.38,,11.8,,4.5,,115,,9.92
7/30/2016,20:00:00,,13.52,,88.4,,8.38,,11.8,,5,,115.8,,9.99
7/30/2016,20:15:00,,13.54,,88.6,,8.39,,11.8,,4.4,,115.3,,9.95
7/30/2016,20:30:00,,13.59,,88.3,,8.38,,11.8,,4.4,,115.8,,9.98
7/30/2016,20:45:00,,13.64,,88.1,,8.37,,11.8,,6.2,,115.6,,9.95
7/30/2016,21:00:00,,13.69,,88.4,,8.37,,11.8,,4.2,,115.4,,9.92
7/30/2016,21:15:00,,13.72,,88.2,,8.36,,11.8,,4.9,,115.2,,9.9
7/30/2016,21:30:00,,13.74,,88.4,,8.36,,11.8,,4.4,,115.3,,9.91
7/30/2016,21:45:00,,13.73,,88.5,,8.35,,11.8,,4.4,,115.3,,9.9
7/30/2016,22:00:00,,13.73,,88.5,,8.34,,11.8,,4,,114.8,,9.87
7/30/2016,22:15:00,,13.73,,88.5,,8.33,,11.8,,4.9,,114.9,,9.87
7/30/2016,22:30:00,,13.75,,88.2,,8.32,,11.8,,4.4,,114.9,,9.87
7/30/2016,22:45:00,,13.77,,88.3,,8.28,,11.8,,4.2,,114.9,,9.86
7/30/2016,23:00:00,,13.78,,88.3,,8.3,,11.8,,4.1,,114.7,,9.85
7/30/2016,23:15:00,,13.79,,88.2,,8.31,,11.8,,3.7,,114.3,,9.8
7/30/2016,23:30:00,,13.79,,88.4,,8.28,,11.8,,4.1,,114.5,,9.83
7/30/2016,23:45:00,,13.79,,88.5,,8.29,,11.8,,4.2,,114.2,,9.8
7/31/2016,0:00:00,,13.79,,88.2,,8.29,,11.8,,3.8,,114,,9.78
7/31/2016,0:15:00,,13.79,,88.2,,8.26,,11.8,,4.7,,114,,9.78
7/31/2016,0:30:00,,13.79,,88.3,,8.27,,11.8,,3.4,,114.1,,9.79
7/31/2016,0:45:00,,13.79,,88.3,,8.27,,11.8,,4,,114.3,,9.81
7/31/2016,1:00:00,,13.79,,88.4,,8.25,,11.8,,4,,114.5,,9.82
7/31/2016,1:15:00,,13.79,,88.2,,8.27,,11.8,,3.6,,114.4,,9.81
7/31/2016,1:30:00,,13.79,,88.5,,8.26,,11.8,,3.4,,114.1,,9.79
7/31/2016,1:45:00,,13.79,,88.4,,8.26,,11.8,,3.8,,114.2,,9.8
7/31/2016,2:00:00,,13.79,,88.2,,8.26,,11.8,,3.6,,114.1,,9.79
7/31/2016,2:15:00,,13.79,,88.3,,8.26,,11.8,,3.6,,114.2,,9.8
7/31/2016,2:30:00,,13.78,,88.5,,8.24,,11.8,,3.8,,114.5,,9.82
7/31/2016,2:45:00,,13.78,,88.4,,8.26,,11.8,,3.1,,114.2,,9.8
7/31/2016,3:00:00,,13.77,,88.5,,8.24,,11.8,,3.1,,114.3,,9.81
7/31/2016,3:15:00,,13.77,,88.2,,8.26,,11.8,,3.2,,114.5,,9.83
7/31/2016,3:30:00,,13.77,,88.4,,8.24,,11.8,,3.9,,114,,9.79
7/31/2016,3:45:00,,13.77,,88.4,,8.22,,11.8,,3.4,,114.1,,9.79
7/31/2016,4:00:00,,13.76,,88.5,,8.23,,11.8,,3.4,,114.1,,9.8
7/31/2016,4:15:00,,13.75,,88.5,,8.25,,11.8,,3.3,,114.8,,9.85
7/31/2016,4:30:00,,13.75,,88.5,,8.22,,11.8,,3,,114.4,,9.83
7/31/2016,4:45:00,,13.74,,88.1,,8.22,,11.8,,3.4,,114.5,,9.84
7/31/2016,5:00:00,,13.73,,88.3,,8.22,,11.8,,3.1,,114.2,,9.81
7/31/2016,5:15:00,,13.72,,88.5,,8.23,,11.8,,3.2,,113.9,,9.79
7/31/2016,5:30:00,,13.71,,88.2,,8.23,,11.8,,3.7,,114.1,,9.81
7/31/2016,5:45:00,,13.7,,88.5,,8.22,,11.8,,3.4,,114.2,,9.82
7/31/2016,6:00:00,,13.69,,88.2,,8.22,,11.8,,3.4,,113.7,,9.78
7/31/2016,6:15:00,,13.68,,88.4,,8.23,,11.8,,2.9,,114.1,,9.81
7/31/2016,6:30:00,,13.66,,88.5,,8.21,,11.8,,3.5,,113.9,,9.8
7/31/2016,6:45:00,,13.65,,88.6,,8.2,,11.8,,3.3,,114.4,,9.84
7/31/2016,7:00:00,,13.64,,88.6,,8.21,,11.8,,3.4,,114.6,,9.87
7/31/2016,7:15:00,,13.63,,88.4,,8.21,,11.8,,3.9,,114,,9.82
7/31/2016,7:30:00,,13.63,,88.2,,8.23,,11.8,,3.7,,114,,9.82
7/31/2016,7:45:00,,13.62,,88.1,,8.22,,11.8,,4,,114.4,,9.85
7/31/2016,8:00:00,,13.62,,88.5,,8.24,,11.8,,2.8,,114.5,,9.86
7/31/2016,8:15:00,,13.62,,87.9,,8.22,,11.8,,3.2,,114.7,,9.88
7/31/2016,8:30:00,,13.62,,88.1,,8.25,,11.8,,3.2,,114.5,,9.86
7/31/2016,8:45:00,,13.62,,88.5,,8.27,,11.8,,3.6,,114.3,,9.85
7/31/2016,9:00:00,,13.62,,88.4,,8.26,,11.8,,3.6,,114.7,,9.88
7/31/2016,9:15:00,,13.61,,88.5,,8.29,,11.8,,3.6,,114.4,,9.86
