,HYDROLAB MS5 64824,,,,,,,,,,,,,,,,,
,Log File Name : Ptarmigan_062316_071616,,,,,,,,,,,,,,,,,
,Setup Date (MMDDYY) : 062316,,,,,,,,,,,,,,,,,
,Setup Time (HHMMSS) : 081045,,,,,,,,,,,,,,,,,
,Starting Date (MMDDYY) : 062316,,,,,,,,,,,,,,,,,
,Starting Time (HHMMSS) : 083000,,,,,,,,,,,,,,,,,
,Stopping Date (MMDDYY) : 071616,,,,,,,,,,,,,,,,,
,Stopping Time (HHMMSS) : 235959,,,,,,,,,,,,,,,,,
,Interval (HHMMSS) : 001500,,,,,,,,,,,,,,,,,
,Sensor warmup (HHMMSS) : 000030,,,,,,,,,,,,,,,,,
,Circltr warmup (HHMMSS) : 000030,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Date,Time,,Temp,,pH,,Sal,,TurbSC,,LDO,,IBatt,,SpCond,,BP
,MMDDYY,HHMMSS,,øC,,Units,,ppt,,NTU,,mg/l,,Volts,,æS/cm,,mmHg
,,,,,,,,,,,,,,,,,,
7/1/2016 15:30,6/30/2016,15:30:00,,,,,,,,,,,,,,,,
7/1/2016 15:45,6/30/2016,15:45:00,,,,,,,,,,,,,,,,
7/1/2016 16:00,6/30/2016,16:00:00,,,,,,,,,,,,,,,,
7/1/2016 16:15,6/30/2016,16:15:00,,,,,,,,,,,,,,,,
7/1/2016 16:30,6/30/2016,16:30:00,,,,,,,,,,,,,,,,
7/1/2016 16:45,6/30/2016,16:45:00,,,,,,,,,,,,,,,,
7/1/2016 17:00,6/30/2016,17:00:00,,,,,,,,,,,,,,,,
7/1/2016 17:15,6/30/2016,17:15:00,,,,,,,,,,,,,,,,
7/1/2016 17:30,6/30/2016,17:30:00,,,,,,,,,,,,,,,,
7/1/2016 17:45,6/30/2016,17:45:00,,,,,,,,,,,,,,,,
7/1/2016 18:00,6/30/2016,18:00:00,,,,,,,,,,,,,,,,
7/1/2016 18:15,6/30/2016,18:15:00,,,,,,,,,,,,,,,,
7/1/2016 18:30,6/30/2016,18:30:00,,,,,,,,,,,,,,,,
7/1/2016 18:45,6/30/2016,18:45:00,,,,,,,,,,,,,,,,
7/1/2016 19:00,6/30/2016,19:00:00,,,,,,,,,,,,,,,,
7/1/2016 19:15,6/30/2016,19:15:00,,,,,,,,,,,,,,,,
7/1/2016 19:30,6/30/2016,19:30:00,,,,,,,,,,,,,,,,
7/1/2016 19:45,6/30/2016,19:45:00,,,,,,,,,,,,,,,,
7/1/2016 20:00,6/30/2016,20:00:00,,,,,,,,,,,,,,,,
7/1/2016 20:15,6/30/2016,20:15:00,,,,,,,,,,,,,,,,
7/1/2016 20:30,6/30/2016,20:30:00,,,,,,,,,,,,,,,,
7/1/2016 20:45,6/30/2016,20:45:00,,,,,,,,,,,,,,,,
7/1/2016 21:00,6/30/2016,21:00:00,,,,,,,,,,,,,,,,
7/1/2016 21:15,6/30/2016,21:15:00,,,,,,,,,,,,,,,,
7/1/2016 21:30,6/30/2016,21:30:00,,,,,,,,,,,,,,,,
7/1/2016 21:45,6/30/2016,21:45:00,,,,,,,,,,,,,,,,
7/1/2016 22:00,6/30/2016,22:00:00,,,,,,,,,,,,,,,,
7/1/2016 22:15,6/30/2016,22:15:00,,,,,,,,,,,,,,,,
7/1/2016 22:30,6/30/2016,22:30:00,,,,,,,,,,,,,,,,
7/1/2016 22:45,6/30/2016,22:45:00,,,,,,,,,,,,,,,,
7/1/2016 23:00,6/30/2016,23:00:00,,,,,,,,,,,,,,,,
7/1/2016 23:15,6/30/2016,23:15:00,,,,,,,,,,,,,,,,
7/1/2016 23:30,6/30/2016,23:30:00,,,,,,,,,,,,,,,,
7/1/2016 23:45,6/30/2016,23:45:00,,,,,,,,,,,,,,,,
7/2/2016 0:00,6/30/2016,0:00:00,,,,,,,,,,,,,,,,
7/2/2016 0:15,6/30/2016,0:15:00,,,,,,,,,,,,,,,,
7/2/2016 0:30,6/30/2016,0:30:00,,,,,,,,,,,,,,,,
7/2/2016 0:45,6/30/2016,0:45:00,,,,,,,,,,,,,,,,
7/2/2016 1:00,6/30/2016,1:00:00,,,,,,,,,,,,,,,,
7/2/2016 1:15,6/30/2016,1:15:00,,,,,,,,,,,,,,,,
7/2/2016 1:30,6/30/2016,1:30:00,,,,,,,,,,,,,,,,
7/2/2016 1:45,6/30/2016,1:45:00,,,,,,,,,,,,,,,,
7/2/2016 2:00,6/30/2016,2:00:00,,,,,,,,,,,,,,,,
7/2/2016 2:15,6/30/2016,2:15:00,,,,,,,,,,,,,,,,
7/2/2016 2:30,6/30/2016,2:30:00,,,,,,,,,,,,,,,,
7/2/2016 2:45,6/30/2016,2:45:00,,,,,,,,,,,,,,,,
7/2/2016 3:00,6/30/2016,3:00:00,,,,,,,,,,,,,,,,
7/2/2016 3:15,6/30/2016,3:15:00,,,,,,,,,,,,,,,,
7/2/2016 3:30,6/30/2016,3:30:00,,,,,,,,,,,,,,,,
7/2/2016 3:45,6/30/2016,3:45:00,,,,,,,,,,,,,,,,
7/2/2016 4:00,6/30/2016,4:00:00,,,,,,,,,,,,,,,,
7/2/2016 4:15,6/30/2016,4:15:00,,,,,,,,,,,,,,,,
7/2/2016 4:30,6/30/2016,4:30:00,,,,,,,,,,,,,,,,
7/2/2016 4:45,6/30/2016,4:45:00,,,,,,,,,,,,,,,,
7/2/2016 5:00,6/30/2016,5:00:00,,,,,,,,,,,,,,,,
7/2/2016 5:15,6/30/2016,5:15:00,,,,,,,,,,,,,,,,
7/2/2016 5:30,6/30/2016,5:30:00,,,,,,,,,,,,,,,,
7/2/2016 5:45,6/30/2016,5:45:00,,,,,,,,,,,,,,,,
7/2/2016 6:00,6/30/2016,6:00:00,,,,,,,,,,,,,,,,
7/2/2016 6:15,6/30/2016,6:15:00,,,,,,,,,,,,,,,,
7/2/2016 6:30,6/30/2016,6:30:00,,,,,,,,,,,,,,,,
7/2/2016 6:45,6/30/2016,6:45:00,,,,,,,,,,,,,,,,
7/2/2016 7:00,6/30/2016,7:00:00,,,,,,,,,,,,,,,,
7/2/2016 7:15,6/30/2016,7:15:00,,,,,,,,,,,,,,,,
7/2/2016 7:30,6/30/2016,7:30:00,,,,,,,,,,,,,,,,
7/2/2016 7:45,6/30/2016,7:45:00,,,,,,,,,,,,,,,,
7/2/2016 8:00,6/30/2016,8:00:00,,,,,,,,,,,,,,,,
7/2/2016 8:15,6/30/2016,8:15:00,,,,,,,,,,,,,,,,
7/2/2016 8:30,6/30/2016,8:30:00,,,,,,,,,,,,,,,,
7/2/2016 8:45,6/30/2016,8:45:00,,,,,,,,,,,,,,,,
7/2/2016 9:00,6/30/2016,9:00:00,,,,,,,,,,,,,,,,
7/2/2016 9:15,6/30/2016,9:15:00,,,,,,,,,,,,,,,,
7/2/2016 9:30,6/30/2016,9:30:00,,,,,,,,,,,,,,,,
7/2/2016 9:45,6/30/2016,9:45:00,,,,,,,,,,,,,,,,
7/2/2016 10:00,6/30/2016,10:00:00,,,,,,,,,,,,,,,,
7/2/2016 10:15,6/30/2016,10:15:00,,,,,,,,,,,,,,,,
7/2/2016 10:30,6/30/2016,10:30:00,,,,,,,,,,,,,,,,
7/2/2016 10:45,6/30/2016,10:45:00,,,,,,,,,,,,,,,,
7/2/2016 11:00,6/30/2016,11:00:00,,,,,,,,,,,,,,,,
7/2/2016 11:15,6/30/2016,11:15:00,,,,,,,,,,,,,,,,
7/2/2016 11:30,6/30/2016,11:30:00,,,,,,,,,,,,,,,,
7/2/2016 11:45,6/30/2016,11:45:00,,,,,,,,,,,,,,,,
7/2/2016 12:00,6/30/2016,12:00:00,,,,,,,,,,,,,,,,
7/2/2016 12:15,6/30/2016,12:15:00,,,,,,,,,,,,,,,,
7/2/2016 12:30,6/30/2016,12:30:00,,,,,,,,,,,,,,,,
7/2/2016 12:45,6/30/2016,12:45:00,,,,,,,,,,,,,,,,
7/2/2016 13:00,6/30/2016,13:00:00,,,,,,,,,,,,,,,,
7/2/2016 13:15,6/30/2016,13:15:00,,,,,,,,,,,,,,,,
7/2/2016 13:30,6/30/2016,13:30:00,,,,,,,,,,,,,,,,
7/2/2016 13:45,6/30/2016,13:45:00,,,,,,,,,,,,,,,,
7/2/2016 14:00,6/30/2016,14:00:00,,,,,,,,,,,,,,,,
7/2/2016 14:15,6/30/2016,14:15:00,,,,,,,,,,,,,,,,
7/2/2016 14:30,6/30/2016,14:30:00,,,,,,,,,,,,,,,,
7/2/2016 14:45,6/30/2016,14:45:00,,,,,,,,,,,,,,,,
7/2/2016 15:00,6/30/2016,15:00:00,,,,,,,,,,,,,,,,
7/2/2016 15:15,6/30/2016,15:15:00,,,,,,,,,,,,,,,,
7/2/2016 15:30,6/30/2016,15:30:00,,,,,,,,,,,,,,,,
7/2/2016 15:45,6/30/2016,15:45:00,,,,,,,,,,,,,,,,
7/2/2016 16:00,6/30/2016,16:00:00,,,,,,,,,,,,,,,,
7/2/2016 16:15,6/30/2016,16:15:00,,,,,,,,,,,,,,,,
7/2/2016 16:30,6/30/2016,16:30:00,,,,,,,,,,,,,,,,
7/2/2016 16:45,6/30/2016,16:45:00,,,,,,,,,,,,,,,,
7/2/2016 17:00,6/30/2016,17:00:00,,,,,,,,,,,,,,,,
7/2/2016 17:15,6/30/2016,17:15:00,,,,,,,,,,,,,,,,
7/2/2016 17:30,6/30/2016,17:30:00,,,,,,,,,,,,,,,,
7/2/2016 17:45,6/30/2016,17:45:00,,,,,,,,,,,,,,,,
7/2/2016 18:00,6/30/2016,18:00:00,,,,,,,,,,,,,,,,
7/2/2016 18:15,6/30/2016,18:15:00,,,,,,,,,,,,,,,,
7/2/2016 18:30,6/30/2016,18:30:00,,,,,,,,,,,,,,,,
7/2/2016 18:45,6/30/2016,18:45:00,,,,,,,,,,,,,,,,
7/2/2016 19:00,6/30/2016,19:00:00,,,,,,,,,,,,,,,,
7/2/2016 19:15,6/30/2016,19:15:00,,,,,,,,,,,,,,,,
7/2/2016 19:30,6/30/2016,19:30:00,,,,,,,,,,,,,,,,
7/2/2016 19:45,6/30/2016,19:45:00,,,,,,,,,,,,,,,,
7/2/2016 20:00,6/30/2016,20:00:00,,,,,,,,,,,,,,,,
7/2/2016 20:15,6/30/2016,20:15:00,,,,,,,,,,,,,,,,
7/2/2016 20:30,6/30/2016,20:30:00,,,,,,,,,,,,,,,,
7/2/2016 20:45,6/30/2016,20:45:00,,,,,,,,,,,,,,,,
7/2/2016 21:00,6/30/2016,21:00:00,,,,,,,,,,,,,,,,
7/2/2016 21:15,6/30/2016,21:15:00,,,,,,,,,,,,,,,,
7/2/2016 21:30,6/30/2016,21:30:00,,,,,,,,,,,,,,,,
7/2/2016 21:45,6/30/2016,21:45:00,,,,,,,,,,,,,,,,
7/2/2016 22:00,6/30/2016,22:00:00,,,,,,,,,,,,,,,,
7/2/2016 22:15,6/30/2016,22:15:00,,,,,,,,,,,,,,,,
7/2/2016 22:30,6/30/2016,22:30:00,,,,,,,,,,,,,,,,
7/2/2016 22:45,6/30/2016,22:45:00,,,,,,,,,,,,,,,,
7/2/2016 23:00,6/30/2016,23:00:00,,,,,,,,,,,,,,,,
7/2/2016 23:15,6/30/2016,23:15:00,,,,,,,,,,,,,,,,
7/2/2016 23:30,6/30/2016,23:30:00,,,,,,,,,,,,,,,,
7/2/2016 23:45,6/30/2016,23:45:00,,,,,,,,,,,,,,,,
7/3/2016 0:00,6/30/2016,0:00:00,,,,,,,,,,,,,,,,
7/3/2016 0:15,6/30/2016,0:15:00,,,,,,,,,,,,,,,,
7/3/2016 0:30,6/30/2016,0:30:00,,,,,,,,,,,,,,,,
7/3/2016 0:45,6/30/2016,0:45:00,,,,,,,,,,,,,,,,
7/3/2016 1:00,6/30/2016,1:00:00,,,,,,,,,,,,,,,,
7/3/2016 1:15,6/30/2016,1:15:00,,,,,,,,,,,,,,,,
7/3/2016 1:30,6/30/2016,1:30:00,,,,,,,,,,,,,,,,
7/3/2016 1:45,6/30/2016,1:45:00,,,,,,,,,,,,,,,,
7/3/2016 2:00,6/30/2016,2:00:00,,,,,,,,,,,,,,,,
7/3/2016 2:15,6/30/2016,2:15:00,,,,,,,,,,,,,,,,
7/3/2016 2:30,6/30/2016,2:30:00,,,,,,,,,,,,,,,,
7/3/2016 2:45,6/30/2016,2:45:00,,,,,,,,,,,,,,,,
7/3/2016 3:00,6/30/2016,3:00:00,,,,,,,,,,,,,,,,
7/3/2016 3:15,6/30/2016,3:15:00,,,,,,,,,,,,,,,,
7/3/2016 3:30,6/30/2016,3:30:00,,,,,,,,,,,,,,,,
7/3/2016 3:45,6/30/2016,3:45:00,,,,,,,,,,,,,,,,
7/3/2016 4:00,6/30/2016,4:00:00,,,,,,,,,,,,,,,,
7/3/2016 4:15,6/30/2016,4:15:00,,,,,,,,,,,,,,,,
7/3/2016 4:30,6/30/2016,4:30:00,,,,,,,,,,,,,,,,
7/3/2016 4:45,6/30/2016,4:45:00,,,,,,,,,,,,,,,,
7/3/2016 5:00,6/30/2016,5:00:00,,,,,,,,,,,,,,,,
7/3/2016 5:15,6/30/2016,5:15:00,,,,,,,,,,,,,,,,
7/3/2016 5:30,6/30/2016,5:30:00,,,,,,,,,,,,,,,,
7/3/2016 5:45,6/30/2016,5:45:00,,,,,,,,,,,,,,,,
7/3/2016 6:00,6/30/2016,6:00:00,,,,,,,,,,,,,,,,
7/3/2016 6:15,6/30/2016,6:15:00,,,,,,,,,,,,,,,,
7/3/2016 6:30,6/30/2016,6:30:00,,,,,,,,,,,,,,,,
7/3/2016 6:45,6/30/2016,6:45:00,,,,,,,,,,,,,,,,
7/3/2016 7:00,6/30/2016,7:00:00,,,,,,,,,,,,,,,,
7/3/2016 7:15,6/30/2016,7:15:00,,,,,,,,,,,,,,,,
7/3/2016 7:30,6/30/2016,7:30:00,,,,,,,,,,,,,,,,
7/3/2016 7:45,6/30/2016,7:45:00,,,,,,,,,,,,,,,,
7/3/2016 8:00,6/30/2016,8:00:00,,,,,,,,,,,,,,,,
7/3/2016 8:15,6/30/2016,8:15:00,,,,,,,,,,,,,,,,
7/3/2016 8:30,6/30/2016,8:30:00,,,,,,,,,,,,,,,,
7/3/2016 8:45,6/30/2016,8:45:00,,,,,,,,,,,,,,,,
7/3/2016 9:00,6/30/2016,9:00:00,,,,,,,,,,,,,,,,
7/3/2016 9:15,6/30/2016,9:15:00,,,,,,,,,,,,,,,,
7/3/2016 9:30,6/30/2016,9:30:00,,,,,,,,,,,,,,,,
7/3/2016 9:45,6/30/2016,9:45:00,,,,,,,,,,,,,,,,
7/3/2016 10:00,6/30/2016,10:00:00,,,,,,,,,,,,,,,,
7/3/2016 10:15,6/30/2016,10:15:00,,,,,,,,,,,,,,,,
7/3/2016 10:30,6/30/2016,10:30:00,,,,,,,,,,,,,,,,
7/3/2016 10:45,6/30/2016,10:45:00,,,,,,,,,,,,,,,,
7/3/2016 11:00,6/30/2016,11:00:00,,,,,,,,,,,,,,,,
7/3/2016 11:15,6/30/2016,11:15:00,,,,,,,,,,,,,,,,
7/3/2016 11:30,6/30/2016,11:30:00,,,,,,,,,,,,,,,,
7/3/2016 11:45,6/30/2016,11:45:00,,,,,,,,,,,,,,,,
7/3/2016 12:00,6/30/2016,12:00:00,,,,,,,,,,,,,,,,
7/3/2016 12:15,6/30/2016,12:15:00,,,,,,,,,,,,,,,,
7/3/2016 12:30,6/30/2016,12:30:00,,,,,,,,,,,,,,,,
7/3/2016 12:45,6/30/2016,12:45:00,,,,,,,,,,,,,,,,
7/3/2016 13:00,7/3/2016,13:00:00,,12,,7.8,,0.05,,0.2,,10.24,,11.5,,116.9,,637
7/3/2016 13:15,7/3/2016,13:15:00,,12.01,,7.77,,0.05,,1,,10.27,,11.5,,116.9,,637
7/3/2016 13:30,7/3/2016,13:30:00,,12.04,,7.78,,0.05,,1.2,,10.25,,11.4,,117.3,,637
7/3/2016 13:45,7/3/2016,13:45:00,,12.06,,7.78,,0.05,,1.2,,10.26,,11.8,,116.9,,637
7/3/2016 14:00,7/3/2016,14:00:00,,12.09,,7.78,,0.05,,0.6,,10.22,,11.5,,117.4,,637
7/3/2016 14:15,7/3/2016,14:15:00,,12.09,,7.78,,0.05,,1.1,,10.2,,11.4,,117.1,,637
7/3/2016 14:30,7/3/2016,14:30:00,,12.08,,7.78,,0.05,,1,,10.2,,11.4,,117,,637
7/3/2016 14:45,7/3/2016,14:45:00,,12.06,,7.77,,0.05,,1,,10.25,,11.8,,117,,637
7/3/2016 15:00,7/3/2016,15:00:00,,12.04,,7.78,,0.05,,1.5,,10.29,,11.3,,117.3,,637
7/3/2016 15:15,7/3/2016,15:15:00,,12.02,,7.79,,0.05,,1.5,,10.28,,11.8,,117.3,,637
7/3/2016 15:30,7/3/2016,15:30:00,,12.01,,7.8,,0.05,,1.2,,10.26,,11.8,,117.2,,637
7/3/2016 15:45,7/3/2016,15:45:00,,11.94,,7.78,,0.05,,1.2,,10.26,,11.3,,117.1,,637
7/3/2016 16:00,7/3/2016,16:00:00,,11.84,,7.79,,0.05,,2.1,,10.3,,11.2,,116.7,,637
7/3/2016 16:15,7/3/2016,16:15:00,,11.72,,7.78,,0.05,,1.3,,10.38,,11.8,,116.7,,637
7/3/2016 16:30,7/3/2016,16:30:00,,11.6,,7.79,,0.05,,2,,10.4,,11.4,,116.6,,637
7/3/2016 16:45,7/3/2016,16:45:00,,11.5,,7.78,,0.05,,1.5,,10.38,,11.4,,116.9,,637
7/3/2016 17:00,7/3/2016,17:00:00,,11.4,,7.78,,0.05,,1.7,,10.38,,11.1,,116.7,,637
7/3/2016 17:15,7/3/2016,17:15:00,,11.3,,7.78,,0.05,,2.4,,10.46,,11.7,,116.5,,637
7/3/2016 17:30,7/3/2016,17:30:00,,11.21,,7.78,,0.05,,3,,10.45,,10.8,,116.4,,637
7/3/2016 17:45,7/3/2016,17:45:00,,11.16,,7.77,,0.05,,2.1,,10.48,,11.1,,116.4,,637
7/3/2016 18:00,7/3/2016,18:00:00,,11.15,,7.77,,0.05,,2.4,,10.44,,11.2,,116.4,,637
7/3/2016 18:15,7/3/2016,18:15:00,,11.19,,7.77,,0.05,,1.7,,10.44,,11.2,,116.8,,637
7/3/2016 18:30,7/3/2016,18:30:00,,,,,,,,,,,,,,,,
7/3/2016 18:45,7/3/2016,18:45:00,,11.22,,7.77,,0.05,,2.3,,10.41,,11.1,,116.8,,637
7/3/2016 19:00,7/3/2016,19:00:00,,11.22,,7.76,,0.05,,2.7,,10.46,,11.7,,116.4,,637
7/3/2016 19:15,7/3/2016,19:15:00,,11.18,,7.76,,0.05,,2,,10.46,,10.8,,116.7,,637
7/3/2016 19:30,7/3/2016,19:30:00,,11.13,,7.76,,0.05,,2.3,,10.43,,11,,116.7,,637
7/3/2016 19:45,7/3/2016,19:45:00,,11.09,,7.76,,0.05,,1.9,,10.46,,11.4,,116.3,,637
7/3/2016 20:00,7/3/2016,20:00:00,,11.08,,7.77,,0.05,,2,,10.44,,11.8,,116.4,,637
7/3/2016 20:15,7/3/2016,20:15:00,,11.09,,7.76,,0.05,,2.7,,10.45,,11,,116.8,,637
7/3/2016 20:30,7/3/2016,20:30:00,,11.1,,7.76,,0.05,,999999,#,10.56,,11.4,,116.7,,637
7/3/2016 20:45,7/3/2016,20:45:00,,11.1,,7.76,,0.05,,2.3,,10.44,,10.4,,116.7,,637
7/3/2016 21:00,7/3/2016,21:00:00,,11.12,,7.76,,0.05,,2.9,,10.42,,10.9,,116.7,,637
7/3/2016 21:15,7/3/2016,21:15:00,,11.13,,7.75,,0.05,,2.3,,10.44,,10.6,,116.8,,637
7/3/2016 21:30,7/3/2016,21:30:00,,11.13,,7.75,,0.05,,2.6,,10.41,,11.1,,116.8,,637
7/3/2016 21:45,7/3/2016,21:45:00,,11.1,,7.74,,0.05,,2,,10.45,,10.8,,116.8,,637
7/3/2016 22:00,7/3/2016,22:00:00,,11.07,,7.75,,0.05,,2.6,,10.44,,11.6,,116.5,,637
7/3/2016 22:15,7/3/2016,22:15:00,,11.01,,7.75,,0.05,,2.4,,10.44,,11.8,,116.5,,637
7/3/2016 22:30,7/3/2016,22:30:00,,10.95,,7.73,,0.05,,2.7,,10.48,,11.8,,116.8,,637
7/3/2016 22:45,7/3/2016,22:45:00,,10.94,,7.73,,0.05,,2.6,,10.48,,10.8,,116.9,,637
7/3/2016 23:00,7/3/2016,23:00:00,,10.97,,7.73,,0.05,,2.4,,10.45,,11.8,,116.5,,637
7/3/2016 23:15,7/3/2016,23:15:00,,10.99,,7.73,,0.05,,2.4,,10.43,,10.9,,116.9,,637
7/3/2016 23:30,7/3/2016,23:30:00,,11.01,,7.72,,0.05,,2.1,,10.38,,11,,116.9,,637
7/3/2016 23:45,7/3/2016,23:45:00,,11.03,,7.71,,0.05,,2.3,,10.47,,10.6,,116.5,,637
7/4/2016 0:00,7/4/2016,0:00:00,,11.04,,7.72,,0.05,,2.8,,10.46,,10.8,,116.6,,637
7/4/2016 0:15,7/4/2016,0:15:00,,11.04,,7.72,,0.05,,2.8,,10.46,,10.8,,116.8,,637
7/4/2016 0:30,7/4/2016,0:30:00,,11.05,,7.71,,0.05,,2.2,,10.43,,10.8,,116.8,,637
7/4/2016 0:45,7/4/2016,0:45:00,,11.09,,7.71,,0.05,,2.1,,10.42,,11.1,,116.5,,637
7/4/2016 1:00,7/4/2016,1:00:00,,11.17,,7.7,,0.05,,1.6,,10.41,,10.2,,116.6,,637
7/4/2016 1:15,7/4/2016,1:15:00,,11.32,,7.7,,0.05,,1.8,,10.34,,11.1,,116.7,,637
7/4/2016 1:30,7/4/2016,1:30:00,,11.5,,7.7,,0.05,,1.6,,10.27,,10.8,,116.6,,637
7/4/2016 1:45,7/4/2016,1:45:00,,11.63,,7.69,,0.05,,2.1,,10.3,,11.4,,116.9,,637
7/4/2016 2:00,7/4/2016,2:00:00,,11.71,,7.71,,0.05,,1.3,,10.31,,10.5,,116.9,,637
7/4/2016 2:15,7/4/2016,2:15:00,,11.72,,7.69,,0.05,,2.1,,10.29,,11.8,,116.7,,637
7/4/2016 2:30,7/4/2016,2:30:00,,11.68,,7.71,,0.05,,1.6,,10.27,,11.1,,116.8,,637
7/4/2016 2:45,7/4/2016,2:45:00,,11.7,,7.7,,0.05,,1.5,,10.26,,11.8,,117.2,,637
7/4/2016 3:00,7/4/2016,3:00:00,,11.74,,7.68,,0.05,,2,,10.28,,11.3,,117.3,,637
7/4/2016 3:15,7/4/2016,3:15:00,,11.79,,7.69,,0.05,,1.9,,10.22,,10.8,,116.9,,637
7/4/2016 3:30,7/4/2016,3:30:00,,11.82,,7.67,,0.05,,1.9,,10.24,,11.2,,117,,637
7/4/2016 3:45,7/4/2016,3:45:00,,11.81,,7.68,,0.05,,1.4,,10.27,,11.4,,117,,637
7/4/2016 4:00,7/4/2016,4:00:00,,11.79,,7.66,,0.05,,1.6,,10.25,,11.4,,117.2,,637
7/4/2016 4:15,7/4/2016,4:15:00,,11.78,,7.68,,0.05,,1.3,,10.25,,11.1,,117.7,,637
7/4/2016 4:30,7/4/2016,4:30:00,,11.75,,7.64,,0.05,,1.1,,10.26,,11.2,,117.7,,637
7/4/2016 4:45,7/4/2016,4:45:00,,11.72,,7.66,,0.05,,2.1,,10.28,,11.7,,117.7,,637
7/4/2016 5:00,7/4/2016,5:00:00,,11.7,,7.66,,0.05,,1.9,,10.25,,11.4,,117.7,,637
7/4/2016 5:15,7/4/2016,5:15:00,,11.67,,7.66,,0.05,,2.1,,10.29,,11,,117.2,,637
7/4/2016 5:30,7/4/2016,5:30:00,,11.66,,7.67,,0.05,,1.4,,10.24,,11.1,,117.5,,637
7/4/2016 5:45,7/4/2016,5:45:00,,11.67,,7.66,,0.05,,1.8,,10.28,,11.4,,117.5,,637
7/4/2016 6:00,7/4/2016,6:00:00,,11.69,,7.65,,0.05,,1.5,,10.29,,11,,117.4,,637
7/4/2016 6:15,7/4/2016,6:15:00,,11.7,,7.67,,0.05,,1.7,,10.26,,11.1,,117.1,,637
7/4/2016 6:30,7/4/2016,6:30:00,,11.71,,7.67,,0.05,,1.4,,10.3,,10.9,,117,,637
7/4/2016 6:45,7/4/2016,6:45:00,,11.71,,7.67,,0.05,,1.7,,10.31,,11.4,,117.3,,637
7/4/2016 7:00,7/4/2016,7:00:00,,11.7,,7.67,,0.05,,2,,10.3,,10.8,,117.1,,637
7/4/2016 7:15,7/4/2016,7:15:00,,11.67,,7.68,,0.05,,1.7,,10.32,,11.4,,116.9,,637
7/4/2016 7:30,7/4/2016,7:30:00,,11.66,,7.69,,0.05,,2,,10.31,,11,,117.3,,637
7/4/2016 7:45,7/4/2016,7:45:00,,11.69,,7.69,,0.05,,1.5,,10.3,,11.2,,117.3,,637
7/4/2016 8:00,7/4/2016,8:00:00,,11.72,,7.7,,0.05,,1.8,,10.33,,11.7,,117.2,,637
7/4/2016 8:15,7/4/2016,8:15:00,,11.76,,7.72,,0.05,,1.4,,10.35,,11.4,,117.1,,637
7/4/2016 8:30,7/4/2016,8:30:00,,11.82,,7.72,,0.05,,1.3,,10.31,,11.2,,116.7,,637
7/4/2016 8:45,7/4/2016,8:45:00,,11.86,,7.74,,0.05,,1.4,,10.31,,10.6,,117.1,,637
7/4/2016 9:00,7/4/2016,9:00:00,,11.89,,7.74,,0.05,,1.4,,10.34,,10.5,,116.9,,637
7/4/2016 9:15,7/4/2016,9:15:00,,11.9,,7.76,,0.05,,1.7,,10.33,,11.8,,116.8,,637
7/4/2016 9:30,7/4/2016,9:30:00,,11.94,,7.76,,0.05,,1.4,,10.3,,10.9,,116.9,,637
7/4/2016 9:45,7/4/2016,9:45:00,,12.01,,7.77,,0.05,,1.9,,10.3,,11.2,,116.9,,637
7/4/2016 10:00,7/4/2016,10:00:00,,12.08,,7.77,,0.05,,1.2,,10.28,,11,,116.8,,637
7/4/2016 10:15,7/4/2016,10:15:00,,12.16,,7.78,,0.05,,1,,10.25,,11.2,,117.1,,637
7/4/2016 10:30,7/4/2016,10:30:00,,12.2,,7.79,,0.05,,1,,10.26,,10.2,,117.2,,637
7/4/2016 10:45,7/4/2016,10:45:00,,12.25,,7.79,,0.05,,1.3,,10.27,,11.4,,117.3,,637
7/4/2016 11:00,7/4/2016,11:00:00,,12.29,,7.8,,0.05,,1,,10.21,,11.4,,116.9,,637
7/4/2016 11:15,7/4/2016,11:15:00,,12.38,,7.79,,0.05,,1.4,,10.29,,11.4,,117.3,,637
7/4/2016 11:30,7/4/2016,11:30:00,,12.46,,7.81,,0.05,,1.2,,10.25,,11.1,,117,,637
7/4/2016 11:45,7/4/2016,11:45:00,,12.55,,7.81,,0.05,,0.9,,10.28,,11.4,,117.4,,637
7/4/2016 12:00,7/4/2016,12:00:00,,12.65,,7.8,,0.05,,1.1,,10.17,,11.8,,117.3,,637
7/4/2016 12:15,7/4/2016,12:15:00,,12.74,,7.81,,0.05,,1,,10.13,,11.4,,117.1,,637
7/4/2016 12:30,7/4/2016,12:30:00,,12.78,,7.83,,0.05,,1,,10.14,,11.6,,117,,637
7/4/2016 12:45,7/4/2016,12:45:00,,12.7,,7.83,,0.05,,1.1,,10.14,,11.4,,117.1,,637
7/4/2016 13:00,7/4/2016,13:00:00,,12.66,,7.81,,0.05,,1.5,,10.18,,11.4,,117.3,,637
7/4/2016 13:15,7/4/2016,13:15:00,,12.64,,7.81,,0.05,,1.4,,10.2,,11.6,,117.3,,637
7/4/2016 13:30,7/4/2016,13:30:00,,12.62,,7.81,,0.05,,1.2,,10.18,,11,,117.1,,637
7/4/2016 13:45,7/4/2016,13:45:00,,12.61,,7.82,,0.05,,1.5,,10.16,,11.7,,117.3,,637
