,HYDROLAB MS5 64824,,,,,,,,,,,,,,,,,
,Log File Name : Ptarmigan_062316_071616,,,,,,,,,,,,,,,,,
,Setup Date (MMDDYY) : 062316,,,,,,,,,,,,,,,,,
,Setup Time (HHMMSS) : 081045,,,,,,,,,,,,,,,,,
,Starting Date (MMDDYY) : 062316,,,,,,,,,,,,,,,,,
,Starting Time (HHMMSS) : 083000,,,,,,,,,,,,,,,,,
,Stopping Date (MMDDYY) : 071616,,,,,,,,,,,,,,,,,
,Stopping Time (HHMMSS) : 235959,,,,,,,,,,,,,,,,,
,Interval (HHMMSS) : 001500,,,,,,,,,,,,,,,,,
,Sensor warmup (HHMMSS) : 000030,,,,,,,,,,,,,,,,,
,Circltr warmup (HHMMSS) : 000030,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Date,Time,,Temp,,pH,,Sal,,TurbSC,,LDO,,IBatt,,SpCond,,BP
,MMDDYY,HHMMSS,,øC,,Units,,ppt,,NTU,,mg/l,,Volts,,æS/cm,,mmHg
,,,,,,,,,,,,,,,,,,
6/26/2016 19:15,6/26/2016,19:15:00,,12.81,,7.74,,0.05,,2.6,,10.17,,11.8,,119.5,,637
6/26/2016 19:30,6/26/2016,19:30:00,,12.83,,7.75,,0.05,,3,,10.13,,11.8,,119.5,,637
6/26/2016 19:45,6/26/2016,19:45:00,,12.86,,7.74,,0.05,,2.6,,10.15,,11.4,,119.5,,637
6/26/2016 20:00,6/26/2016,20:00:00,,12.86,,7.75,,0.05,,2.7,,10.14,,11.4,,119.5,,637
6/26/2016 20:15,6/26/2016,20:15:00,,12.86,,7.74,,0.05,,2.8,,10.12,,11.8,,119.8,,637
6/26/2016 20:30,6/26/2016,20:30:00,,12.85,,7.75,,0.05,,3,,10.16,,11.8,,119.8,,637
6/26/2016 20:45,6/26/2016,20:45:00,,12.84,,7.74,,0.05,,1.9,,10.17,,11.8,,119.8,,637
6/26/2016 21:00,6/26/2016,21:00:00,,12.8,,7.73,,0.05,,3.3,,10.12,,11.4,,119.5,,637
6/26/2016 21:15,6/26/2016,21:15:00,,12.77,,7.74,,0.05,,3,,10.18,,11.8,,119.3,,637
6/26/2016 21:30,6/26/2016,21:30:00,,12.73,,7.75,,0.05,,2.7,,10.22,,11.8,,119.4,,637
6/26/2016 21:45,6/26/2016,21:45:00,,12.72,,7.73,,0.05,,3.3,,10.17,,11.8,,119.4,,637
6/26/2016 22:00,6/26/2016,22:00:00,,12.73,,7.72,,0.05,,2,,10.17,,11.8,,119.4,,637
6/26/2016 22:15,6/26/2016,22:15:00,,12.72,,7.7,,0.05,,2.3,,10.17,,11.8,,119.7,,637
6/26/2016 22:30,6/26/2016,22:30:00,,12.7,,7.72,,0.05,,3.7,,10.18,,11.8,,119.3,,637
6/26/2016 22:45,6/26/2016,22:45:00,,12.68,,7.7,,0.05,,2.4,,10.18,,11.8,,119.4,,637
6/26/2016 23:00,6/26/2016,23:00:00,,12.65,,7.68,,0.05,,2.7,,10.16,,11.8,,119.3,,637
6/26/2016 23:15,6/26/2016,23:15:00,,12.64,,7.69,,0.05,,3.2,,10.2,,11.8,,119.3,,637
6/26/2016 23:30,6/26/2016,23:30:00,,12.64,,7.68,,0.05,,3.5,,10.18,,11.8,,119.7,,637
6/26/2016 23:45,6/26/2016,23:45:00,,12.64,,7.67,,0.05,,3.2,,10.17,,11.4,,119.7,,637
6/27/2016 0:00,6/27/2016,0:00:00,,12.65,,7.68,,0.05,,3,,10.16,,11.8,,119.4,,637
6/27/2016 0:15,6/27/2016,0:15:00,,12.65,,7.68,,0.05,,3.2,,10.13,,11.8,,119.3,,637
6/27/2016 0:30,6/27/2016,0:30:00,,12.65,,7.67,,0.05,,2.6,,10.14,,11.8,,119.7,,637
6/27/2016 0:45,6/27/2016,0:45:00,,12.66,,7.67,,0.05,,3.6,,10.13,,11.8,,119.7,,637
6/27/2016 1:00,6/27/2016,1:00:00,,12.65,,7.68,,0.05,,2.4,,10.16,,11.8,,119.4,,637
6/27/2016 1:15,6/27/2016,1:15:00,,12.65,,7.67,,0.05,,2.8,,10.15,,11.8,,119.7,,637
6/27/2016 1:30,6/27/2016,1:30:00,,12.65,,7.66,,0.05,,3.2,,10.17,,11.8,,119.7,,637
6/27/2016 1:45,6/27/2016,1:45:00,,12.64,,7.67,,0.05,,2.4,,10.13,,11.8,,119.7,,637
6/27/2016 2:00,6/27/2016,2:00:00,,12.64,,7.65,,0.05,,3,,10.16,,11.8,,119.4,,637
6/27/2016 2:15,6/27/2016,2:15:00,,12.64,,7.68,,0.05,,2.9,,10.16,,11.8,,119.7,,637
6/27/2016 2:30,6/27/2016,2:30:00,,12.63,,7.67,,0.05,,2,,10.15,,11.8,,119.4,,637
6/27/2016 2:45,6/27/2016,2:45:00,,12.61,,7.67,,0.05,,3,,10.15,,11.8,,119.4,,637
6/27/2016 3:00,6/27/2016,3:00:00,,12.58,,7.67,,0.05,,2.8,,10.19,,11.8,,119.7,,637
6/27/2016 3:15,6/27/2016,3:15:00,,12.55,,7.65,,0.05,,3.2,,10.18,,11.8,,119.8,,637
6/27/2016 3:30,6/27/2016,3:30:00,,12.53,,7.68,,0.05,,2.9,,10.21,,11.7,,119.3,,637
6/27/2016 3:45,6/27/2016,3:45:00,,12.5,,7.67,,0.05,,3.3,,10.19,,11.8,,119.8,,637
6/27/2016 4:00,6/27/2016,4:00:00,,12.47,,7.66,,0.05,,2.5,,10.23,,11.8,,119.4,,637
6/27/2016 4:15,6/27/2016,4:15:00,,12.45,,7.66,,0.05,,3,,10.18,,11.8,,119.7,,637
6/27/2016 4:30,6/27/2016,4:30:00,,12.41,,7.67,,0.05,,3,,10.24,,11.8,,119.4,,637
6/27/2016 4:45,6/27/2016,4:45:00,,12.38,,7.67,,0.05,,2.7,,10.21,,11.8,,119.8,,637
6/27/2016 5:00,6/27/2016,5:00:00,,12.35,,7.67,,0.05,,2.2,,10.24,,11.8,,119.4,,637
6/27/2016 5:15,6/27/2016,5:15:00,,12.32,,7.66,,0.05,,3.1,,10.21,,11.8,,119.7,,637
6/27/2016 5:30,6/27/2016,5:30:00,,12.3,,7.67,,0.05,,3.2,,10.25,,11.8,,119.3,,637
6/27/2016 5:45,6/27/2016,5:45:00,,12.29,,7.66,,0.05,,3.1,,10.22,,11.8,,119.7,,637
6/27/2016 6:00,6/27/2016,6:00:00,,12.3,,7.66,,0.05,,2.5,,10.26,,11.7,,119.6,,637
6/27/2016 6:15,6/27/2016,6:15:00,,12.32,,7.67,,0.05,,2.7,,10.24,,11.8,,119.7,,637
6/27/2016 6:30,6/27/2016,6:30:00,,12.33,,7.67,,0.05,,2.8,,10.26,,11.8,,119.6,,637
6/27/2016 6:45,6/27/2016,6:45:00,,12.33,,7.66,,0.05,,3.2,,10.26,,11.8,,119.6,,637
6/27/2016 7:00,6/27/2016,7:00:00,,12.31,,7.68,,0.05,,2.6,,10.3,,11.8,,119.6,,637
6/27/2016 7:15,6/27/2016,7:15:00,,12.26,,7.69,,0.05,,2.3,,10.3,,11.8,,119.5,,637
6/27/2016 7:30,6/27/2016,7:30:00,,12.2,,7.68,,0.05,,2.7,,10.33,,11.8,,119.5,,637
6/27/2016 7:45,6/27/2016,7:45:00,,12.14,,7.72,,0.05,,2.6,,10.31,,11.8,,119.1,,637
6/27/2016 8:00,6/27/2016,8:00:00,,12.08,,7.72,,0.05,,3.5,,10.35,,11.8,,119.1,,637
6/27/2016 8:15,6/27/2016,8:15:00,,12.03,,7.72,,0.05,,2.8,,10.39,,11.8,,119.2,,637
6/27/2016 8:30,6/27/2016,8:30:00,,11.97,,7.72,,0.05,,3.5,,10.35,,11.6,,119.2,,637
6/27/2016 8:45,6/27/2016,8:45:00,,11.91,,7.72,,0.05,,3.4,,10.43,,11.8,,119.4,,637
6/27/2016 9:00,6/27/2016,9:00:00,,11.86,,7.73,,0.05,,3.4,,10.44,,11.8,,119.3,,637
6/27/2016 9:15,6/27/2016,9:15:00,,11.79,,7.73,,0.05,,3.4,,10.44,,11.8,,119.1,,637
6/27/2016 9:30,6/27/2016,9:30:00,,11.72,,7.73,,0.05,,3.9,,10.43,,11.8,,119.3,,637
6/27/2016 9:45,6/27/2016,9:45:00,,11.66,,7.73,,0.05,,3.5,,10.46,,11.8,,119.1,,637
6/27/2016 10:00,6/27/2016,10:00:00,,11.63,,7.74,,0.05,,3.3,,10.5,,11.8,,119,,637
6/27/2016 10:15,6/27/2016,10:15:00,,11.62,,7.74,,0.05,,3.7,,10.48,,11.8,,119.1,,637
6/27/2016 10:30,6/27/2016,10:30:00,,11.61,,7.74,,0.05,,3.9,,10.49,,11.8,,118.9,,637
6/27/2016 10:45,6/27/2016,10:45:00,,11.6,,7.73,,0.05,,3.4,,10.47,,11.7,,119,,637
6/27/2016 11:00,6/27/2016,11:00:00,,11.59,,7.74,,0.05,,3.7,,10.47,,11.4,,119.3,,637
6/27/2016 11:15,6/27/2016,11:15:00,,11.6,,7.71,,0.05,,4.2,,10.52,,11.3,,119,,637
6/27/2016 11:30,6/27/2016,11:30:00,,11.61,,7.73,,0.05,,3.2,,10.52,,11.5,,119,,637
6/27/2016 11:45,6/27/2016,11:45:00,,11.61,,7.73,,0.05,,3.8,,10.49,,11.6,,119.2,,637
6/27/2016 12:00,6/27/2016,12:00:00,,11.58,,7.76,,0.05,,3.5,,10.52,,11.7,,118.9,,637
6/27/2016 12:15,6/27/2016,12:15:00,,11.54,,7.74,,0.05,,3.9,,10.48,,11.8,,119.3,,637
6/27/2016 12:30,6/27/2016,12:30:00,,11.54,,7.76,,0.05,,3.6,,10.53,,11.7,,118.9,,637
6/27/2016 12:45,6/27/2016,12:45:00,,11.61,,7.73,,0.05,,3.7,,10.5,,11.8,,119.2,,637
6/27/2016 13:00,6/27/2016,13:00:00,,11.76,,7.76,,0.05,,3.6,,10.44,,11.8,,119.2,,637
6/27/2016 13:15,6/27/2016,13:15:00,,11.93,,7.76,,0.05,,3.7,,10.43,,11.7,,118.9,,637
6/27/2016 13:30,6/27/2016,13:30:00,,12.1,,7.75,,0.05,,3.5,,10.39,,11.8,,118.9,,637
6/27/2016 13:45,6/27/2016,13:45:00,,12.24,,7.76,,0.05,,3.4,,10.37,,11.8,,119.2,,637
6/27/2016 14:00,6/27/2016,14:00:00,,12.36,,7.75,,0.05,,3,,10.35,,11.8,,119.1,,637
6/27/2016 14:15,6/27/2016,14:15:00,,12.48,,7.76,,0.05,,3,,10.34,,11.8,,118.9,,637
6/27/2016 14:30,6/27/2016,14:30:00,,12.58,,7.77,,0.05,,3.2,,10.28,,11.8,,118.9,,637
6/27/2016 14:45,6/27/2016,14:45:00,,12.65,,7.78,,0.05,,2.5,,10.29,,11.8,,118.9,,637
6/27/2016 15:00,6/27/2016,15:00:00,,12.71,,7.77,,0.05,,3.7,,10.27,,11.8,,118.9,,637
6/27/2016 15:15,6/27/2016,15:15:00,,12.8,,7.77,,0.05,,2.7,,10.23,,11.8,,119.4,,637
6/27/2016 15:30,6/27/2016,15:30:00,,12.9,,7.77,,0.05,,2.8,,10.26,,11.8,,119,,637
6/27/2016 15:45,6/27/2016,15:45:00,,12.97,,7.77,,0.05,,2.6,,10.19,,11.8,,119.1,,637
6/27/2016 16:00,6/27/2016,16:00:00,,12.98,,7.78,,0.05,,2.8,,10.17,,11.8,,119,,637
6/27/2016 16:15,6/27/2016,16:15:00,,12.98,,7.78,,0.05,,3.1,,10.18,,11.8,,119.1,,637
6/27/2016 16:30,6/27/2016,16:30:00,,12.97,,7.78,,0.05,,2.7,,10.2,,11.8,,119.5,,637
6/27/2016 16:45,6/27/2016,16:45:00,,12.97,,7.76,,0.05,,2.4,,10.14,,11.8,,117.9,,637
6/27/2016 17:00,6/27/2016,17:00:00,,12.93,,7.76,,0.05,,3,,10.18,,11.7,,119.6,,637
6/27/2016 17:15,6/27/2016,17:15:00,,12.9,,7.77,,0.05,,2.7,,10.18,,11.8,,119.2,,637
6/27/2016 17:30,6/27/2016,17:30:00,,12.85,,7.76,,0.05,,2.4,,10.18,,11.8,,119.2,,637
6/27/2016 17:45,6/27/2016,17:45:00,,12.8,,7.76,,0.05,,2.8,,10.2,,11.9,,119.5,,637
6/27/2016 18:00,6/27/2016,18:00:00,,12.78,,7.75,,0.05,,3.2,,10.22,,11.8,,119.4,,637
6/27/2016 18:15,6/27/2016,18:15:00,,12.78,,7.75,,0.05,,2.9,,10.23,,11.8,,119.2,,637
6/27/2016 18:30,6/27/2016,18:30:00,,12.77,,7.73,,0.05,,2.5,,10.21,,11.5,,119.4,,637
6/27/2016 18:45,6/27/2016,18:45:00,,12.75,,7.76,,0.05,,2.6,,10.21,,11.8,,119.1,,637
6/27/2016 19:00,6/27/2016,19:00:00,,12.73,,7.74,,0.05,,2.8,,10.14,,11.9,,119.1,,637
6/27/2016 19:15,6/27/2016,19:15:00,,12.73,,7.75,,0.05,,2.8,,10.21,,11.8,,119.1,,637
6/27/2016 19:30,6/27/2016,19:30:00,,12.73,,7.74,,0.05,,2.2,,10.2,,11.8,,119.1,,637
6/27/2016 19:45,6/27/2016,19:45:00,,12.72,,7.75,,0.05,,2.6,,10.22,,11.8,,119.4,,637
6/27/2016 20:00,6/27/2016,20:00:00,,12.72,,7.75,,0.05,,2.5,,10.19,,11.8,,119.4,,637
6/27/2016 20:15,6/27/2016,20:15:00,,12.71,,7.73,,0.05,,2.7,,10.23,,11.8,,119.1,,637
6/27/2016 20:30,6/27/2016,20:30:00,,12.7,,7.74,,0.05,,2.4,,10.23,,11.8,,118.9,,637
6/27/2016 20:45,6/27/2016,20:45:00,,12.68,,7.75,,0.05,,2.9,,10.21,,11.4,,119.1,,637
6/27/2016 21:00,6/27/2016,21:00:00,,12.66,,7.73,,0.05,,2.3,,10.2,,11.5,,119.4,,637
6/27/2016 21:15,6/27/2016,21:15:00,,12.66,,7.76,,0.05,,2.8,,10.16,,11.8,,116.3,,637
6/27/2016 21:30,6/27/2016,21:30:00,,12.64,,7.75,,0.05,,2.8,,10.24,,11.8,,119.4,,637
6/27/2016 21:45,6/27/2016,21:45:00,,12.62,,7.71,,0.05,,2.1,,10.19,,11.5,,119.1,,637
6/27/2016 22:00,6/27/2016,22:00:00,,12.6,,7.71,,0.05,,2.2,,10.2,,11.4,,119.3,,637
6/27/2016 22:15,6/27/2016,22:15:00,,12.59,,7.71,,0.05,,3.4,,10.22,,11.4,,119.4,,637
6/27/2016 22:30,6/27/2016,22:30:00,,12.56,,7.69,,0.05,,2.8,,10.18,,11.6,,119.4,,637
6/27/2016 22:45,6/27/2016,22:45:00,,12.55,,7.7,,0.05,,2.5,,10.14,,11.8,,119,,637
6/27/2016 23:00,6/27/2016,23:00:00,,12.54,,7.67,,0.05,,2.7,,10.21,,11.8,,119.1,,637
6/27/2016 23:15,6/27/2016,23:15:00,,12.53,,7.69,,0.05,,2.4,,10.2,,11.8,,119,,637
6/27/2016 23:30,6/27/2016,23:30:00,,12.52,,7.68,,0.05,,2.2,,10.22,,11.8,,119.2,,637
6/27/2016 23:45,6/27/2016,23:45:00,,12.5,,7.67,,0.05,,2.4,,10.2,,11.8,,119,,637
6/28/2016 0:00,6/28/2016,0:00:00,,12.49,,7.68,,0.05,,2.7,,10.24,,11.8,,119.3,,637
6/28/2016 0:15,6/28/2016,0:15:00,,12.48,,7.65,,0.05,,2.3,,10.2,,11.4,,119,,637
6/28/2016 0:30,6/28/2016,0:30:00,,12.48,,7.67,,0.05,,2.6,,10.25,,11.8,,119.3,,637
6/28/2016 0:45,6/28/2016,0:45:00,,12.47,,7.67,,0.05,,2.7,,10.21,,11.8,,119.5,,637
6/28/2016 1:00,6/28/2016,1:00:00,,12.46,,7.67,,0.05,,2.8,,10.2,,11.8,,119,,637
6/28/2016 1:15,6/28/2016,1:15:00,,12.45,,7.65,,0.05,,3,,10.22,,11.8,,119.4,,637
6/28/2016 1:30,6/28/2016,1:30:00,,12.45,,7.68,,0.05,,2.3,,10.21,,11.4,,119,,637
6/28/2016 1:45,6/28/2016,1:45:00,,12.43,,7.67,,0.05,,2.2,,10.23,,11.8,,119.4,,637
6/28/2016 2:00,6/28/2016,2:00:00,,12.42,,7.65,,0.05,,2.6,,10.24,,11.7,,119,,637
6/28/2016 2:15,6/28/2016,2:15:00,,12.4,,7.65,,0.05,,2.6,,10.24,,11.8,,119.5,,637
6/28/2016 2:30,6/28/2016,2:30:00,,12.37,,7.65,,0.05,,2.8,,10.27,,11.8,,119.1,,637
6/28/2016 2:45,6/28/2016,2:45:00,,12.36,,7.64,,0.05,,2.5,,10.26,,11.8,,119.1,,637
6/28/2016 3:00,6/28/2016,3:00:00,,12.36,,7.65,,0.05,,2.3,,10.26,,11.8,,119.4,,637
6/28/2016 3:15,6/28/2016,3:15:00,,12.35,,7.64,,0.05,,1.8,,10.25,,11.8,,119.1,,637
6/28/2016 3:30,6/28/2016,3:30:00,,12.32,,7.64,,0.05,,2.7,,10.22,,11.8,,119.1,,637
6/28/2016 3:45,6/28/2016,3:45:00,,12.29,,7.66,,0.05,,2.4,,10.29,,11.8,,119.4,,637
6/28/2016 4:00,6/28/2016,4:00:00,,12.26,,7.64,,0.05,,2.7,,10.26,,11.8,,119.3,,637
6/28/2016 4:15,6/28/2016,4:15:00,,12.23,,7.66,,0.05,,1.9,,10.29,,11.6,,118.9,,637
6/28/2016 4:30,6/28/2016,4:30:00,,12.21,,7.64,,0.05,,3.4,,10.29,,11.7,,118.9,,637
6/28/2016 4:45,6/28/2016,4:45:00,,12.17,,7.63,,0.05,,2.8,,10.33,,11.8,,119.3,,637
6/28/2016 5:00,6/28/2016,5:00:00,,12.11,,7.64,,0.05,,2.5,,10.3,,11.7,,118.9,,637
6/28/2016 5:15,6/28/2016,5:15:00,,12.05,,7.64,,0.05,,2.3,,10.33,,11.6,,118.8,,637
6/28/2016 5:30,6/28/2016,5:30:00,,12.01,,7.65,,0.05,,2.6,,10.33,,11.8,,119.3,,637
6/28/2016 5:45,6/28/2016,5:45:00,,11.96,,7.66,,0.05,,2.7,,10.35,,11.8,,119.3,,637
6/28/2016 6:00,6/28/2016,6:00:00,,11.92,,7.66,,0.05,,2.4,,10.35,,11.4,,119.3,,637
6/28/2016 6:15,6/28/2016,6:15:00,,11.89,,7.67,,0.05,,3,,10.38,,11.8,,119.3,,637
6/28/2016 6:30,6/28/2016,6:30:00,,11.85,,7.67,,0.05,,3,,10.36,,11.8,,119.2,,637
6/28/2016 6:45,6/28/2016,6:45:00,,11.83,,7.67,,0.05,,3.1,,10.38,,11.8,,119.2,,637
6/28/2016 7:00,6/28/2016,7:00:00,,11.78,,7.69,,0.05,,3.6,,10.45,,11.7,,119.2,,637
6/28/2016 7:15,6/28/2016,7:15:00,,11.72,,7.69,,0.05,,3.1,,10.44,,11.8,,119.2,,637
6/28/2016 7:30,6/28/2016,7:30:00,,11.64,,7.68,,0.05,,3.1,,10.47,,11.8,,119.2,,637
6/28/2016 7:45,6/28/2016,7:45:00,,11.57,,7.69,,0.05,,3.2,,10.44,,11.8,,119.2,,637
6/28/2016 8:00,6/28/2016,8:00:00,,11.5,,7.69,,0.05,,2.9,,10.48,,11.8,,118.9,,637
6/28/2016 8:15,6/28/2016,8:15:00,,11.43,,7.7,,0.05,,3.4,,10.55,,11.8,,119.1,,637
6/28/2016 8:30,6/28/2016,8:30:00,,11.35,,7.7,,0.05,,3.7,,10.55,,11.8,,118.9,,637
6/28/2016 8:45,6/28/2016,8:45:00,,11.25,,7.72,,0.05,,4.4,,10.57,,11.8,,119,,637
6/28/2016 9:00,6/28/2016,9:00:00,,11.2,,7.71,,0.05,,3.1,,10.61,,11.8,,119,,637
6/28/2016 9:15,6/28/2016,9:15:00,,11.17,,7.73,,0.05,,3.4,,10.6,,11.8,,118.9,,637
6/28/2016 9:30,6/28/2016,9:30:00,,11.14,,7.7,,0.05,,3.4,,10.63,,11.8,,119,,637
6/28/2016 9:45,6/28/2016,9:45:00,,11.11,,7.73,,0.05,,3.3,,10.65,,11.8,,119.2,,637
6/28/2016 10:00,6/28/2016,10:00:00,,11.1,,7.71,,0.05,,3.7,,10.59,,11.8,,119.1,,637
6/28/2016 10:15,6/28/2016,10:15:00,,11.16,,7.73,,0.05,,3.9,,10.63,,11.8,,119.1,,637
6/28/2016 10:30,6/28/2016,10:30:00,,11.23,,7.74,,0.05,,3.5,,10.57,,11.8,,118.8,,637
6/28/2016 10:45,6/28/2016,10:45:00,,11.32,,7.63,,0.05,,3.6,,10.56,,11.8,,119.4,,637
6/28/2016 11:00,6/28/2016,11:00:00,,11.34,,7.59,,0.05,,3.6,,10.58,,11.8,,119.4,,637
6/28/2016 11:15,6/28/2016,11:15:00,,11.37,,7.59,,0.05,,3.4,,10.58,,11.8,,119,,637
6/28/2016 11:30,6/28/2016,11:30:00,,11.46,,7.59,,0.05,,3.4,,10.54,,11.8,,119,,637
6/28/2016 11:45,6/28/2016,11:45:00,,11.62,,7.6,,0.05,,3.2,,10.51,,11.8,,119.1,,637
6/28/2016 12:00,6/28/2016,12:00:00,,11.81,,7.59,,0.05,,3.4,,10.49,,11.8,,119.1,,637
6/28/2016 12:15,6/28/2016,12:15:00,,11.93,,7.6,,0.05,,3,,10.47,,11.8,,119,,637
6/28/2016 12:30,6/28/2016,12:30:00,,12.04,,7.62,,0.05,,2.9,,10.41,,11.8,,119,,637
6/28/2016 12:45,6/28/2016,12:45:00,,12.14,,7.59,,0.05,,3.3,,10.38,,11.8,,119.3,,637
6/28/2016 13:00,6/28/2016,13:00:00,,12.21,,7.61,,0.05,,2.8,,10.35,,11.8,,119.3,,637
6/28/2016 13:15,6/28/2016,13:15:00,,12.27,,7.65,,0.05,,2.6,,10.36,,11.8,,119.4,,637
6/28/2016 13:30,6/28/2016,13:30:00,,12.32,,7.63,,0.05,,3.1,,10.36,,11.4,,119.4,,637
6/28/2016 13:45,6/28/2016,13:45:00,,12.37,,7.63,,0.05,,2.8,,10.31,,11.8,,119.4,,637
6/28/2016 14:00,6/28/2016,14:00:00,,12.41,,7.65,,0.05,,2.8,,10.33,,11.8,,119.5,,637
6/28/2016 14:15,6/28/2016,14:15:00,,12.45,,7.65,,0.05,,3.1,,10.32,,11.8,,119,,637
6/28/2016 14:30,6/28/2016,14:30:00,,12.48,,7.66,,0.05,,2.5,,10.29,,11.8,,119,,637
6/28/2016 14:45,6/28/2016,14:45:00,,12.5,,7.67,,0.05,,2.5,,10.28,,11.8,,119.4,,637
6/28/2016 15:00,6/28/2016,15:00:00,,12.51,,7.68,,0.05,,2.5,,10.28,,11.8,,119,,637
6/28/2016 15:15,6/28/2016,15:15:00,,12.5,,7.66,,0.05,,2.7,,10.27,,11.8,,119.3,,637
6/28/2016 15:30,6/28/2016,15:30:00,,12.49,,7.67,,0.05,,2.9,,10.33,,11.7,,119.3,,637
6/28/2016 15:45,6/28/2016,15:45:00,,12.48,,7.68,,0.05,,3,,10.36,,11.8,,119.3,,637
6/28/2016 16:00,6/28/2016,16:00:00,,12.44,,7.68,,0.05,,2.7,,10.3,,11.8,,119.2,,637
6/28/2016 16:15,6/28/2016,16:15:00,,12.39,,7.68,,0.05,,3,,10.34,,11.8,,119.5,,637
6/28/2016 16:30,6/28/2016,16:30:00,,12.4,,7.68,,0.05,,2.9,,10.33,,11.8,,119.3,,637
6/28/2016 16:45,6/28/2016,16:45:00,,12.38,,7.68,,0.05,,3,,10.33,,11.8,,119.3,,637
6/28/2016 17:00,6/28/2016,17:00:00,,12.41,,7.7,,0.05,,2.8,,10.31,,11.8,,119.1,,637
6/28/2016 17:15,6/28/2016,17:15:00,,12.47,,7.67,,0.05,,3.2,,10.31,,11.8,,118.9,,637
6/28/2016 17:30,6/28/2016,17:30:00,,12.54,,7.7,,0.05,,2.6,,10.3,,11.8,,119,,637
6/28/2016 17:45,6/28/2016,17:45:00,,12.64,,7.68,,0.05,,2.3,,10.28,,11.8,,119.2,,637
6/28/2016 18:00,6/28/2016,18:00:00,,12.73,,7.7,,0.05,,2.8,,10.22,,11.8,,119.1,,637
6/28/2016 18:15,6/28/2016,18:15:00,,12.84,,7.7,,0.05,,2.7,,10.21,,11.8,,119.1,,637
6/28/2016 18:30,6/28/2016,18:30:00,,12.85,,7.71,,0.05,,3.1,,10.19,,11.8,,119.5,,637
6/28/2016 18:45,6/28/2016,18:45:00,,12.83,,7.69,,0.05,,2.3,,10.2,,11.8,,119.4,,637
6/28/2016 19:00,6/28/2016,19:00:00,,12.85,,7.68,,0.05,,3,,10.18,,11.8,,119.2,,637
6/28/2016 19:15,6/28/2016,19:15:00,,12.87,,7.69,,0.05,,2,,10.17,,11.8,,119.5,,637
6/28/2016 19:30,6/28/2016,19:30:00,,12.88,,7.68,,0.05,,2.3,,10.17,,11.7,,119.5,,637
6/28/2016 19:45,6/28/2016,19:45:00,,12.88,,7.69,,0.05,,2.9,,10.18,,11.8,,119.4,,637
6/28/2016 20:00,6/28/2016,20:00:00,,12.87,,7.68,,0.05,,2.9,,10.2,,11.8,,119.6,,637
6/28/2016 20:15,6/28/2016,20:15:00,,12.87,,7.68,,0.05,,2.7,,10.14,,11.8,,119.5,,637
6/28/2016 20:30,6/28/2016,20:30:00,,12.88,,7.69,,0.05,,2.4,,10.16,,11.8,,119.1,,637
6/28/2016 20:45,6/28/2016,20:45:00,,12.88,,7.67,,0.05,,2.8,,10.17,,11.8,,119.5,,637
6/28/2016 21:00,6/28/2016,21:00:00,,12.88,,7.67,,0.05,,2.6,,10.17,,11.8,,119.5,,637
6/28/2016 21:15,6/28/2016,21:15:00,,12.88,,7.66,,0.05,,2.3,,10.14,,11.8,,119.5,,637
6/28/2016 21:30,6/28/2016,21:30:00,,12.86,,7.68,,0.05,,2.4,,10.12,,11.8,,119.5,,637
6/28/2016 21:45,6/28/2016,21:45:00,,12.85,,7.65,,0.05,,1.7,,10.16,,11.6,,119.5,,637
6/28/2016 22:00,6/28/2016,22:00:00,,12.84,,7.65,,0.05,,2.5,,10.14,,11.7,,119.2,,637
6/28/2016 22:15,6/28/2016,22:15:00,,12.82,,7.66,,0.05,,2.8,,10.15,,11.7,,119.5,,637
6/28/2016 22:30,6/28/2016,22:30:00,,12.79,,7.64,,0.05,,2.1,,10.15,,11.4,,119.2,,637
6/28/2016 22:45,6/28/2016,22:45:00,,12.76,,7.65,,0.05,,2.2,,10.16,,11.4,,119.1,,637
6/28/2016 23:00,6/28/2016,23:00:00,,12.74,,7.64,,0.05,,2.4,,10.15,,11.6,,119.5,,637
6/28/2016 23:15,6/28/2016,23:15:00,,12.71,,7.63,,0.05,,2.5,,10.15,,11.8,,119,,637
6/28/2016 23:30,6/28/2016,23:30:00,,12.7,,7.64,,0.05,,2.4,,10.19,,11.8,,119,,637
6/28/2016 23:45,6/28/2016,23:45:00,,12.68,,7.63,,0.05,,2.4,,10.18,,11.8,,119,,637
6/29/2016 0:00,6/29/2016,0:00:00,,12.67,,7.63,,0.05,,2.4,,10.19,,11.5,,118.9,,637
6/29/2016 0:15,6/29/2016,0:15:00,,12.65,,7.63,,0.05,,2.1,,10.16,,11.4,,118.9,,637
6/29/2016 0:30,6/29/2016,0:30:00,,12.63,,7.63,,0.05,,2.3,,10.17,,11.4,,119.1,,637
6/29/2016 0:45,6/29/2016,0:45:00,,12.62,,7.62,,0.05,,2.6,,10.17,,11.4,,119,,637
6/29/2016 1:00,6/29/2016,1:00:00,,12.6,,7.63,,0.05,,2.4,,10.17,,11.4,,119.2,,637
6/29/2016 1:15,6/29/2016,1:15:00,,12.6,,7.62,,0.05,,2.9,,10.21,,11.4,,118.9,,637
6/29/2016 1:30,6/29/2016,1:30:00,,12.6,,7.61,,0.05,,2.6,,10.16,,11.8,,119.2,,637
