Hydrolab MS5 45211,,,,,,,,,,,,,,,
Log File Name : Ptarmigan_052716_061516,,,,,,,,,,,,,,,
Setup Date (MMDDYY) : 052716,,,,,,,,,,,,,,,
Setup Time (HHMMSS) : 103858,,,,,,,,,,,,,,,
Starting Date (MMDDYY) : 052716,,,,,,,,,,,,,,,
Starting Time (HHMMSS) : 110000,,,,,,,,,,,,,,,
Stopping Date (MMDDYY) : 061516,,,,,,,,,,,,,,,
Stopping Time (HHMMSS) : 235959,,,,,,,,,,,,,,,
Interval (HHMMSS) : 001500,,,,,,,,,,,,,,,
Sensor warmup (HHMMSS) : 000030,,,,,,,,,,,,,,,
Circltr warmup (HHMMSS) : 000030,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Date,Time,,Temp,,LDO,,SpCond,,pH,,TurbSC,,IBatt,,LDO%
MMDDYY,HHMMSS,,øC,,mg/l,,æS/cm,,Units,,NTU,,Volts,,Sat
,,,,,,,,,,,,,,,
5/27/2016,11:00:00,,22.6,,5.68,,0.1,,6.37,,0,,13.3,,78.9
5/27/2016,11:15:00,,22.76,,5.6,,0,,6.38,,0,,12.8,,78
5/27/2016,11:30:00,,23.05,,5.51,,0,,6.39,,0,,12.6,,77.2
5/27/2016,11:45:00,,23.36,,5.5,,0.1,,6.38,,0,,12.6,,77.5
5/27/2016,12:00:00,,23.75,,5.39,,0.1,,6.36,,0,,12.6,,76.6
5/27/2016,12:15:00,,24.29,,5.4,,0,,6.38,,0,,12.7,,77.5
5/27/2016,12:30:00,,25.18,,5.37,,0.1,,6.27,,0,,12.7,,78.5
5/27/2016,12:45:00,,31.83,,4.26,,0.4,,6.04,,3,,12.8,,70.1
5/27/2016,13:00:00,,32,,2.48,,0.3,,5.7,,35.6,,12.9,,41
5/27/2016,13:15:00,,31.89,,1.41,,0.3,,5.69,,38.4,,12.9,,23.2
5/27/2016,13:30:00,,31.73,,2.48,,0.1,,5.76,,79.9,,12.9,,40.7
5/27/2016,13:45:00,,9.29,,11.52,,8.3,,7.39,,999999,#,12.8,,120.2
5/27/2016,14:00:00,,9.33,,11.43,,139.8,,7.8,,0,,12.6,,119.4
5/27/2016,14:15:00,,9.37,,11.43,,139.7,,12.72,,0,,12.5,,119.5
5/27/2016,14:30:00,,9.42,,11.4,,139.4,,12.54,,0,,12.3,,119.4
5/27/2016,14:45:00,,9.46,,11.41,,139.8,,12.43,,0,,12.3,,119.6
5/27/2016,15:00:00,,9.49,,11.35,,139.6,,12.32,,0,,12.3,,119
5/27/2016,15:15:00,,9.51,,11.34,,139.4,,12.23,,0,,12.3,,119
5/27/2016,15:30:00,,9.53,,11.35,,139.3,,8.46,,0,,12.2,,119.1
5/27/2016,15:45:00,,9.56,,11.35,,139.2,,8.22,,0,,12.1,,119.3
5/27/2016,16:00:00,,9.58,,11.31,,139.3,,8.17,,0,,12.1,,118.9
5/27/2016,16:15:00,,9.59,,11.29,,139.3,,8.14,,0,,12.1,,118.6
5/27/2016,16:30:00,,9.58,,11.32,,139.3,,8.13,,0,,12.1,,118.9
5/27/2016,16:45:00,,9.53,,11.32,,139.6,,8.12,,0,,12.1,,118.8
5/27/2016,17:00:00,,9.5,,11.35,,139.2,,8.11,,0,,12.1,,119.1
5/27/2016,17:15:00,,9.46,,11.27,,139.6,,8.1,,0,,12,,118.1
5/27/2016,17:30:00,,9.39,,11.13,,139.2,,8.1,,0,,12,,116.4
5/27/2016,17:45:00,,9.35,,11.37,,139.3,,8.1,,0,,12,,118.8
5/27/2016,18:00:00,,9.32,,11.36,,139.5,,8.1,,0,,11.9,,118.6
5/27/2016,18:15:00,,9.25,,11.33,,139.4,,8.1,,0,,11.9,,118.2
5/27/2016,18:30:00,,9.21,,11.38,,139.3,,8.09,,0,,11.9,,118.5
5/27/2016,18:45:00,,9.15,,11.36,,139.1,,8.09,,0,,11.8,,118.2
5/27/2016,19:00:00,,9.12,,11.37,,139.3,,8.09,,0,,11.8,,118.2
5/27/2016,19:15:00,,9.08,,11.39,,139.2,,8.09,,0,,11.8,,118.3
5/27/2016,19:30:00,,9.04,,11.36,,139.1,,8.09,,0,,11.8,,117.8
5/27/2016,19:45:00,,9.01,,11.42,,139.2,,8.08,,0,,11.8,,118.4
5/27/2016,20:00:00,,8.99,,11.36,,139.2,,8.08,,0,,11.8,,117.6
5/27/2016,20:15:00,,8.97,,11.41,,139,,8.08,,0,,11.8,,118.1
5/27/2016,20:30:00,,8.93,,11.4,,139.1,,8.07,,0,,11.8,,118
5/27/2016,20:45:00,,8.9,,11.37,,139.3,,8.07,,0,,11.8,,117.5
5/27/2016,21:00:00,,8.9,,11.4,,139,,8.06,,0,,11.8,,117.9
5/27/2016,21:15:00,,8.92,,11.39,,139.3,,8.06,,0,,11.8,,117.8
5/27/2016,21:30:00,,8.96,,11.36,,139.4,,8.06,,0,,11.8,,117.6
5/27/2016,21:45:00,,9.01,,11.32,,139.1,,8.05,,0,,11.8,,117.3
5/27/2016,22:00:00,,9.08,,11.35,,139.3,,8.05,,0,,11.8,,117.8
5/27/2016,22:15:00,,9.12,,11.32,,139.4,,8.04,,0,,11.8,,117.7
5/27/2016,22:30:00,,9.13,,11.3,,139.4,,8.03,,0,,11.8,,117.4
5/27/2016,22:45:00,,9.11,,11.28,,139.1,,8.03,,0,,11.8,,117.2
5/27/2016,23:00:00,,9.07,,11.29,,139.2,,8.02,,0,,11.8,,117.2
5/27/2016,23:15:00,,9.04,,11.31,,139.3,,8.01,,0,,11.8,,117.3
5/27/2016,23:30:00,,8.99,,11.34,,139.1,,8.01,,2.6,,11.8,,117.5
5/27/2016,23:45:00,,8.94,,11.35,,139,,8.01,,0,,11.8,,117.5
5/28/2016,0:00:00,,8.89,,11.34,,139.1,,8,,0,,11.8,,117.2
5/28/2016,0:15:00,,8.86,,11.37,,139.2,,7.99,,3,,11.8,,117.4
5/28/2016,0:30:00,,8.83,,11.36,,139.1,,8,,0,,11.8,,117.3
5/28/2016,0:45:00,,8.81,,11.39,,139.2,,8,,0,,11.8,,117.6
5/28/2016,1:00:00,,8.8,,11.39,,138.9,,7.99,,0,,11.8,,117.5
5/28/2016,1:15:00,,8.78,,11.38,,139,,7.99,,0,,11.8,,117.3
5/28/2016,1:30:00,,8.77,,11.37,,139,,7.99,,0,,11.8,,117.2
5/28/2016,1:45:00,,8.77,,11.37,,138.9,,7.98,,0,,11.8,,117.2
5/28/2016,2:00:00,,8.78,,11.4,,139.1,,7.98,,0,,11.8,,117.5
5/28/2016,2:15:00,,8.78,,11.41,,139.1,,7.98,,0,,11.8,,117.7
5/28/2016,2:30:00,,8.75,,11.39,,139.4,,7.98,,0,,11.8,,117.3
5/28/2016,2:45:00,,8.72,,11.39,,138.9,,7.98,,0,,11.8,,117.2
5/28/2016,3:00:00,,8.67,,11.39,,139.2,,7.98,,0,,11.8,,117.2
5/28/2016,3:15:00,,8.68,,11.4,,139,,7.98,,0,,11.8,,117.2
5/28/2016,3:30:00,,8.7,,11.42,,139.2,,7.97,,0,,11.8,,117.5
5/28/2016,3:45:00,,8.72,,11.35,,139.2,,7.98,,0,,11.8,,116.9
5/28/2016,4:00:00,,8.73,,11.39,,139,,7.98,,0,,11.8,,117.3
5/28/2016,4:15:00,,8.74,,11.37,,139.3,,7.98,,0,,11.8,,117.1
5/28/2016,4:30:00,,8.75,,11.39,,139.3,,7.98,,0,,11.8,,117.4
5/28/2016,4:45:00,,8.76,,11.37,,139.4,,7.98,,0,,11.8,,117.2
5/28/2016,5:00:00,,8.75,,11.4,,139,,7.98,,0,,11.8,,117.5
5/28/2016,5:15:00,,8.75,,11.43,,138.9,,7.98,,0,,11.8,,117.8
5/28/2016,5:30:00,,8.76,,11.39,,139,,7.98,,0,,11.8,,117.4
5/28/2016,5:45:00,,8.78,,11.37,,139,,7.99,,0,,11.8,,117.3
5/28/2016,6:00:00,,8.82,,11.38,,139,,7.99,,0,,11.8,,117.4
5/28/2016,6:15:00,,8.88,,11.37,,139.3,,7.99,,0,,11.8,,117.5
5/28/2016,6:30:00,,9,,11.34,,139.2,,8,,0,,11.8,,117.5
5/28/2016,6:45:00,,9.15,,11.25,,139,,8.01,,0,,11.8,,117
5/28/2016,7:00:00,,9.26,,11.27,,138.9,,8.01,,0,,11.8,,117.5
5/28/2016,7:15:00,,9.33,,11.3,,139.1,,8.02,,0,,11.8,,118
5/28/2016,7:30:00,,9.39,,11.25,,139.1,,8.02,,0,,11.8,,117.7
5/28/2016,7:45:00,,9.46,,11.24,,138.9,,8.03,,0,,11.8,,117.7
5/28/2016,8:00:00,,9.54,,11.21,,139.2,,8.04,,0,,11.8,,117.7
5/28/2016,8:15:00,,9.61,,11.2,,139.1,,8.04,,0,,11.8,,117.8
5/28/2016,8:30:00,,9.67,,11.15,,138.9,,8.05,,0,,11.8,,117.5
5/28/2016,8:45:00,,9.7,,11.17,,139.1,,8.05,,0,,11.8,,117.7
5/28/2016,9:00:00,,9.69,,11.19,,138.9,,8.05,,0,,11.8,,117.9
5/28/2016,9:15:00,,9.67,,11.22,,139,,8.05,,0,,11.8,,118.2
