Hydrolab MS5 47420,,,,,,,,,,,,,,,
Log File Name : Ptarmigan_081616_083116,,,,,,,,,,,,,,,
Setup Date (MMDDYY) : 081516,,,,,,,,,,,,,,,
Setup Time (HHMMSS) : 171740,,,,,,,,,,,,,,,
Starting Date (MMDDYY) : 081616,,,,,,,,,,,,,,,
Starting Time (HHMMSS) : 080000,,,,,,,,,,,,,,,
Stopping Date (MMDDYY) : 083116,,,,,,,,,,,,,,,
Stopping Time (HHMMSS) : 235959,,,,,,,,,,,,,,,
Interval (HHMMSS) : 001500,,,,,,,,,,,,,,,
Sensor warmup (HHMMSS) : 000100,,,,,,,,,,,,,,,
Circltr warmup (HHMMSS) : 000100,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Date,Time,,Temp,,SpCond,,pH,,IBatt,,TurbSC,,LDO%,,LDO
MMDDYY,HHMMSS,,øC,,æS/cm,,Units,,Volts,,NTU,,Sat,,mg/l
,,,,,,,,,,,,,,,
8/16/2016,8:00:00,,21.07,,0.1,,7.21,,12.8,,114.1,,115.4,,8.5
8/16/2016,8:15:00,,21.06,,0,,7.2,,12.7,,122.3,,115.1,,8.48
8/16/2016,8:30:00,,21.07,,0,,7.2,,12.7,,39.9,,115.3,,8.49
8/16/2016,8:45:00,,21.09,,0,,7.2,,12.6,,39.5,,115.1,,8.48
8/16/2016,9:00:00,,21.09,,0.1,,7.19,,12.6,,86.4,,115.3,,8.49
8/16/2016,9:15:00,,21.09,,0.1,,7.19,,12.6,,43.7,,115,,8.46
8/16/2016,9:30:00,,21.1,,0.1,,7.19,,12.6,,137.6,,115.3,,8.48
8/16/2016,9:45:00,,21.1,,0,,7.19,,12.7,,104.3,,114.9,,8.46
8/16/2016,10:00:00,,21.15,,0.2,,7.27,,12.8,,0.2,,115.3,,8.48
8/16/2016,10:15:00,,21.18,,0.1,,7.12,,12.4,,0.8,,115,,8.45
8/16/2016,10:30:00,,20.87,,0,,7.01,,12.3,,0.6,,113.7,,8.41
8/16/2016,10:45:00,,20.28,,0.1,,7,,12.1,,0,,113.8,,8.52
8/16/2016,11:00:00,,19.8,,0,,6.94,,12.1,,0,,112.7,,8.51
8/16/2016,11:15:00,,19.45,,0,,6.95,,11.9,,0,,113.4,,8.63
8/16/2016,11:30:00,,19.1,,0.1,,6.96,,11.8,,0,,112.8,,8.64
8/16/2016,11:45:00,,18.84,,0.1,,6.98,,11.8,,0,,112.9,,8.7
8/16/2016,12:00:00,,18.59,,0.1,,6.99,,11.8,,0,,113.1,,8.76
8/16/2016,12:15:00,,18.32,,0,,7,,11.8,,0,,112.3,,8.75
8/16/2016,12:30:00,,17.78,,0.2,,7.53,,11.7,,1001,,113.3,,8.93
8/16/2016,12:45:00,,12.52,,96.6,,8.21,,11.7,,9.7,,116.2,,10.26
8/16/2016,13:00:00,,12.58,,96.3,,8.18,,11.6,,9.2,,116.1,,10.24
8/16/2016,13:15:00,,12.64,,96.3,,8.14,,11.6,,9.1,,116.5,,10.26
8/16/2016,13:30:00,,12.69,,96.6,,8.17,,11.6,,9.1,,116.7,,10.26
8/16/2016,13:45:00,,12.76,,96.6,,8.18,,11.6,,9.2,,116.1,,10.19
8/16/2016,14:00:00,,12.77,,96.3,,8.2,,11.6,,9.1,,116.6,,10.24
8/16/2016,14:15:00,,12.78,,96.7,,8.22,,11.6,,9.1,,115.9,,10.17
8/16/2016,14:30:00,,12.81,,96.4,,8.23,,11.7,,9.1,,116.5,,10.21
8/16/2016,14:45:00,,12.86,,96.6,,8.21,,11.7,,9.1,,116.3,,10.19
8/16/2016,15:00:00,,12.87,,96.7,,8.24,,11.6,,9.3,,116,,10.16
8/16/2016,15:15:00,,12.85,,96.4,,8.23,,11.7,,9.1,,115.9,,10.15
8/16/2016,15:30:00,,12.84,,96.4,,8.2,,11.7,,9.4,,116.6,,10.22
8/16/2016,15:45:00,,12.83,,96.3,,8.22,,11.7,,9.4,,116.3,,10.19
8/16/2016,16:00:00,,12.82,,96.4,,8.2,,11.6,,9.4,,117,,10.26
8/16/2016,16:15:00,,12.82,,96.8,,8.21,,11.7,,9.4,,116.2,,10.18
8/16/2016,16:30:00,,12.81,,96.6,,8.2,,11.7,,9.2,,116.3,,10.2
8/16/2016,16:45:00,,12.79,,96.5,,8.21,,11.7,,9.5,,116.3,,10.2
8/16/2016,17:00:00,,12.77,,96.4,,8.2,,11.7,,9.8,,116.6,,10.23
8/16/2016,17:15:00,,12.75,,96.6,,8.22,,11.7,,9.9,,116.1,,10.2
8/16/2016,17:30:00,,12.73,,96.2,,8.2,,11.7,,10,,116.7,,10.26
8/16/2016,17:45:00,,12.72,,96.6,,8.19,,11.7,,9.9,,116.2,,10.21
8/16/2016,18:00:00,,12.69,,96.8,,8.22,,11.7,,10.2,,116.1,,10.21
8/16/2016,18:15:00,,12.64,,96.7,,8.21,,11.7,,10.5,,116.1,,10.23
8/16/2016,18:30:00,,12.62,,96.4,,8.21,,11.7,,10.9,,116.2,,10.24
8/16/2016,18:45:00,,12.62,,96.4,,8.19,,11.7,,19.2,,116.1,,10.23
8/16/2016,19:00:00,,12.53,,96.6,,8.23,,11.7,,12,,116.2,,10.25
8/16/2016,19:15:00,,12.39,,96.8,,8.2,,11.7,,22.3,,115.5,,10.22
8/16/2016,19:30:00,,12.26,,96.3,,8.17,,11.7,,12,,115.5,,10.26
8/16/2016,19:45:00,,12.13,,96.7,,8.19,,11.7,,11.8,,116.2,,10.35
8/16/2016,20:00:00,,12.03,,96.7,,8.16,,11.7,,13.1,,115.9,,10.35
8/16/2016,20:15:00,,11.95,,96.3,,8.15,,11.6,,13.3,,116,,10.38
8/16/2016,20:30:00,,11.9,,96.5,,8.19,,11.7,,13.2,,116.3,,10.42
8/16/2016,20:45:00,,11.86,,96.5,,8.16,,11.7,,13.3,,115.8,,10.38
8/16/2016,21:00:00,,11.81,,96.8,,8.13,,11.7,,13.4,,116,,10.41
8/16/2016,21:15:00,,11.76,,96.5,,8.15,,11.6,,14.1,,115.9,,10.41
8/16/2016,21:30:00,,11.69,,96.5,,8.13,,11.7,,13.9,,115.7,,10.41
8/16/2016,21:45:00,,11.63,,96.4,,8.12,,11.6,,14.3,,115.6,,10.42
8/16/2016,22:00:00,,11.55,,96.8,,8.14,,11.6,,14.3,,115.6,,10.43
8/16/2016,22:15:00,,11.48,,96.5,,8.12,,11.6,,14.6,,115.8,,10.47
8/16/2016,22:30:00,,11.41,,96.5,,8.08,,11.6,,15.6,,114.8,,10.4
8/16/2016,22:45:00,,11.33,,96.5,,8.08,,11.6,,15.2,,115.4,,10.47
8/16/2016,23:00:00,,11.24,,96.9,,8.09,,11.7,,16.6,,115,,10.46
8/16/2016,23:15:00,,11.15,,96.9,,8.07,,11.7,,16.3,,115.6,,10.53
8/16/2016,23:30:00,,11.08,,96.9,,8.07,,11.6,,16.3,,114.7,,10.47
8/16/2016,23:45:00,,11.01,,96.8,,8.1,,11.6,,16.1,,115.1,,10.53
8/17/2016,0:00:00,,10.97,,96.8,,8.08,,11.6,,16.9,,115.2,,10.54
8/17/2016,0:15:00,,10.94,,96.5,,8.04,,11.6,,16.9,,114.9,,10.52
8/17/2016,0:30:00,,10.93,,96.8,,8.05,,11.6,,16.8,,115.4,,10.57
8/17/2016,0:45:00,,10.92,,96.4,,8.05,,11.6,,16.5,,115.1,,10.54
8/17/2016,1:00:00,,10.91,,95.3,,8.03,,11.6,,16.7,,114.8,,10.52
8/17/2016,1:15:00,,10.91,,96.8,,8.03,,11.6,,16.4,,114.7,,10.51
8/17/2016,1:30:00,,10.91,,96.7,,8.04,,11.6,,16.4,,115.4,,10.57
8/17/2016,1:45:00,,10.91,,96.7,,8.02,,11.6,,16.2,,114.8,,10.52
8/17/2016,2:00:00,,10.9,,96.7,,8.02,,11.6,,16.3,,114.8,,10.52
8/17/2016,2:15:00,,10.89,,96.9,,8.02,,11.6,,16.5,,115.1,,10.56
8/17/2016,2:30:00,,10.88,,97,,8.02,,11.6,,16.2,,115,,10.55
8/17/2016,2:45:00,,10.86,,97,,8.03,,11.6,,27,,115,,10.55
8/17/2016,3:00:00,,10.84,,96.9,,8.01,,11.6,,16.5,,114.9,,10.55
8/17/2016,3:15:00,,10.83,,96.9,,8.03,,11.6,,17.2,,115.1,,10.56
8/17/2016,3:30:00,,10.84,,96.6,,8.01,,11.6,,16.4,,115.4,,10.59
8/17/2016,3:45:00,,10.84,,96.5,,8.02,,11.6,,16.4,,115.2,,10.57
8/17/2016,4:00:00,,10.84,,96.5,,8.03,,11.6,,16.3,,114.7,,10.53
8/17/2016,4:15:00,,10.84,,96.5,,8.01,,11.6,,15.7,,115.5,,10.6
8/17/2016,4:30:00,,10.84,,96.9,,8.01,,11.6,,16.1,,115.1,,10.57
8/17/2016,4:45:00,,10.83,,96.8,,8.05,,11.6,,16.3,,114.8,,10.54
8/17/2016,5:00:00,,10.83,,96.4,,7.99,,11.6,,16.4,,115.4,,10.59
8/17/2016,5:15:00,,10.82,,96.7,,8,,11.6,,16.6,,115.3,,10.58
8/17/2016,5:30:00,,10.81,,96.3,,8.03,,11.6,,23.5,,115,,10.57
8/17/2016,5:45:00,,10.8,,96.4,,8.02,,11.6,,17,,114.8,,10.54
8/17/2016,6:00:00,,10.78,,96.3,,8.04,,11.6,,15.7,,114.5,,10.52
